SkillName	SkillID	Design_Belong	Design_Effect	MaxLevel	KindType	FunctionType	UIType	BelongKungfu	BelongSchool	CastMode	WeaponRequest	IsCostAmmo	CostItemType	CostItemIndex	MountRequestType	MountRequestDetail	MountType	IsMountAble	IsPassiveSkill	IsChannelSkill	IsExpSkill	IsExactHit	IsInstinct	IsAutoTurn	CauseAbradeEquipment	CauseBeatBreak	CauseBeatBack	HasCriticalStrike	SkillEventMask1	SkillEventMask2	SkillCastFlag	UseCastScript	Use3DObstacle	CheckReachable	IgnorePositiveShield	IgnoreNegativeShield	NeedOutOfFight	SelfOnFear	SelfHorseStateRequest	TargetTypePlayer	TargetTypeNpc	TargetRelationNone	TargetRelationSelf	TargetRelationAlly	TargetRelationEnemy	TargetRelationDialog	TargetRelationNeutrality	TargetRelationParty	TargetRelationRaid	TargetHorseStateRequest	TargetOnFear	AutoSelectTarget	NPCWeaponType	CommonSkillActiveMode	IsBindCombatTag	EffectPlayType	ScriptFile	_ScriptFileHashID	EffectType	CheckBindBuff	MountRequestDetailLevel	CastMask	SelfMoveStateMask	TargetMoveStateMask	RecipeType	RecipeTagMask	MapBanMask	SkillMark	SelfBackupMoveStateMask	TargetRelationMentor	TargetRelationApprentice	KungfuMountID	HorseMask	PetTemplateID	TargetNpcSpeciesMask	SelfSprintStateRequest	SelfTerrainStateRequest	SelfFollowStateRequest	IgnoreCamp	TargetFollowStateRequest	IsCheckStealth	SelfMoveStateMask2	SelfBackupMoveStateMask2	TargetMoveStateMask2	Pos	CanReverse	CanCastOnTower	TargetRelationTeamGroup	TargetJumpCountMask	UseEarlyWarningScript	TargetFollowTypeRequest	IgnoreSilence	LongRange	AOE	AbradeEquipRate	UseSkillCoefficient	RangePutOpti	IgnoreSelectCheck	BelongDynamicGroupID	PlatformType	SkillCoefficient	DotCoefficient	IgnorePet	SurplusCoefficient	NeedCheckSkillSlot	IsFrost	IgnoreRangeBlock	MazeCast	SkillEventMask3
霸王鞭_六段	38817	测试技能	直接伤害技能	1	Physics	Normal	1	10779	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	None	Quest/南诏段氏任务/霸王鞭_玩家.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			0	1024	1													
3号_段业声_战斗结束击退玩家	38818	测试技能	直接伤害技能	1	SolarMagic	Normal	2	10787	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	32	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/天龙寺/3号_段业声/3号_段业声_战斗结束击退玩家.lua		Harmful	0	0	0	4294901758	2621341694	0		0	1	0	0	0	0	0	0	131072	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	1		0	0					0					
巴桑_圆形预警	38819	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/河西瀚漠/巴桑_圆形预警.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any	1		0		0				0									
巴桑_圆形伤害	38820	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	PointArea	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	AniAndSfx	Quest/河西瀚漠/巴桑_圆形伤害.lua		Harmful	0	0	0	4294901758	4294901758	0	0	0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	0	Any	1		1	1024	0		0	0	0				0	0	0			
塔吉古丽_链状	38821	测试技能	直接伤害技能	1	None	Normal	1	10793	13	TargetChain	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/河西瀚漠/塔吉古丽_链状.lua		Neutral	0	0	0	3758030846	2684256254	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			0	1024	0													
塔吉古丽_真空刃_蓄力	38822	测试技能	直接伤害技能	1	None	Normal	1	10793	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1025	0	0	1	0	0	1	1	0	0	NotHorse	0	1	1	1	1	0	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/河西瀚漠/塔吉古丽_真空刃_蓄力.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	1	Any	0		0	1024	0		0											
塔吉古丽_真空刃_伤害	38823	测试技能	直接伤害技能	1	Physics	Damage	1	10793	13	Rectangle	4	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	AniAndSfx	Quest/河西瀚漠/塔吉古丽_真空刃_伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	0	Any	0		1	1024	1		0											
塔吉古丽_预告信_子弹	38824	测试技能	直接伤害技能	1	None	Normal	1	10793	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	1	0	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/河西瀚漠/塔吉古丽_预告信_子弹.lua		Neutral	0	0	0	4294967294	2621341694	0		0	1	0	0	0	0	0	0	657406	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	0		0											
塔吉古丽_预告信_预警	38825	测试技能	直接伤害技能	1	None	Normal	1	10793	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1025	0	0	1	0	0	1	1	0	0	NotHorse	0	1	1	1	1	0	1	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/河西瀚漠/塔吉古丽_预告信_预警.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	657406	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	1	Any	0		0	1024	0		0											
1号_枯荣大师_战斗开始有净与无净技能	38826	测试技能	直接伤害技能	1	Physics	Normal	2	10787	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	1	0	1	0	1	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/天龙寺/1号_枯荣大师/1号_枯荣大师_战斗开始.lua		Neutral	0	0	0	4294901758	4294901758	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0	0	4294967295	0	Any	1				1													
破音域道具实际效果子技能	38827	测试技能	直接伤害技能	1	None	Normal	1	10153	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	Any	0	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	生活技能/破音域道具.lua		Neutral	0	0	0	2684256254	2684256254	0		648	1	2684256254	0	0	0	2097151	0	1048576	Any	Any	Any	0	Any	0	63	63	63	0		1	0	4294967295		Any	1		1	1024	0													
云散闪现表现技	38828	测试技能	直接伤害技能	1	Physics	Normal	1	10785	38	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	段氏/段氏子技能/云散闪现表现技.lua		Neutral	0	0	0	2214609150	2621341694	0	0	0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63	63	63	0		0	0	4294967295		Any	0			1024	1		0	0	0					0			0	
外装301_镰刀_ab	38829	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/分段外装通用_ab.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
外装301_镰刀_cd	38830	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/分段外装通用_cd.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
外装301_镰刀_ef	38831	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/分段外装通用_ef.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
外装301_镰刀_g	38832	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/分段外装通用_g.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
外装301_镰刀_退出	38833	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/分段外装通用_退出.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
塔吉古丽_预告信_伤害	38834	测试技能	直接伤害技能	1	Physics	Damage	1	10793	13	PointArea	4	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1031	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	AniAndSfx	Quest/河西瀚漠/塔吉古丽_预告信_伤害.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	0	Any	0		1	1024	1		0											
奇怪的人_圆形AOE	38835	测试技能	直接伤害技能	1	Physics	Normal	1	10779	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1031	0	0	1	1	0	1	1	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	Quest/南诏段氏任务/奇怪的人_圆形AOE.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1	1024	1													
背挂_步枪_进入	38836	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/背挂_步枪_进入.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	0				0													
背挂_步枪_pst01	38837	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/背挂_步枪_pst01.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
背挂_步枪_pst02	38838	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	NotHorse	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/背挂_步枪_pst02.lua		Neutral	0	0	0	2	2	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				0													
背挂_步枪_退出	38839	测试技能	直接伤害技能	1	None	Normal	1	10105	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/挂件相关/背挂_步枪_退出.lua		Neutral	0	0	0	2	2	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	60	0	60	0		0				Any	1				1													
路人检测	38840	测试技能	直接伤害技能	1	None	Normal	1	10793	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	0	1	1	0	1	0	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/河西瀚漠/路人检测.lua		Neutral	0	0	0	2214609150	2621341694	0	0	0	1	0	0	0	0	0	0	510	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	0		0	0	0			1		0			0	
格雅_普攻	38841	测试技能	直接伤害技能	3	Physics	Normal	1	10793	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	1	AniAndSfx	Quest/河西瀚漠/格雅_普攻.lua		Harmful	0	0	0	3758030846	3758030846	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	0		0											
坠崖轨迹_丢血包	38842	测试技能	直接伤害技能	1	Physics	Normal	1	10779	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/南诏段氏任务/坠崖轨迹_丢血包.lua		Neutral	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	657406	NotInSprint	Any	NotInFollow	0	Any	1	63	63	63	0		0	0	4294967295		Any	0			1024	1		0											
关卡_机关墙刺	38843	测试技能	直接伤害技能	3	Physics	Normal	2	10790	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/一之窟/周边/关卡/机关墙刺.lua		Harmful	0	0	0	3758030846	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
关卡_墙面石板	38844	测试技能	直接伤害技能	1	Physics	Normal	2	10790	12	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	0	1	0	1	1	1	0	1	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/一之窟/周边/关卡/墙面石板.lua		Neutral	0	0	0	3758030846	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
4号_伍靖远_狂暴空吟唱	38845	测试技能	直接伤害技能	20	Physics	Normal	2	10790	12	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1024	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	1	1	1	0	1	0	0	Any	1	0	0	Invalid	0	None	npc\副本BOSS\一之窟\4号_伍靖远\空吟唱.lua		Neutral	0	0	0	2214609406	2214609406	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any			0		1													
4号_伍靖远_狂暴实际伤害	38846	测试技能	直接伤害技能	1	Physics	Normal	2	10790	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	518	0	0	0	0	0	0	1	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	npc/副本BOSS/一之窟/4号_伍靖远/4号_狂暴伤害.lua		Neutral	0	0	0	2214609150	3695116286	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	0	Any			1		1													
玩具_生活倒影	38847	测试技能	直接伤害技能	1	None	Normal	1	25432	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	0	0	Any	1	0	0	Invalid	0	None	Quest/趣味玩法/玩具_生活倒影.lua		Neutral	0	0	0	2214609150	2214609150	0	0	0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	1			1024	1		0	0	0					0			0	
关卡_滚石	38848	测试技能	直接伤害技能	3	Physics	Normal	2	10790	12	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	None	npc/副本BOSS/一之窟/周边/关卡/滚石.lua		Harmful	0	0	0	3758030846	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any			1	1024	1													
共潮生检测人数	38849	测试技能	直接伤害技能	1	LunarMagic	Normal	1	10446	19	TargetArea	15	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	长歌/套路及子技能/共潮生检测人数.lua		Beneficial	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	1	63		63			0				Any			1		1				1									
新雪弃_快雪命中多个目标伤害增高	38850	测试技能	直接伤害技能	1	NeutralMagic	Normal	1	10281	2	CasterSingle	0	0	Invalid	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NotHoldHorse	1	1	1	1	1	0	1	1	1	0	Any	1	0	0	Invalid	0	None	Default.lua		Beneficial	0	0	0	3963617278	4232052734	0		0	1	0	0	0	0	0	0		NotInSprint	Any				0	63		63			0				Any					1				1									
130级治疗特效腰坠实际治疗翻倍	38851	测试技能	直接伤害技能	2	None	Normal	1	10108	16	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	1	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/130级治疗特效腰坠实际治疗翻倍.lua		Beneficial	0	0	0	2214609150	2621341694	0	0	0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0		1	1024	0		0	0	0					0			0	
130级治疗特效腰坠_检测人数	38852	测试技能	直接伤害技能	3	None	Normal	1	10108	16	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/130级治疗特效腰坠_检测人数.lua		Beneficial	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63		63			0				Any			1		1				1									
130级治疗特效腰坠治疗	38853	测试技能	直接伤害技能	2	None	Normal	1	10108	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	NotHoldHorse	1	0	0	1	0	0	0	0	1	0	Any	1	0	0	Invalid	0	AniAndSfx	装备\130级治疗特效腰坠治疗.lua		Beneficial	0	0	0	2352906238	2352906238	0		8	1	0	0	0	0	0	0	656894	NotInSprint	Any		0		0	63		63			0				Any			0		1													
万花_新雪弃快雪时晴伤害增强	38854	测试技能	直接伤害技能	5	NeutralMagic	Damage	1	10027	2	TargetArea	6	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	83886225	0	0	0	1	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	万花/新快雪实际aoe增强.lua		Harmful	0	0	0	2214609150	2684256254	2636		0	1	0	0	0	0	0	0	656894	NotInSprint	Any		0		1	63		63		1	0				Any		1	1	410	1				1									
130级防御特效腰坠精准反击	38855	测试技能	直接伤害技能	1	Physics	Normal	1	10107	16	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	NotHorse	1	0	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	装备/130级防御特效腰坠精准反击.lua		Neutral	0	0	0	2214609150	2214609150	0	0	0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	1		0	0	0					0			0	
霸刀_新碎影_擒龙六斩加碎伤害	38856	测试技能	直接伤害技能	1	Physics	Normal	1	10489	20	CasterSingle	0	0	Invalid	0	20	10464	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NotHorse	1	1	1	1	1	1	1	1	1	0	Any	1	0	0	Invalid	0	AniAndSfx	Default.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	0	63	0		0				Any					1				1									
那囊伍云_普攻	38857	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	TargetSingle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	AniAndSfx	Quest/河西瀚漠/那囊伍云_普攻.lua		Harmful	0	0	0	3758030846	3758030846	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295		Any	0			1024	0		0											
那囊伍云_圆形	38858	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	CasterArea	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	AniAndSfx	Quest/河西瀚漠/那囊伍云_圆形.lua		Harmful	0	0	0	3758030846	3758030846	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	1	Any			1		0													
那囊伍云_矩形	38859	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	Rectangle	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	NotHorse	1	0	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	None	Quest/河西瀚漠/那囊伍云_矩形.lua		Harmful	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	63	63	63	0		0	0	4294967295	1	Any			1	1024	0													
那囊伍云_冲刺蓄力	38860	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	0	Invalid	0	AniAndSfx	Quest/河西瀚漠/那囊伍云_冲刺蓄力.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295		Any	1		0		0				0									
那囊伍云_冲刺扇形	38861	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	Sector	0	0	Invalid	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	NotHorse	1	1	0	0	0	1	0	0	0	0	Any	1	0	1	Invalid	0	None	Quest/河西瀚漠/那囊伍云_冲刺扇形.lua		Harmful	0	0	0	2214609150	2621341694	0		0	1	0	0	0	0	0	0	656894	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	1	Any			1		0													
那囊伍云_追杀	38862	测试技能	直接伤害技能	1	Physics	Normal	1	10793	13	CasterSingle	0	0	Invalid	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	NotHorse	1	1	0	1	0	0	0	0	0	0	Any	1	0	1	Invalid	0	AniAndSfx	Quest/河西瀚漠/那囊伍云_追杀.lua		Neutral	0	0	0	2214609150	2214609150	0		0	1	0	0	0	0	0	0	656886	NotInSprint	Any	NotInFollow	0	Any	0	56	63	63	0		0	0	4294967295	0	Any			0		0													
