ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask
37486	龙虎山河·春色好	215653		993					0	4	3144	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1552	1552	atMeleeWeaponDamageRand	1035	1035	atMeleeWeaponAttackSpeedBase	21	21										5	120											91995	65962	91998	92002	78796	0	0	0	0	0	0	0							七秀	治疗	治疗会心(PVP)	龙门寻宝商店								1	5	7												17	72449	17	144	17	7465	735	21	6	1		0	2	32		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37487	龙虎山河·风吹三界	215654		1928					0	10	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65962	92003	78521	78796	0	0	0	0	0	0	0							五毒	内功	会心(PVP)	龙门寻宝商店								1	8	7												17	144	17	11923	17	7465	735	16	6	1		0	6	64		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37488	龙虎山河·夜星辰	215655		1928					0	10	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65962	91998	92004	78796	0	0	0	0	0	0	0							五毒	治疗	治疗会心(PVP)	龙门寻宝商店								1	8	7												17	72449	17	144	17	7465	735	17	6	1		0	6	64		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37489	龙虎山河·野岳	215656		2204					0	11	2734	15400	3	4800	539		0	1				4	atMeleeWeaponDamageBase	2388	2388	atMeleeWeaponDamageRand	1592	1592	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65955	92003	73287	78796	0	0	0	0	0	0	0							唐门	内功	会心(PVP)	龙门寻宝商店								1	9	7												17	291	17	30959	17	7465	735	24	6	1		0	7	128		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37490	龙虎山河·逐景	215657		2204					0	11	2734	15400	3	4800	539		0	1				4	atMeleeWeaponDamageBase	2388	2388	atMeleeWeaponDamageRand	1592	1592	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65960	92000	73287	78796	0	0	0	0	0	0	0							唐门	外功	会心(PVP)	龙门寻宝商店								1	9	7												17	729	17	30959	17	7465	735	23	6	1		0	7	128		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37491	龙虎山河·无尘土	215658		1688					0	2	1572	15400	3	4800	607		0	1				4	atMeleeWeaponDamageBase	3105	3105	atMeleeWeaponDamageRand	2070	2070	atMeleeWeaponAttackSpeedBase	21	21										5	120	6	8									91995	65964	92000	73287	78796	0	0	0	0	0	0	0							藏剑	外功	会心(PVP)	龙门寻宝商店								1	3	7												17	433	17	30959	17	7465	735	22	6	1		0	5	256		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37492	龙虎山河·尽成湖	215659		318					0	9	2050	15400	3	4800	742		0	1				4	atMeleeWeaponDamageBase	4776	4776	atMeleeWeaponDamageRand	3184	3184	atMeleeWeaponAttackSpeedBase	32	32										5	120											91995	65964	92000	73287	78796	0	0	0	0	0	0	0							藏剑	外功	会心(PVP)	龙门寻宝商店								1	7	7												17	433	17	30959	17	7465	735	22	6	1		0	5	256		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37493	龙虎山河·曲酒	215660		1589					0	13	3690	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	4060	4060	atMeleeWeaponDamageRand	2707	2707	atMeleeWeaponAttackSpeedBase	27	27										5	120											91995	65960	92000	73287	78796	0	0	0	0	0	0	0							丐帮	外功	会心(PVP)	龙门寻宝商店								1	11	7												17	729	17	30959	17	7465	735	27	6	1		0	9	512		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37494	龙虎山河·飞沙	215661		2104					0	12	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2388	2388	atMeleeWeaponDamageRand	1592	1592	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65955	92005	78523	78796	0	0	0	0	0	0	0							明教	内功	会心(PVP)	龙门寻宝商店								1	10	7												17	291	17	30961	17	7465	735	25	6	1		0	10	1024		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37495	龙虎山河·万象平	215662		1777					0	14	3417	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	3582	3582	atMeleeWeaponDamageRand	2388	2388	atMeleeWeaponAttackSpeedBase	24	24										5	120											91995	65964	92000	73287	78796	0	0	0	0	0	0	0							苍云	外功	会心(PVP)	龙门寻宝商店								1	12	7												17	433	17	30959	17	7465	735	30	6	1		0	13	2097152		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37496	龙虎山河·欢声	215663		1889					0	15	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65962	92001	78817	78796	0	0	0	0	0	0	0							长歌	内功	会心(PVP)	龙门寻宝商店								1	13	7												17	144	17	30960	17	7465	735	32	6	1		0	14	4194304		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37497	龙虎山河·怀往事	215664		1889					0	15	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65962	91998	92002	78796	0	0	0	0	0	0	0							长歌	治疗	治疗会心(PVP)	龙门寻宝商店								1	13	7												17	72449	17	144	17	7465	735	33	6	1		0	14	4194304		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37498	龙虎山河·英雄魂	215665		2045					0	16	3417	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	3582	3582	atMeleeWeaponDamageRand	2388	2388	atMeleeWeaponAttackSpeedBase	24	24										5	120											91995	65960	92000	73287	78796	0	0	0	0	0	0	0							霸刀	外功	会心(PVP)	龙门寻宝商店								1	14	7												17	729	17	30959	17	7465	735	34	6	1		0	15	8388608		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37499	龙虎山河·宴瑶池	215666		2304					0	17	3417	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	3582	3582	atMeleeWeaponDamageRand	2388	2388	atMeleeWeaponAttackSpeedBase	24	24										5	120											91995	65964	92000	73287	78796	0	0	0	0	0	0	0							蓬莱	外功	会心(PVP)	龙门寻宝商店								1	15	7												17	433	17	30959	17	7465	735	35	6	1		0	16	16777216		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37500	龙虎山河·送故人	215667		2805					0	18	3417	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	3582	3582	atMeleeWeaponDamageRand	2388	2388	atMeleeWeaponAttackSpeedBase	24	24										5	120											91995	65964	92000	73287	78796	0	0	0	0	0	0	0							凌雪	外功	会心(PVP)	龙门寻宝商店								1	16	7												17	433	17	30959	17	7465	735	38	6	1		0	17	33554432		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37501	龙虎山河·一梦长	215668		3010					0	19	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2388	2388	atMeleeWeaponDamageRand	1592	1592	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65955	91997	78513	78796	0	0	0	0	0	0	0							衍天	内功	会心(PVP)	龙门寻宝商店								1	17	7												17	291	17	5084	17	7465	735	39	6	1		0	18	2048		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37502	龙虎山河·对月歌	215669		3408					0	20	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2388	2388	atMeleeWeaponDamageRand	1592	1592	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65962	92003	78521	78796	0	0	0	0	0	0	0							药宗	内功	会心(PVP)	龙门寻宝商店								1	18	7												17	144	17	11923	17	7465	735	40	6	1		0	19	4096		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37503	龙虎山河·清和	215670		3408					0	20	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2388	2388	atMeleeWeaponDamageRand	1592	1592	atMeleeWeaponAttackSpeedBase	16	16										5	120											91995	65962	91998	92004	78796	0	0	0	0	0	0	0							药宗	治疗	治疗会心(PVP)	龙门寻宝商店								1	18	7												17	72449	17	144	17	7465	735	41	6	1		0	19	4096		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37504	龙虎山河·潮落	215671		3513					0	21	3417	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	3582	3582	atMeleeWeaponDamageRand	2388	2388	atMeleeWeaponAttackSpeedBase	24	24										5	120											91995	65960	92000	73287	78796	0	0	0	0	0	0	0							刀宗	外功	会心(PVP)	龙门寻宝商店								1	19	7												17	729	17	30959	17	7465	735	42	6	1		0	20	8192		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37505	龙虎山河·百兽尊	215672		3806					0	22	3417	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	3582	3582	atMeleeWeaponDamageRand	2388	2388	atMeleeWeaponAttackSpeedBase	24	24										5	120											91995	65964	92000	73287	78796	0	0	0	0	0	0	0							万灵	外功	会心(PVP)	龙门寻宝商店								1	20	7												17	433	17	30959	17	7465	735	43	6	1		0	21	16384		0	1			0				0	202404赛季_吃鸡/李渡鬼域散件_高阶		1024	
37506	龙荒朔漠·尘喧囊	215985							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46016	50452	67997	49078	0	0	0	0	0	0	0							少林	内功	会心(PVP)	威望								2	1	2												17	30957	0	0	0	0	735	12	6	1		0	0	2		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37507	龙荒朔漠·知意囊	215986							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46016	50449	68000	49078	0	0	0	0	0	0	0							万花	内功	会心(PVP)	威望								2	1	2												17	5084	0	0	0	0	735	14	6	1		0	0	4		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37508	龙荒朔漠·兴酣囊	215987							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	88084	77439	49078	0	0	0	0	0	0	0							万花	治疗	治疗会心(PVP)	威望								2	1	2												17	5084	0	0	0	0	735	15	6	1		0	0	4		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37509	龙荒朔漠·长驻囊	215988							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46025	22022	68001	49078	0	0	0	0	0	0	0							天策	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	10	6	1		0	0	8		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37510	龙荒朔漠·暮去囊	215989							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	50449	68000	49078	0	0	0	0	0	0	0							纯阳	内功	会心(PVP)	威望								2	1	2												17	5084	0	0	0	0	735	19	6	1		0	0	16		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37511	龙荒朔漠·自化囊	215990							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46031	22022	68001	49078	0	0	0	0	0	0	0							纯阳	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	18	6	1		0	0	16		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37512	龙荒朔漠·夜遮囊	215991							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	50450	68004	49078	0	0	0	0	0	0	0							七秀	内功	会心(PVP)	威望								2	1	2												17	30960	0	0	0	0	735	20	6	1		0	0	32		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37513	龙荒朔漠·亦迟囊	215992							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	88084	77441	49078	0	0	0	0	0	0	0							七秀	治疗	治疗会心(PVP)	威望								2	1	2												17	30960	0	0	0	0	735	21	6	1		0	0	32		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37514	龙荒朔漠·千缕囊	215993							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	50453	68006	49078	0	0	0	0	0	0	0							五毒	内功	会心(PVP)	威望								2	1	2												17	11923	0	0	0	0	735	16	6	1		0	0	64		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37515	龙荒朔漠·香尘囊	215994							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	88084	77443	49078	0	0	0	0	0	0	0							五毒	治疗	治疗会心(PVP)	威望								2	1	2												17	11923	0	0	0	0	735	17	6	1		0	0	64		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37516	龙荒朔漠·暗幽囊	215995							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46016	50453	68001	49078	0	0	0	0	0	0	0							唐门	内功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	24	6	1		0	0	128		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37517	龙荒朔漠·萧疏囊	215996							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46025	22022	68001	49078	0	0	0	0	0	0	0							唐门	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	23	6	1		0	0	128		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37518	龙荒朔漠·风烟囊	215997							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46031	22022	68001	49078	0	0	0	0	0	0	0							藏剑	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	22	6	1		0	0	256		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37519	龙荒朔漠·放饮囊	215998							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46025	22022	68001	49078	0	0	0	0	0	0	0							丐帮	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	27	6	1		0	0	512		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37520	龙荒朔漠·逐影囊	215999							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46016	59562	68007	49078	0	0	0	0	0	0	0							明教	内功	会心(PVP)	威望								2	1	2												17	30961	0	0	0	0	735	25	6	1		0	0	1024		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37521	龙荒朔漠·无恙囊	216000							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46031	22022	68001	49078	0	0	0	0	0	0	0							苍云	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	30	6	1		0	0	2097152		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37522	龙荒朔漠·书醉囊	216001							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	50450	68004	49078	0	0	0	0	0	0	0							长歌	内功	会心(PVP)	威望								2	1	2												17	30960	0	0	0	0	735	32	6	1		0	0	4194304		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37523	龙荒朔漠·太古囊	216002							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	1433	1433	atRangeWeaponDamageRand	955	955	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	88084	77441	49078	0	0	0	0	0	0	0							长歌	治疗	治疗会心(PVP)	威望								2	1	2												17	30960	0	0	0	0	735	33	6	1		0	0	4194304		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37524	龙荒朔漠·夜腾囊	216003							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46025	22022	68001	49078	0	0	0	0	0	0	0							霸刀	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	34	6	1		0	0	8388608		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37525	龙荒朔漠·玉尘囊	216004							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46031	22022	68001	49078	0	0	0	0	0	0	0							蓬莱	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	35	6	1		0	0	16777216		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37526	龙荒朔漠·凌云囊	216005							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46031	22022	68001	49078	0	0	0	0	0	0	0							凌雪	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	38	6	1		0	0	33554432		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37527	龙荒朔漠·同消囊	216006							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46016	50449	68000	49078	0	0	0	0	0	0	0							衍天	内功	会心(PVP)	威望								2	1	2												17	5084	0	0	0	0	735	39	6	1		0	0	2048		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37528	龙荒朔漠·苍苔囊	216007							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	50453	68006	49078	0	0	0	0	0	0	0							药宗	内功	会心(PVP)	威望								2	1	2												17	11923	0	0	0	0	735	40	6	1		0	0	4096		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37529	龙荒朔漠·济世囊	216008							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46030	88084	77443	49078	0	0	0	0	0	0	0							药宗	治疗	治疗会心(PVP)	威望								2	1	2												17	11923	0	0	0	0	735	41	6	1		0	0	4096		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37530	龙荒朔漠·气斗囊	216009							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46025	22022	68001	49078	0	0	0	0	0	0	0							刀宗	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	42	6	1		0	0	8192		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37531	龙荒朔漠·穿月囊	216010							1	6	1708	15400	3	3360	716		0	1				4	atRangeWeaponDamageBase	2866	2866	atRangeWeaponDamageRand	1910	1910	atRangeWeaponAttackSpeedBase	24	24										5	120											88332	46031	22022	68001	49078	0	0	0	0	0	0	0							万灵	外功	会心(PVP)	威望								2	1	2												17	30959	0	0	0	0	735	43	6	1		0	0	16384		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37532	龙荒朔漠·尘喧棍	216011		3145	1				0	0	3690	15400	3	4800	674		0	1				4	atMeleeWeaponDamageBase	4060	4060	atMeleeWeaponDamageRand	2707	2707	atMeleeWeaponAttackSpeedBase	27	27										5	120											92006	65955	92007	92008	78796	0	0	0	0	0	0	0							少林	内功	御劲(PVP)	威望								1	1	2												17	5356	17	24840	17	1106	735	12	6	1		0	11	2		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37533	龙荒朔漠·知意笔	216012		3348	1				0	5	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											92006	65955	92009	92008	78796	0	0	0	0	0	0	0							万花	内功	御劲(PVP)	威望								1	6	2												17	5356	17	24841	17	4999	735	14	6	1		0	4	4		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37534	龙荒朔漠·兴酣笔	216013		3348	1				0	5	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											92006	65962	92010	92008	78796	0	0	0	0	0	0	0							万花	治疗	治疗御劲(PVP)	威望								1	6	2												17	144	17	1433	17	5356	735	15	6	1		0	4	4		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37535	龙荒朔漠·长驻枪	216014		3245	1				0	1	3690	15400	3	4800	674		0	1				4	atMeleeWeaponDamageBase	4060	4060	atMeleeWeaponDamageRand	2707	2707	atMeleeWeaponAttackSpeedBase	27	27										5	120											92006	65960	92011	92008	78796	0	0	0	0	0	0	0							天策	外功	御劲(PVP)	威望								1	2	2												17	5356	17	6060	17	4979	735	10	6	1		0	3	8		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37536	龙荒朔漠·暮去剑	216015		3636	1				0	2	3144	15400	3	4800	607		0	1				4	atMeleeWeaponDamageBase	1552	1552	atMeleeWeaponDamageRand	1035	1035	atMeleeWeaponAttackSpeedBase	21	21										5	120											92006	65962	92009	92008	78796	0	0	0	0	0	0	0							纯阳	内功	御劲(PVP)	威望								1	3	2												17	5356	17	24841	17	4999	735	19	6	1		0	12	16		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37537	龙荒朔漠·自化剑	216016		3636	1				0	2	3144	15400	3	4800	607		0	1				4	atMeleeWeaponDamageBase	3105	3105	atMeleeWeaponDamageRand	2070	2070	atMeleeWeaponAttackSpeedBase	21	21										5	120	6	4									92006	65964	92011	92008	78796	0	0	0	0	0	0	0							纯阳	外功	御劲(PVP)	威望								1	3	2												17	5356	17	6060	17	4979	735	18	6	1		0	1	16		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37538	龙荒朔漠·夜遮双剑	216017		2573	1				0	4	3144	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1552	1552	atMeleeWeaponDamageRand	1035	1035	atMeleeWeaponAttackSpeedBase	21	21										5	120											92006	65962	92012	92008	78796	0	0	0	0	0	0	0							七秀	内功	御劲(PVP)	威望								1	5	2												17	5356	17	24844	17	3815	735	20	6	1		0	2	32		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37539	龙荒朔漠·亦迟双剑	216018		2573	1				0	4	3144	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1552	1552	atMeleeWeaponDamageRand	1035	1035	atMeleeWeaponAttackSpeedBase	21	21										5	120											92006	65962	92010	92008	78796	0	0	0	0	0	0	0							七秀	治疗	治疗御劲(PVP)	威望								1	5	2												17	144	17	1433	17	5356	735	21	6	1		0	2	32		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37540	龙荒朔漠·千缕笛	216019		3906	1				0	10	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											92006	65962	92013	92008	78796	0	0	0	0	0	0	0							五毒	内功	御劲(PVP)	威望								1	8	2												17	5356	17	24845	17	12226	735	16	6	1		0	6	64		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
37541	龙荒朔漠·香尘笛	216020		3906	1				0	10	2734	15400	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1194	1194	atMeleeWeaponDamageRand	796	796	atMeleeWeaponAttackSpeedBase	16	16										5	120											92006	65962	92010	92008	78796	0	0	0	0	0	0	0							五毒	治疗	治疗御劲(PVP)	威望								1	8	2												17	144	17	1433	17	5356	735	17	6	1		0	6	64		0	1			0				0	202404赛季_战阶1-7套装_低阶		1024	
