ID	Duration	MinDuration	note	Usage	MaxCount	MaxDuration	CanBackup	MaxOverDraftCount	CanAccelerate	NeedSyncOB
1426	0.5	0.5	振翅图南充能保护CD	73	1	0.5	1	0	1	0
1427	21	21	浮游天地充能	73	2	21	1	0	1	1
1428	65	65	天地充能	4	2	65	1	0	1	1
1429	15	15	蟾躁充能15秒	9	2	15	1	0	1	0
1430	12	12	逸尘步虚奇穴充能	73	3	12	1	0	1	1
1431	0.5	0.5	蟾啸充能保护CD	9	1	0.5	1	0	1	0
1432	6	6	横扫千军_蓬莱	11	1	6		0	1	0
1433	1.5	1.5	回风扫叶_蓬莱	11	1	1.5		0	1	0
1434	45	45	回春妙手_蓬莱	11	1	45		0	1	0
1435	40	40	鸿渐于飞	73	1	40	1	0	1	1
1436	1.5	1.5	大招1秒保护CD	73	1	1.5	1	0	1	0
1437	1	1	定波砥澜二段保护CD	73	1	1	1	0	1	0
1438	6	6	溟海御波	73	1	6	1	0	1	1
1439	15	15	逐波灵游	73	1	15	1	0	1	1
1440	15	15	荡伞3层充能	73	3	15	1	0	1	1
1441	1800	1800	预热_蓬莱重制满神京道具30分钟	46	1	1800	1	0	1	0
1442	5	5	海运南冥	73	1	5	1	0	1	1
1443	6	6	溟海御波充能	73	2	6	1	0	1	1
1444	0.5	0.5	溟海御波充能保护	73	1	0.5	1	0	1	0
1445	60	60	红衣律法	0	1	60	1	0	0	0
1446	30	30	空桑舞瑟	73	1	30	1	0	1	1
1447	1	1	翼绝云天保护CD	73	1	1	1	0	1	0
1448	60	60	劝诱	0	1	60	1	0	0	0
1449	60	60	六门律令	0	1	60	1	0	0	0
1450	7200	7200	召唤_司空仲平	38	1	7200	0	0	0	0
1451	7200	7200	召唤_影	38	1	7200	0	0	0	0
1452	7200	7200	召唤_莫雨	38	1	7200	0	0	0	0
1453	7200	7200	召唤_肖药儿	38	1	7200	0	0	0	0
1454	7200	7200	召唤_米丽古丽	38	1	7200	0	0	0	0
1455	7200	7200	召唤_陶寒亭	38	1	7200	0	0	0	0
1456	7200	7200	召唤_烟	38	1	7200	0	0	0	0
1457	7200	7200	召唤可人	38	1	7200	0	0	0	0
1458	7200	7200	召唤月弄痕	38	1	7200	0	0	0	0
1459	7200	7200	召唤_张桎辕	38	1	7200	0	0	0	0
1460	3	3	切机关CD	10	1	3	1	0	0	0
1461	60	60	红衣律制	12	1	60	1	0	1	0
1462	60	60	自我献祭	12	1	60	1	0	1	0
1463	60	60	战斗命令	12	1	60	1	0	1	0
1464	5	5	劝诱与鞭笞	12	1	5	1	0	1	0
1465	60	60	六门律令	12	1	60	1	0	1	0
1466	45	45	千秋万劫	10	1	45	1	0	1	1
1467	60	60	医术血蓝小药CD	24	1	60		0	0	0
1468	35	35	奇穴大招	73	1	35	1	0	1	1
1469	180	180	琴台召唤CD3min	13	1	180	0	0	0	0
1471	120	120	驱散类药品CD120s	24	1	120	1	0	1	0
1472	10	10	ACT100_经首道源_脚蹼CD	46	1	10	0	0	0	0
1473	5	5	战斗轻功冲刺CD	11	1	5	1	0	0	0
1474	2	2	箭CD	38	1	2	0	0	0	0
1475	15	15	鼓舞士气15S	38	1	15	0	0	0	0
1476	60	60	指挥_减伤罩	38	1	60	0	0	0	0
1477	12	12	指挥_晕眩	38	1	12	0	0	0	0
1478	10	10	火弹5S	38	1	10	1	0	1	0
1479	25	25	冰火岛_炮台_磷光炸药	12	1	25	1	0	0	0
1480	5	5	冰火岛_炮台_寒玉裂片	12	1	5	1	0	0	0
1481	40	40	冰火岛_炮台_穿甲弩箭	12	1	40	1	0	0	0
1482	1.5	1.5	天女散花CD	10	1	1.5	1	0	0	0
1483	5	5	暗香大旗	38	1	5	1	0	1	0
1484	60	60	腰部挂件_期货海螺_30秒	46	1	60	0	0	0	0
1485	3600	3600	机甲鸟哨_使用CD	12	1	3600	1	0	0	0
1486	180	180	召唤竹林3min	13	1	180	0	0	0	0
1487	180	180	琵琶CD3min	13	1	180	0	0	0	0
1488	20	20	进入竹林20s	13	1	20	0	0	0	0
1489	30	30	腰挂花篮30s	13	1	30	0	0	0	0
1490	90	90	峰值活动_发红包_1.5分钟	46	1	90	1	0	0	0
1491	5	5	吃鸡_侦查道具	46	1	5	0	0	0	0
1492	20	20	霜天剑泠	4	1	20	1	0	1	1
1493	360	360	卦预乾坤技能CD360秒	0	1	360	0	0	0	0
1494	240	240	朝露昙华技能CD240秒	0	1	240	0	0	0	0
1495	480	480	九州定鼎技能CD600秒	0	1	480	0	0	0	0
1496	360	360	拂尘赐清平6minCD	13	1	360	0	0	0	0
1497	5	5	浩气令恶人令5sCD	13	1	5	0	0	0	0
1498	20	20	长歌天灯表现CD	0	1	20	0	0	0	0
1499	2	2	落水打狗	7	1	2	1	0	1	0
1500	5	5	靛羽风鸟复制型_玩家技能通用CD	12	1	5	1	0	0	0
1501	60	60	水月无间新CD	2	2	60	1	0	1	1
1502	79200	79200	元宵节_兔子灯22小时	46	1	79200	0	0	0	0
1503	60	60	背挂灯笼1min	13	1	60	0	0	0	0
1504	30	30	灯笼舞30s	13	1	30	0	0	0	0
1505	30	30	吃鸡_月影沙	46	1	30	1	0	0	0
1506	0.5	0.5	传影子0.5秒保护CD	69	1	0.5	1	0	1	0
1507	6	6	蛇影6秒CD	9	2	6	1	0	1	0
1508	0.5	0.5	青霄飞羽gcd	69	1	0.5	1	0	0	0
1509	0.5	0.5	镇山河保护CD	3	1	0.5	1	0	0	0
1510	1.5	1.5	擒龙六斩保护CD	71	1	1.5	1	0	1	0
1511	1.5	1.5	擒龙六斩保护CD1	71	1	1.5	1	0	1	0
1512	1.5	1.5	擒龙六斩保护CD2	71	1	1.5	1	0	1	0
1513	1.5	1.5	擒龙六斩保护CD3	71	1	1.5	1	0	1	0
1514	1.5	1.5	擒龙六斩保护CD4	71	1	1.5	1	0	1	0
1515	180	180	蓬山云岚道具3minCD	0	1	180	0	0	0	0
1518	180	180	愚人节_奇遇	46	1	180	1	0	0	0
1519	5	5	鲲鹏岛_圆形炸弹_5秒5次充能	12	5	5		0	0	0
1520	0.25	0.25	九转万世保护CD	3	1	0.25	1	0	0	0
1521	5	5	鲲鹏岛_条形炸弹_5秒5次充能	12	5	5		0	0	0
1523	5	5	饕餮洞_连线CD	12	1	5	1	0	0	0
1524	600	600	领舞外装CD10分钟	0	1	600	1	0	0	0
1525	6	6	尘归海_4号_玩家技能公用CD	12	1	6	0	0	0	0
1526	20	20	尘归海_4号_玩家闪现技能CD	12	1	20	0	0	0	0
1527	10	10	尘归海_4号_玩家重击技能CD	12	1	10	0	0	0	0
1528	35	35	尘归海_4号_玩家棍舞技能CD	12	1	35	0	0	0	0
1529	15	15	尘归海_4号_玩家棍气技能CD	12	1	15	0	0	0	0
1530	30	30	背挂竖琴30s	13	1	30	0	0	0	0
1531	0.5	0.5	鲲鹏岛_炸弹公CD	12	1	0.5	1	0	1	0
1532	10	10	鲲鹏岛_冲刺CD15秒	12	1	10	1	0	1	0
1533	15	15	鲲鹏岛_特殊炸弹CD	12	1	15	1	0	1	0
1534	10	10	鲲鹏岛_追踪弹10秒	12	1	10	1	0	1	0
1535	10	10	鲲鹏岛_燃烧弹10秒	12	1	10	1	0	1	0
1536	30	30	鲲鹏岛_巨型炸弹10秒	12	1	30	1	0	1	0
1537	5	5	尘归海巨冥湾_3号_发射CD	12	1	5	1	0	0	0
1538	5	5	尘归海巨冥湾_3号_鱼枪道具使用CD	12	1	5	1	0	1	0
1539	2	2	舍身和舍身收公CD	5	1	2	1	0	1	0
1540	2	2	落水打狗伤害一	7	1	2	1	0	1	0
1541	2	2	落水打狗伤害二	7	1	2	1	0	1	0
1542	2	2	落水打狗伤害三	7	1	2	1	0	1	0
1543	15	15	九转归一2层充能	3	2	15	1	0	1	1
1544	0.5	0.5	九转充能保护CD	3	1	0.5	1	0	1	0
1546	8	8	关剑舞8秒	4	1	8	1	0	1	0
1547	75	75	素手芊芊CD	4	1	75	1	0	1	1
1548	18	18	剑转流云	4	1	18	1	0	1	1
1549	1	1	御自身公共调息	1	1	1	1	0	1	0
1550	16	16	千丝_奇穴	9	1	16	1	0	1	1
1551	40	40	指挥箭雨CD	12	1	40	0	0	0	0
1552	60	60	MOBA装备_60sCD	42	1	60		0	0	0
1553	120	120	MOBA装备_120sCD	42	1	120		0	0	0
1554	1	1	神机车_连弩	10	1	1	1	0	1	0
1555	1.5	1.5	重弩_调息时间	10	1	1.5	1	0	1	0
1556	1.5	1.5	神机车_冲撞	10	1	1.5	1	0	1	0
1557	1.5	1.5	神机车_吟唱重击	10	1	1.5	1	0	1	0
1558	12	12	神机车_范围攻击	10	1	12	1	0	1	0
1559	1	1	神机车公共CD	10	1	1	1	0	1	0
1560	40	40	巨冥湾_指挥箭雨CD2	12	1	40	0	0	0	0
1561	1	1	巨冥湾_指挥排射CD	12	1	1	1	0	1	0
1562	1	1	迷仙引梦保护CD	9	1	1	1	0	1	0
1563	60	60	腰部挂件_儿童节陀螺_60秒	46	1	60	0	0	0	0
1564	5	5	巨冥湾_2号关卡_紧急脱离5秒GCD	0	1	5	1	0	0	0
1565	10	10	巨冥湾_2号关卡_灭火弹CD10秒	0	1	10	1	0	0	0
1566	20	20	巨冥湾_2号关卡_加速CD20秒	0	1	20	1	0	0	0
1567	20	20	巨冥湾_2号关卡_减速CD20秒	0	1	20	1	0	0	0
1568	30	30	moba回血小技能	64	1	30	0	0	0	0
1569	1.5	1.5	橙武听风保护CD	2	1	1.5	1	0	1	0
1570	420	420	召唤编钟7min	13	1	420	0	0	0	0
1571	30	30	编钟演奏30s	13	1	30	0	0	0	0
1572	180	180	鲲鹏岛装备_120s	42	1	180	0	0	0	0
1573	16	16	瑶境宸游16秒CD	13	1	16		0	0	0
1574	0.5	0.5	驭羽骋风保护CD	73	1	0.5	1	0	1	0
1575	600	600	通用10分钟提示间隔	64	1	600		0	0	0
1576	0.5	0.5	霸刀特殊武器_0.5sCD	42	1	0.5	1	0	0	0
1577	60	60	七夕节_不倒翁	46	1	60	0	0	0	0
1578	90	90	七夕_不倒翁_找对象	46	1	90	0	0	0	0
1580	20	20	骤雨寒江	74	1	20	1	0	1	1
1581	8	8	金戈回澜	74	1	8	1	0	1	1
1582	20	20	血覆黄泉	74	2	20	1	0	1	1
1583	5	5	寂洪荒	74	2	5	1	0	1	1
1584	3	3	敖龙岛_激活阵眼CD	12	1	3	1	0	0	0
1585	25	25	铁马冰河	74	1	25	1	0	1	1
1586	0.5	0.5	铁马冰河保护CD	74	1	0.5	1	0	1	0
1587	30	30	中秋_腰挂_月桂衔铃_使用CD	46	1	30	1	0	0	0
1588	16	16	桂花树表现16s	13	1	16	0	0	0	0
1589	10	10	桂花树小动作10s	13	1	10	0	0	0	0
1590	360	360	召唤桂花树6min	13	1	360	0	0	0	0
1591	15	15	乱天狼	74	1	15	1	0	1	1
1592	20	20	隐风雷	74	1	20	1	0	1	1
1593	40	40	斩无常	74	1	40	1	0	1	1
1594	10	10	幽冥窥月	74	1	10	1	0	1	1
1595	300	300	十方玄机	74	1	300	1	0	1	1
1596	30	30	崔嵬鬼步	74	1	30	1	0	1	1
1597	12	12	日月吴钩	74	1	12	1	0	1	1
1598	46	46	孤风飒踏	74	1	46	1	0	1	1
1599	5	5	寂洪荒3层	74	3	5	1	0	1	1
1600	5	5	玄鹤别院_妙手CD5S	0	1	5	1	0	0	0
1601	180	180	召唤书台3min	13	1	180	0	0	0	0
1602	27	27	坐忘无我透支	3	1	27	1	2	1	1
1603	60	60	十方玄机瞬发	74	1	60	1	0	1	1
1604	50	50	风沙效果CD	8	1	50	1	0	1	1
1605	15	15	日月吴钩2层	74	2	15	1	0	1	1
1606	20	20	蛊惑众生充能	9	2	20	1	0	1	0
1607	0.5	0.5	蛊惑众生保护CD	9	1	0.5	1	0	1	0
1610	40	40	驭羽骋风奇穴充能	73	2	40	1	0	1	1
1611	0.5	0.5	驭羽骋风奇穴充能保护	73	1	0.5	1	0	1	0
1612	35	35	横云意	74	1	35	1	0	1	1
1613	45	45	青山共我	74	1	45	1	0	1	1
1614	5	5	铁血·乱天狼	61	1	5	1	0	0	0
1615	60	60	铁血·日月吴钩	61	1	60	1	0	1	0
1616	0.1	0.1	乱天狼左手CD	74	1	0.1	1	0	1	0
1617	0.1	0.1	乱天狼右手CD	74	1	0.1	1	0	1	0
1618	0.1	0.1	寂洪荒左右CD	74	1	0.1	1	0	1	0
1619	0.1	0.1	寂洪荒右手CD	74	1	0.1	1	0	1	0
1620	0.1	0.1	隐风雷左手CD	74	1	0.1	1	0	1	0
1621	0.1	0.1	隐风雷右手CD	74	1	0.1	1	0	1	0
1622	10	10	御城·急	62	1	10		0	0	0
1623	0.5	0.5	日月吴钩保护CD	74	1	0.5	1	0	1	0
1624	1	1	气剑界面开关CD	3	1	1	1	0	1	0
1625	5	5	丐帮特殊武器_九龙升景使用CD	42	1	5	1	0	1	0
1626	180	180	唐门特殊武器_八相连珠使用CD	42	1	180	1	0	1	0
1627	2.5	2.5	唐门特殊武器_八相连珠连弩CD	42	1	2.5	1	0	1	0
1628	45	45	唐门特殊武器_大炮CD	42	1	45	1	0	1	0
1629	20	20	唐门特殊武器_天罗地网CD	42	1	20	1	0	1	0
1630	0.5	0.5	缴械充能保护	8	1	0.5	1	0	1	0
1631	60	60	丐帮特殊武器_九龙升景大招CD	42	1	60	1	0	1	0
1632	1.5	1.5	五毒特殊武器_圣蝎普攻CD	42	1	1.5	1	0	0	0
1633	1.5	1.5	五毒特殊武器_操作公CD	42	1	1.5	1	0	1	0
1634	120	120	五毒特殊武器_召唤CD	42	1	120	1	0	1	0
1635	15	15	五毒特殊武器_破甲CD	42	1	15	1	0	1	0
1636	10	10	五毒特殊武器_蝎毒CD	42	1	10	1	0	1	0
1637	90	90	毽子背挂进入90秒	0	1	90	1	0	0	0
1638	30	30	毽子背挂表现技能30秒	0	1	30	1	0	0	0
1639	5	5	毽子互相踢5秒	0	1	5	1	0	0	0
1640	120	120	浪客行_上衣附魔_120秒	46	1	120	1	0	1	0
1641	60	60	浪客行_上衣附魔_60秒	46	1	60	1	0	1	0
1642	40	40	浪客行_上衣附魔_40秒	46	1	40	1	0	1	0
1643	30	30	浪客行_上衣附魔_30s	46	1	30	1	0	1	0
1644	60	60	浪客行_武器附魔_60s	46	1	60	1	0	1	0
1645	50	50	浪客行_武器附魔_50s	46	1	50	1	0	1	0
1646	40	40	浪客行_武器附魔_40s	46	1	40	1	0	1	0
1647	20	20	浪客行_武器附魔_20s	46	1	20	1	0	1	0
1648	60	60	浪客行_特效_60s	46	1	60	1	0	1	0
1649	20	20	浪客行_特效_20s	46	1	20	1	0	1	0
1650	0.5	0.5	孤风飒踏保护CD	74	1	0.5	1	0	1	0
1651	25	25	元肩转腰	4	2	25	1	0	1	0
1652	3	3	舞蹈技能CD	4	1	3	1	0	1	0
1653	15	15	绫罗红波	4	3	15	0	0	1	0
1654	10	10	浮游天地10秒保护	73	1	10	1	0	1	0
1655	15	15	收宠物CD	9	1	15	1	0	1	0
1656	1.5	1.5	丐帮特殊武器_四方逍遥公CD	42	1	1.5	1	0	0	0
1657	60	60	丐帮特殊武器_任务起跳CD	42	1	60	1	0	1	0
1658	5	5	丐帮特殊武器_四方逍遥前	42	1	5	1	0	1	0
1659	5	5	丐帮特殊武器_四方逍遥后	42	1	5	1	0	1	0
1660	5	5	丐帮特殊武器_四方逍遥左	42	1	5	1	0	1	0
1661	5	5	丐帮特殊武器_四方逍遥右	42	1	5	1	0	1	0
1662	0.5	0.5	六臂屠魔	5	1	0.5	0	0	0	0
1663	1.5	1.5	三面暴焰	5	1	1.5	0	0	0	0
1664	10	10	五眼识真	5	1	10	0	0	0	0
1665	1	1	黑天金刚	5	1	1	0	0	0	0
1666	60	60	心印加身	5	1	60	0	0	0	0
1667	180	180	不动明王	5	1	180	1	0	1	0
1668	0.5	0.5	崔嵬鬼步解保护CD	74	1	0.5	1	0	1	0
1669	120	120	樱华坠梦CD	0	1	120	0	0	0	0
1670	5	5	五毒新版特殊武器_呱呱吐息CD	42	1	5	1	0	1	0
1671	15	15	五毒新版特殊武器_呱呱空投CD	42	1	15	1	0	1	0
1672	15	15	五毒新版特殊武器_呱呱吞噬CD	42	1	15	1	0	1	0
1673	5	5	心情交互GCD5s	0	1	5	1	0	1	0
1674	20	20	心情交互_清洁20s	0	1	20	1	0	0	0
1675	20	20	心情交互_放牧20s	0	1	20	1	0	1	0
1676	20	20	心情交互_安抚20s	0	1	20	1	0	1	0
1677	20	20	心情交互_训练20s	0	1	20	1	0	1	0
1678	60	60	MOBA装备_腰带_60sCD	42	1	60		0	0	0
1679	300	300	背挂石剑5分钟	13	1	300	0	0	0	0
1680	25	25	五毒新版特殊武器_无支祁地刺CD	42	1	25	1	0	1	0
1681	45	45	五毒新版特殊武器_无支祁嘲讽CD	42	1	45	1	0	1	0
1682	30	30	五毒新版特殊武器_守护CD	42	1	30	1	0	1	0
1683	300	300	隐狐匿踪5分钟CD	13	1	300	1	0	1	0
1684	5	5	隐狐匿踪切换及动作CD	13	1	5	1	0	1	0
1685	360	360	笙_进入_6min	13	1	360	1	0	0	0
1686	30	30	笙_表现_30s	13	1	30	1	0	0	0
1687	1	1	剑纯特殊武器任务玩家技能CD	42	1	1	0	0	0	0
1688	300	300	孔雀召唤5min	13	1	300	1	0	0	0
1689	15	15	孔雀交互15s	13	1	15	1	0	0	0
1690	1.5	1.5	龙啸九天保护CD	7	1	1.5	1	0	1	0
1691	15	15	轮椅15s	13	1	15	0	0	0	0
1692	5	5	五毒新版特殊武器_任务道具使用CD	0	1	5	1	0	1	0
1693	90	90	元旦活动_龙门飞剑	46	1	120	1	0	0	0
1695	60	60	奇遇天书使用CD	13	1	60	0	0	0	0
1696	77	77	疾如风透支	1	1	77	1	2	1	1
1697	6	6	莫问羽CD修改	69	4	6	1	0	1	1
1698	6	6	奶歌新羽CD	69	3	6	1	0	1	1
1699	0.5	0.5	透支风保护CD	1	1	0.5	1	0	1	0
1700	25	25	千斤坠充能	5	2	25	1	0	1	1
1701	0.5	0.5	千斤坠充能保护CD	5	1	0.5	1	0	1	1
1702	15	15	峰值沈剑心天空烟花	46	1	15	1	0	1	0
1703	15	15	峰值沈剑心能量烟花	46	1	15	1	0	1	0
1705	1.5	1.5	明教特殊武器_神焰降罪CD	42	1	1.5	1	0	1	0
1706	45	45	惊羽特殊武器_衿袖CD	42	1	45	1	0	1	0
1707	1	1	范阳夜变_打CALLCD	12	1	1	1	0	1	0
1708	600	600	范阳夜变_褶皱的纸张CD	12	1	600	1	0	1	0
1709	60	60	盗贼指南	12	1	60	0	0	0	0
1710	80	80	盾壁充能	68	2	80	1	0	1	1
1711	20	20	广陵月	4	1	20	1	0	1	1
1712	15	15	新剑出鸿蒙效果CD	3	1	15	1	0	1	1
1713	60	60	无间狱	74	1	60	1	0	1	1
1714	2	2	暗步追踪2秒调息	8	1	2	1	0	1	0
1715	15	15	范阳夜变_周贽持盾CD	12	1	15	1	0	0	0
1716	3	3	通用状态切换3s	75	1	3	0	0	0	0
1717	25	25	双人床_小动作	75	1	25	0	0	0	0
1718	25	25	书桌_状态切换	75	1	25	0	0	0	0
1719	20	20	琴桌_状态切换	75	1	20	0	0	0	0
1720	15	15	梳妆台_状态切换	75	1	15	0	0	0	0
1721	40	40	水榭40秒CD	4	1	40	1	0	1	1
1722	15	15	定波砥澜奇穴充能	73	2	15	1	0	1	1
1723	180	180	召唤澡盆3min	13	1	180	0	0	0	0
1724	1.5	0	笑傲一二段共用CD	69	1	1.5	1	0	1	0
1725	0.5	0.5	范阳夜变_安小逢_挣扎CD	12	1	0.5	1	0	0	0
1726	0.5	0.5	突保护CD	1	1	0.5	1	0	1	0
1727	300	300	安小逢挂件CD	0	1	300	1	0	1	0
1728	3	3	安小逢挂件技能通用cd	0	1	3	1	0	1	0
1729	300	300	范阳夜变_弃身·肆CD	12	1	300	1	0	1	0
1731	5	5	管家技能	75	1	5	0	0	0	0
1733	2	2	特殊npc对话2s	75	1	2		0	0	0
1735	300	300	家园送花5分钟	75	1	300		0	0	0
1737	300	300	家园举报CD	75	1	300		0	0	0
1740	38	38	血怒大劫化生35秒CD	68	3	38	1	0	1	1
1748	0.0625	0.0625	1帧	13	1	0.0625		0	1	0
1750	0.125	0.125	2帧	13	1	0.125		0	1	0
1752	0.1875	0.1875	3帧	13	1	0.1875		0	1	0
1754	0.25	0.25	4帧	13	1	0.25		0	1	0
1756	0.3125	0.3125	5帧	13	1	0.3125		0	1	0
1758	0.375	0.375	6帧	13	1	0.375		0	1	0
1760	0.4375	0.4375	7帧	13	1	0.4375		0	1	0
1762	0.5	0.5	8帧	13	1	0.5		0	1	0
1767	10	10	蘑菇表现10s	13	1	10	0	0	0	0
1768	0.6875	0.6875	11帧	13	1	0.6875	1	0	1	0
1769	6	6	腰部挂件_端午节鸡毛掸子_掸灰6秒	46	1	6	0	0	0	0
1770	30	30	腰部挂件_端午节鸡毛掸子_训斥30秒	46	1	30	0	0	0	0
1771	360	360	棋盘用CD6min	0	1	360	1	0	0	0
1772	5	5	棋盘落子CD5s	0	1	5	1	0	0	0
1773	25	25	占术_起卦CD	76	1	25	1	0	1	1
1774	2.5	2.5	占术套路公共CD	76	1	2.5	1	0	1	0
1775	25	25	占术_变卦CD	76	1	25	1	0	1	1
1776	17	17	奇门_黄泉八伤CD	76	2	17	1	0	1	1
1777	1	1	奇门_套路共用保护CD	76	1	1	1	0	1	0
1778	60	60	天机_鸿蒙天禁CD	76	1	60	1	0	1	1
1779	50	50	天机_天人合一CD	76	1	50	1	0	1	1
1780	1	1	天人合一保护CD	76	1	1	1	0	1	0
1781	8	8	镜花别院_丐帮推人CD	46	1	8	0	0	0	0
1782	30	30	镜花别院_大招CD	46	1	30	0	0	0	0
1783	5	5	九字诀_斗CD	76	1	5	1	0	1	1
1784	28	28	九字诀_行CD	76	1	28	1	0	1	1
1785	20	20	塔防_少林	46	1	20	1	0	1	0
1786	10	10	塔防_万花	46	1	10	1	0	1	0
1787	25	25	塔防_天策	46	1	25	1	0	1	0
1788	20	20	塔防_纯阳	46	1	20	1	0	1	0
1789	30	30	塔防_七秀	46	1	30	1	0	1	0
1790	25	25	塔防_五毒	46	1	25	1	0	1	0
1791	10	10	塔防_唐门	46	1	10	1	0	1	0
1792	20	20	塔防_藏剑	46	1	20	1	0	1	0
1793	25	25	塔防_丐帮	46	1	25	1	0	1	0
1794	25	25	塔防_明教	46	1	25	1	0	1	0
1795	25	25	塔防_苍云	46	1	25	1	0	1	0
1796	40	40	塔防_长歌	46	1	40	1	0	1	0
1797	15	15	塔防_霸刀	46	1	15	1	0	1	0
1798	20	20	塔防_蓬莱	46	1	20	1	0	1	0
1799	30	30	塔防_凌雪	46	1	30	1	0	1	0
1800	6	6	塔防_太阳花	46	1	6	1	0	1	0
1801	5	5	远程调用等待CD	46	1	5	1	0	0	0
1802	10	10	七夕帽子切表现10s	0	1	10	0	0	0	0
1803	10	10	天机_移动魂灯公用CD	76	1	10	1	0	1	1
1804	20	20	828_金币水漂CD	46	1	20	1	0	1	0
1805	10	10	鬼星开穴CD	76	1	10	1	0	1	1
1806	30	30	战疏狂	1	1	30	1	0	1	1
1807	25	25	乾坤一棍	5	1	25	1	0	1	1
1808	39	39	返闭惊魂招式CD	76	1	39	1	0	1	1
1809	40	40	新大针	2	1	40	1	0	1	1
1810	25	25	快雪25秒	2	1	25	1	0	1	1
1811	35	35	意坠墨池	2	1	35	1	0	1	1
1812	5	5	九字诀_兵CD	76	1	5	1	0	1	1
1813	20	20	九字诀_者CD	76	1	20	1	0	1	1
1814	120	120	镇山河不附带无敌	3	1	120	1	0	1	0
1815	50	50	天地悉归	3	1	50	1	0	1	1
1816	20	20	梯云纵二段CD	3	1	20	1	0	1	0
1817	32	32	千秋观月	3	1	32	1	0	1	1
1818	120	120	心鼓弦不附带战复	4	1	120	1	0	1	1
1819	5	5	江海凝光充能	4	2	5	1	0	1	0
1820	60	60	云棠雾敛	4	1	60	1	0	1	1
1821	50	50	松梢月影	4	1	50	1	0	1	1
1822	25	25	九字诀_皆CD	76	1	25	1	0	1	1
1823	45	45	莺鸣柳50秒	6	1	45	1	0	1	0
1824	120	120	凤凰蛊对自身	9	1	120	1	0	1	0
1825	40	40	蟾噬	9	1	40	1	0	1	0
1826	32	32	蟾噬复制	9	1	32	1	0	1	0
1827	30	30	万毒	9	1	30	1	0	1	1
1828	105	105	透支千蝶	9	1	105	1	2	1	1
1829	8	8	8秒蝶鸾	9	1	8	1	0	1	0
1830	40	40	寒髓遗音	9	1	40	1	0	1	1
1831	17	17	黄泉八伤_充能	76	3	17	1	0	1	1
1832	45	45	飞来闻踪	6	1	45	1	0	1	1
1833	19	19	变卦_充能CD	76	2	19	1	0	1	1
1834	30	30	横断山河	71	1	30	1	0	1	1
1835	35	35	承疗提高CD	76	1	35	1	0	1	1
1836	30	30	强化弩箭	10	1	30	1	0	1	0
1837	900	900	团队拉人15min	13	1	900		0	0	0
1838	30	30	爆裂箭	10	1	30	1	0	1	1
1839	40	40	天机_巨门北落CD	76	1	40	1	0	1	1
1840	35	35	闪光弹	10	1	35	1	0	1	1
1841	30	30	明教大招	8	1	30	1	0	1	1
1842	20	20	天机_杀星再尾CD	76	1	20	1	0	1	1
1843	50	50	祭湘君	7	1	50	1	0	1	1
1844	35	35	断马摧城	68	1	35	1	0	1	1
1845	60	60	回梦直接时施展	69	1	60	1	0	1	0
1846	8	8	剑商	69	2	8	1	0	1	0
1847	120	120	游太清	69	1	120	1	0	1	1
1848	2	2	游太清GCD	69	1	2	1	0	1	0
1849	1.25	1.25	操控多闻天王_伞击CD	12	1	1.25	1	0	1	0
1850	5	5	操控多闻天王_天降甘霖CD	12	1	5	1	0	1	0
1851	5	5	操控多闻天王_宝幡镇世CD	12	1	5	1	0	1	0
1852	5	5	操控多闻天王_三印加身CD	12	1	5	1	0	1	0
1853	5	5	操控多闻天王_拳击CD	12	1	5	1	0	1	0
1854	5	5	操控多闻天王_终结技CD	12	1	5	1	0	1	0
1855	5	5	操控多闻天王_投掷CD	12	1	5	1	0	1	0
1856	5	5	操控多闻天王_预备CD	12	1	5	1	0	1	0
1857	45	45	斗转星移CD	76	1	45	1	0	1	1
1858	12	12	逸尘步虚3层充能	73	3	12	1	0	1	1
1859	30	30	飞倾列缺	73	1	30	1	0	1	1
1860	20	20	血覆黄泉2_无间狱	74	2	20	1	0	1	0
1861	60	60	修罗暗度	74	1	60	1	0	1	1
1862	120	120	暗度·断马摧城	74	1	120	1	0	1	0
1863	120	120	暗度·醍醐灌顶	74	1	120	1	0	1	0
1864	120	120	暗度·南风吐月	74	1	120	1	0	1	0
1865	120	120	暗度·大针	74	1	120	1	0	1	0
1866	120	120	暗度·力破万钧	74	1	120	1	0	1	0
1867	120	120	暗度·剑出鸿蒙	74	1	120	1	0	1	0
1868	120	120	暗度·凌云剑	74	1	120	1	0	1	0
1869	120	120	暗度·霜天剑泠	74	1	120	1	0	1	0
1870	120	120	暗度·九微飞花	74	1	120	1	0	1	0
1871	150	150	暗度·蚀心蛊	74	1	150	1	0	1	0
1872	120	120	暗度·圣元阵	74	1	120	1	0	1	0
1873	120	120	暗度·流火连星	74	1	120	1	0	1	0
1874	120	120	暗度·诡面埋伏	74	1	120	1	0	1	0
1875	120	120	暗度·松舍问霞	74	1	120	1	0	1	0
1876	120	120	暗度·潜龙勿用	74	1	120	1	0	1	0
1877	120	120	暗度·微妙风	74	1	120	1	0	1	0
1878	120	120	暗度·琴音共鸣	74	1	120	1	0	1	0
1879	120	120	暗度·封渊震煞	74	1	120	1	0	1	0
1880	120	120	暗度·澹然若海	74	1	120	1	0	1	0
1881	120	120	暗度·青山共我	74	1	120	1	0	1	0
