ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
41865		atAllTypeCriticalStrike	724	724												
41866		atAllTypeCriticalDamagePowerBase	483	483												
41867		atPhysicsCriticalDamagePowerBase	483	483												
41868		atDecriticalDamagePowerBase	311	311												
41869		atVitalityBase	930	930												
41870		atNeutralCriticalStrike	664	664												
41871		atLunarCriticalStrike	797	797												
41872		atLunarCriticalStrike	664	664												
41873		atPoisonCriticalStrike	797	797												
41874		atPoisonCriticalStrike	664	664												
41875		atSolarAndLunarCriticalStrike	797	797												
41876		atSolarOvercomeBase	797	797												
41877		atNeutralOvercomeBase	797	797												
41878		atLunarOvercomeBase	797	797												
41879		atPoisonOvercomeBase	797	797												
41880		atSolarAndLunarOvercomeBase	797	797												
41881		atVitalityBase	844	844												
41882		atMagicCriticalStrike	822	822												
41883		atAllTypeCriticalStrike	822	822												
41884		atPhysicsCriticalStrike	822	822												
41885		atMagicCriticalStrike	685	685												
41886		atSolarCriticalStrike	876	876												
41887		atNeutralCriticalStrike	876	876												
41888		atNeutralCriticalStrike	730	730												
41889		atPhysicsCriticalStrike	876	876												
41890		atLunarCriticalStrike	876	876												
41891		atPoisonCriticalStrike	876	876												
41892		atSolarAndLunarCriticalStrike	876	876												
41893		atHasteBase	876	876												
41894		atHasteBase	730	730												
41895		atSolarOvercomeBase	876	876												
41896		atNeutralOvercomeBase	876	876												
41897		atPhysicsOvercomeBase	876	876												
41898		atLunarOvercomeBase	876	876												
41899		atPoisonOvercomeBase	876	876												
41900		atSolarAndLunarOvercomeBase	876	876												
41901		atHasteBase	740	740												
41902		atDecriticalDamagePowerBase	400	400												
41903		atMagicOvercome	752	752												
41904		atMagicOvercome	1074	1074												
41905		atSurplusValueBase	673	673												
41906		atMagicOvercome	841	841												
41907		atMagicOvercome	723	723												
41908		atSurplusValueBase	643	643												
41909		atPhysicsOvercomeBase	723	723												
41910		atMagicCriticalStrike	723	723												
41911		atActiveThreatCoefficient			567	567										
41912		atActiveThreatCoefficient			567	567										
41913		atActiveThreatCoefficient			567	567										
41914		atSurplusValueBase	919	919												
41915		atMagicCriticalStrike	1034	1034												
41916		atMagicCriticalStrike	930	930												
41917		atSurplusValueBase	827	827												
41918		atAllTypeCriticalStrike	930	930												
41919		atPhysicsCriticalStrike	930	930												
41920		atAllTypeCriticalStrike	1034	1034												
41921		atPhysicsCriticalStrike	1034	1034												
41922		atDodge	718	718												
41923		atActiveThreatCoefficient			653	653										
41924		atActiveThreatCoefficient			653	653										
41925		atMagicShield	695	695												
41926		atSurplusValueBase	1059	1059												
41927		atMagicCriticalStrike	1191	1191												
41928		atStrainBase	993	993												
41929		atVitalityBase	1102	1102												
41930		atMagicCriticalStrike	1072	1072												
41931		atSurplusValueBase	953	953												
41932		atPhysicsCriticalStrike	1072	1072												
41933		atStrainBase	715	715												
41934		atAllTypeCriticalStrike	1191	1191												
41935		atDodge	827	827												
41936		atSurplusValueBase	728	728												
41937		atActiveThreatCoefficient			692	692										
41938		atActiveThreatCoefficient			692	692										
41939		atDodge	613	613												
41940		atSurplusValueBase	1121	1121												
41941		atMagicCriticalStrike	1261	1261												
41942		atVitalityBase	1752	1752												
41943		atMagicOvercome	1135	1135												
41944		atSurplusValueBase	1009	1009												
41945		atPhysicsOvercomeBase	1135	1135												
41946		atMagicCriticalStrike	1135	1135												
41947		atParryBase	562	562												
41948		atDodge	803	803												
41949		atDodge	723	723												
41950		atHasteBase	932	932												
41951		atStrainBase	828	828												
41952		atSurplusValueBase	932	932												
41953		atMagicShield	777	777												
41954		atSurplusValueBase	1331	1331												
41955		atStrainBase	1183	1183												
41956		atTherapyPowerBase	1038	1038												
41957		atHasteBase	1331	1331												
41958		atVitalityBase	1849	1849												
41959		atMagicShield	1109	1109												
41960		atVitalityBase	1232	1232												
41961		atHasteBase	1198	1198												
41962		atSurplusValueBase	1065	1065												
41963		atVitalityBase	1664	1664												
41964		atHasteBase	533	533												
41965		atSurplusValueBase	1183	1183												
41966		atPhysicsShieldBase	1294	1294												
41967		atHasteBase	592	592												
41968		atSurplusValueBase	872	872												
41969		atParryBase	681	681												
41970		atParryValueBase	3939	3939												
41971		atActiveThreatCoefficient			769	769										
41972		atDodge	681	681												
41973		atHasteBase	1401	1401												
41974		atSurplusValueBase	1246	1246												
41975		atMagicCriticalStrike	1401	1401												
41976		atVitalityBase	1946	1946												
41977		atParryBase	973	973												
41978		atParryValueBase	5628	5628												
41979		atDodge	876	876												
41980		atDodge	973	973												
41981		atSurplusValueBase	856	856												
41982		atToughnessBase	273	273												
41983		atHasteBase	1261	1261												
41984		atStrainBase	1246	1246												
41985		atPhysicsShieldBase	1363	1363												
41986		atHasteBase	623	623												
41987		atHasteBase	1254	1254												
41988		atSpiritBase	349	349												
41989		atHasteBase	1791	1791												
41990		atSpunkBase	349	349												
41991		atStrengthBase	349	349												
41992		atAgilityBase	349	349												
41993		atStrainBase	545	545												
41994		atMagicAttackPowerBase	753	753												
41995		atHasteBase	1612	1612												
41996		atParryBase	876	876												
41997		atParryValueBase	5065	5065												
41998		atMagicCriticalStrike	932	932												
41999		atSurplusValueBase	828	828												
42000		atParryBase	647	647												
42001		atParryValueBase	3742	3742												
42002		atMagicOvercome	932	932												
42003		atPhysicsOvercomeBase	932	932												
42004		atDodge	647	647												
42005		atMagicOvercome	1198	1198												
42006		atStrainBase	1065	1065												
42007		atPhysicsOvercomeBase	1198	1198												
42008		atPhysicsCriticalStrike	969	969												
42009		atVitalityBase	1345	1345												
42010		atParryBase	673	673												
42011		atParryValueBase	3890	3890												
42012		atActiveThreatCoefficient			759	759										
42013		atDodge	673	673												
42014		atMagicShield	807	807												
42015		atVitalityBase	1280	1280												
42016		atStrainBase	1107	1107												
42017		atHasteBase	1246	1246												
42018		atVitalityBase	1730	1730												
42019		atVitalityBase	1033	1033												
42020		atMagicCriticalStrike	1006	1006												
42021		atSurplusValueBase	894	894												
42022		atAllTypeCriticalStrike	1006	1006												
42023		atPhysicsCriticalStrike	1006	1006												
42024		atHasteBase	1006	1006												
42025		atVitalityBase	1397	1397												
42026		atParryBase	698	698												
42027		atActiveThreatCoefficient			788	788										
42028		atMagicOvercome	1006	1006												
42029		atStrainBase	894	894												
42030		atPhysicsOvercomeBase	1006	1006												
42031		atDodge	698	698												
42032		atSurplusValueBase	614	614												
42033		atVitalityBase	1329	1329												
42034		atMagicOvercome	1293	1293												
42035		atStrainBase	1149	1149												
42036		atPhysicsOvercomeBase	1293	1293												
42037		atHasteBase	1293	1293												
42038		atVitalityBase	1796	1796												
42039		atPhysicsShieldBase	1257	1257												
42040		atMagicCriticalStrike	1042	1042												
42041		atHasteBase	1042	1042												
42042		atParryBase	724	724												
42043		atParryValueBase	4185	4185												
42044		atActiveThreatCoefficient			817	817										
42045		atStrainBase	927	927												
42046		atDodge	724	724												
42047		atSurplusValueBase	637	637												
42048		atMagicShield	869	869												
42049		atVitalityBase	1377	1377												
42050		atMagicOvercome	1340	1340												
42051		atStrainBase	1191	1191												
42052		atSpunkBase	267	267												
42053		atStrengthBase	267	267												
42054		atPhysicsOvercomeBase	1340	1340												
42055		atAgilityBase	267	267												
42056		atHasteBase	1340	1340												
42057		atPhysicsShieldBase	1303	1303												
42058		atVitalityBase	1530	1530												
42059		atMagicOvercome	1489	1489												
42060		atStrainBase	1324	1324												
42061		atSpunkBase	297	297												
42062		atStrengthBase	297	297												
42063		atPhysicsOvercomeBase	1489	1489												
42064		atAgilityBase	297	297												
42065		atVitalityBase	2068	2068												
42066		atMagicShield	1241	1241												
42067		atMagicCriticalStrike	1340	1340												
42068		atAllTypeCriticalStrike	1340	1340												
42069		atPhysicsCriticalStrike	1340	1340												
42070		atMagicShield	1117	1117												
42071		atHasteBase	1489	1489												
42072		atPhysicsShieldBase	1013	1013												
42073		atStrainBase	695	695												
42074		atSurplusValueBase	1324	1324												
42075		atParryBase	1034	1034												
42076		atParryValueBase	5979	5979												
42077		atStrainBase	579	579												
42078		atSurplusValueBase	1191	1191												
42079		atDodge	931	931												
42080		atSurplusValueBase	819	819												
42081		atMagicCriticalStrike	1489	1489												
42082		atPhysicsCriticalStrike	1489	1489												
42083		atTherapyPowerBase	1694	1694												
42084		atToughnessBase	414	414												
42085		atSurplusValueBase	1489	1489												
42086		atStrainBase	869	869												
42087		atParryBase	931	931												
42088		atParryValueBase	5381	5381												
42089		atVitalityBase	1147	1147												
42090		atSolarCriticalStrike	1116	1116												
42091		atSurplusValueBase	992	992												
42092		atVitalityBase	1550	1550												
42093		atActiveThreatCoefficient			874	874										
42094		atNeutralCriticalStrike	1116	1116												
42095		atMagicCriticalStrike	1116	1116												
42096		atPhysicsCriticalStrike	1116	1116												
42097		atParryValueBase	4481	4481												
42098		atLunarCriticalStrike	1116	1116												
42099		atPoisonCriticalStrike	1116	1116												
42100		atSolarAndLunarCriticalStrike	1116	1116												
42101		atHasteBase	1116	1116												
42102		atNeutralOvercomeBase	1116	1116												
42103		atLunarOvercomeBase	1116	1116												
42104		atPoisonOvercomeBase	1116	1116												
42105		atSolarOvercomeBase	1116	1116												
42106		atPhysicsOvercomeBase	1116	1116												
42107		atSolarAndLunarOvercomeBase	1116	1116												
42108		atVitalityBase	1475	1475												
42109		atSolarOvercomeBase	1435	1435												
42110		atSurplusValueBase	1275	1275												
42111		atVitalityBase	1993	1993												
42112		atMagicShield	1196	1196												
42113		atNeutralOvercomeBase	1435	1435												
42114		atTherapyPowerBase	1813	1813												
42115		atPhysicsOvercomeBase	1435	1435												
42116		atToughnessBase	399	399												
42117		atStrainBase	956	956												
42118		atLunarOvercomeBase	1435	1435												
42119		atPoisonOvercomeBase	1435	1435												
42120		atSolarAndLunarOvercomeBase	1435	1435												
42121		atVitalityBase	1638	1638												
42122		atSolarCriticalStrike	1594	1594												
42123		atStrainBase	1417	1417												
42124		atVitalityBase	2214	2214												
42125		atMagicShield	1328	1328												
42126		atSurplusValueBase	886	886												
42127		atHasteBase	1594	1594												
42128		atMagicCriticalStrike	1594	1594												
42129		atPhysicsCriticalStrike	1594	1594												
42130		atNeutralCriticalStrike	1594	1594												
42131		atSolarAndLunarCriticalStrike	1594	1594												
42132		atDodge	1107	1107												
42133		atSurplusValueBase	974	974												
42134		atParryBase	1107	1107												
42135		atParryValueBase	6401	6401												
42136		atMagicOvercome	1116	1116												
42137		atAllTypeCriticalStrike	1116	1116												
42138		atSurplusValueBase	1417	1417												
42139		atAllTypeCriticalStrike	1594	1594												
42140		atStrainBase	1063	1063												
42141		atMagicOvercome	1435	1435												
42142		atParryBase	996	996												
42143		atParryValueBase	5761	5761												
42144		atMagicCriticalStrike	1435	1435												
42145		atStrainBase	1275	1275												
42146		atAllTypeCriticalStrike	1435	1435												
42147		atPhysicsCriticalStrike	1435	1435												
42148		atVitalityBase	1165	1165												
42149		atMagicCriticalStrike	1133	1133												
42150		atAllTypeCriticalStrike	1133	1133												
42151		atPhysicsCriticalStrike	1133	1133												
42152		atVitalityBase	1574	1574												
42153		atMagicShield	944	944												
42154		atActiveThreatCoefficient			888	888										
42155		atMagicOvercome	1133	1133												
42156		atPhysicsOvercomeBase	1133	1133												
42157		atHasteBase	1133	1133												
42158		atSurplusValueBase	692	692												
42159		atSurplusValueBase	1007	1007												
42160		atHasteBase	1619	1619												
42161		atSurplusValueBase	1439	1439												
42162		atMagicCriticalStrike	1619	1619												
42163		atVitalityBase	2248	2248												
42164		atToughnessBase	450	450												
42165		atStrainBase	1079	1079												
42166		atVitalityBase	1497	1497												
42167		atMagicCriticalStrike	1457	1457												
42168		atStrainBase	1295	1295												
42169		atAllTypeCriticalStrike	1457	1457												
42170		atPhysicsCriticalStrike	1457	1457												
42171		atVitalityBase	2023	2023												
42172		atPhysicsShieldBase	1416	1416												
42173		atSurplusValueBase	647	647												
42174		atMagicOvercome	1619	1619												
42175		atPhysicsOvercomeBase	1619	1619												
42176		atTherapyPowerBase	2046	2046												
42177		atPhysicsShieldBase	1574	1574												
42178		atHasteBase	719	719												
42179		atStrainBase	755	755												
42180		atParryBase	472	472												
42181		atParryValueBase	4550	4550												
42182		atStrainBase	944	944												
42183		atMagicShield	1349	1349												
42184		atHasteBase	1457	1457												
42185		atSurplusValueBase	1295	1295												
42186		atParryBase	1012	1012												
42187		atParryValueBase	5850	5850												
42188		atAllTypeCriticalStrike	1619	1619												
42189		atPhysicsCriticalStrike	1619	1619												
42190		atDodge	674	674												
42191		atSurplusValueBase	629	629												
42192		atParryBase	1124	1124												
42193		atParryValueBase	6500	6500												
42194		atDodge	1012	1012												
42195		atStrainBase	1439	1439												
42196		atMagicShield	1124	1124												
42197		atStrainBase	1349	1349												
42198		atDecriticalDamagePowerBase	504	504												
42199		atMagicCriticalStrike	944	944												
42200		atHasteBase	944	944												
42201		atDecriticalDamagePowerBase	719	719												
42202		atHasteBase	1349	1349												
42203		atVitalityBase	1700	1700												
42204		atDecriticalDamagePowerBase	647	647												
42205		atTherapyPowerBase	1175	1175												
42206		atVitalityBase	1888	1888												
42207		atTherapyPowerBase	1306	1306												
42208		atSolarCriticalStrike	1226	1226												
42209		atVitalityBase	1703	1703												
42210		atToughnessBase	341	341												
42211		atStrainBase	1022	1022												
42212		atActiveThreatCoefficient			961	961										
42213		atNeutralCriticalStrike	1226	1226												
42214		atMagicCriticalStrike	1226	1226												
42215		atPhysicsCriticalStrike	1226	1226												
42216		atParryBase	852	852												
42217		atParryValueBase	4924	4924												
42218		atLunarCriticalStrike	1226	1226												
42219		atPoisonCriticalStrike	1226	1226												
42220		atSolarAndLunarCriticalStrike	1226	1226												
42221		atMagicShield	1022	1022												
42222		atHasteBase	1226	1226												
42223		atNeutralOvercomeBase	1226	1226												
42224		atLunarOvercomeBase	1226	1226												
42225		atPoisonOvercomeBase	1226	1226												
42226		atSolarOvercomeBase	1226	1226												
42227		atPhysicsOvercomeBase	1226	1226												
42228		atSolarAndLunarOvercomeBase	1226	1226												
42229		atVitalityBase	1620	1620												
42230		atSolarOvercomeBase	1577	1577												
42231		atSurplusValueBase	1401	1401												
42232		atVitalityBase	2190	2190												
42233		atMagicShield	1314	1314												
42234		atNeutralOvercomeBase	1577	1577												
42235		atToughnessBase	438	438												
42236		atStrainBase	1051	1051												
42237		atLunarOvercomeBase	1577	1577												
42238		atPoisonOvercomeBase	1577	1577												
42239		atSolarAndLunarOvercomeBase	1577	1577												
42240		atSolarAttackPowerBase	680	680												
42241		atSolarCriticalStrike	1752	1752												
42242		atStrainBase	1557	1557												
42243		atVitalityBase	2433	2433												
42244		atMagicShield	1460	1460												
42245		atSurplusValueBase	973	973												
42246		atStrainBase	487	487												
42247		atHasteBase	1752	1752												
42248		atMagicCriticalStrike	1752	1752												
42249		atPhysicsCriticalStrike	1752	1752												
42250		atPhysicsShieldBase	1703	1703												
42251		atHasteBase	779	779												
42252		atNeutralCriticalStrike	1752	1752												
42253		atPoisonAttackPowerBase	680	680												
42254		atSolarAndLunarAttackPowerBase	680	680												
42255		atSolarAndLunarCriticalStrike	1752	1752												
42256		atDodge	1217	1217												
42257		atSurplusValueBase	1071	1071												
42258		atParryBase	1217	1217												
42259		atParryValueBase	7034	7034												
42260		atStrainBase	779	779												
42261		atMagicCriticalStrike	1243	1243												
42262		atStrainBase	1105	1105												
42263		atAllTypeCriticalStrike	1243	1243												
42264		atPhysicsCriticalStrike	1243	1243												
42265		atMagicShield	1036	1036												
42266		atSurplusValueBase	484	484												
42267		atActiveThreatCoefficient			974	974										
42268		atMagicOvercome	1243	1243												
42269		atPhysicsOvercomeBase	1243	1243												
42270		atHasteBase	1243	1243												
42271		atDodge	863	863												
42272		atSurplusValueBase	1105	1105												
42273		atVitalityBase	1826	1826												
42274		atHasteBase	1776	1776												
42275		atSurplusValueBase	1579	1579												
42276		atMagicCriticalStrike	1776	1776												
42277		atVitalityBase	2467	2467												
42278		atPhysicsShieldBase	1234	1234												
42279		atToughnessBase	493	493												
42280		atStrainBase	1184	1184												
42281		atVitalityBase	1643	1643												
42282		atMagicCriticalStrike	1599	1599												
42283		atStrainBase	1421	1421												
42284		atAllTypeCriticalStrike	1599	1599												
42285		atPhysicsCriticalStrike	1599	1599												
42286		atVitalityBase	2220	2220												
42287		atSurplusValueBase	711	711												
42288		atMagicOvercome	1776	1776												
42289		atPhysicsOvercomeBase	1776	1776												
42290		atPhysicsShieldBase	1727	1727												
42291		atHasteBase	789	789												
42292		atStrainBase	829	829												
42293		atStrainBase	484	484												
42294		atParryValueBase	4993	4993												
42295		atStrainBase	1036	1036												
42296		atMagicShield	1480	1480												
42297		atHasteBase	1599	1599												
42298		atSurplusValueBase	1421	1421												
42299		atParryBase	1110	1110												
42300		atParryValueBase	6420	6420												
42301		atAllTypeCriticalStrike	1776	1776												
42302		atPhysicsCriticalStrike	1776	1776												
42303		atDodge	740	740												
42304		atSurplusValueBase	691	691												
42305		atMagicOvercome	1174	1174												
42306		atMagicAttackPowerBase	1559	1559												
42307		atPhysicsOvercomeBase	1174	1174												
42308		atPhysicsCriticalStrike	1174	1174												
42309		atMagicCriticalStrike	1382	1382												
42310		atVitalityBase	2072	2072												
42311		atSurplusValueBase	1451	1451												
42312		atPhysicsAttackPowerBase	1299	1299												
42313		atParryBase	622	622												
42314		atMagicAttackPowerBase	2227	2227												
42315		atAllTypeCriticalStrike	2072	2072												
42316		atMagicAttackPowerBase	1908	1908												
42317		atMagicOvercome	1678	1678												
42318		atStrainBase	987	987												
42319		atPhysicsAttackPowerBase	1855	1855												
42320		atPhysicsCriticalStrike	2072	2072												
42321		atPhysicsAttackPowerBase	1590	1590												
42322		atPhysicsOvercomeBase	1678	1678												
42323		atPhysicsCriticalStrike	1678	1678												
42324		atTherapyPowerBase	2054	2054												
42325		atMagicCriticalStrike	1974	1974												
42326		atVitalityBase	2961	2961												
42327		atPhysicsShieldBase	888	888												
42328		atMagicShield	888	888												
42329		atMagicShield	863	863												
42330		atParryBase	1234	1234												
42331		atParryValueBase	7133	7133												
42332		atDodge	1110	1110												
42333		atStrainBase	1579	1579												
42334		atMagicShield	1234	1234												
42335		atStrainBase	1480	1480												
42336		atDecriticalDamagePowerBase	553	553												
42337		atMagicCriticalStrike	1036	1036												
42338		atHasteBase	1036	1036												
42339		atDecriticalDamagePowerBase	789	789												
42340		atTherapyPowerBase	1194	1194												
42341		atHasteBase	1480	1480												
42342		atVitalityBase	1865	1865												
42343		atDecriticalDamagePowerBase	711	711												
42344		atTherapyPowerBase	1290	1290												
42345		atToughnessBase	444	444												
42346		atTherapyPowerBase	1433	1433												
42347		atTherapyPowerBase	983	983												
42348		atSurplusValueBase	1051	1051												
42349		atActiveThreatCoefficient			988	988										
42350		atTherapyPowerBase	1593	1593												
42351		atVitalityBase	1851	1851												
42352		atMagicCriticalStrike	1801	1801												
42353		atStrainBase	1601	1601												
42354		atSpunkBase	359	359												
42355		atAllTypeCriticalStrike	1801	1801												
42356		atStrengthBase	359	359												
42357		atPhysicsCriticalStrike	1801	1801												
42358		atAgilityBase	359	359												
42359		atVitalityBase	2501	2501												
42360		atParryBase	1251	1251												
42361		atParryValueBase	7231	7231												
42362		atSurplusValueBase	700	700												
42363		atVitalityBase	1666	1666												
42364		atMagicCriticalStrike	1621	1621												
42365		atSurplusValueBase	1441	1441												
42366		atAllTypeCriticalStrike	1621	1621												
42367		atPhysicsCriticalStrike	1621	1621												
42368		atTherapyPowerBase	2048	2048												
42369		atVitalityBase	2251	2251												
42370		atPhysicsShieldBase	1576	1576												
42371		atMagicOvercome	1801	1801												
42372		atPhysicsOvercomeBase	1801	1801												
42373		atHasteBase	1801	1801												
42374		atMagicShield	1251	1251												
42375		atSurplusValueBase	1501	1501												
42376		atSurplusValueBase	504	504												
42377		atMagicShield	1214	1214												
42378		atSurplusValueBase	809	809												
42379		atSurplusValueBase	553	553												
42380		atMagicShield	1332	1332												
42381		atSurplusValueBase	888	888												
42382		atSurplusValueBase	2102	2102												
42383		atMagicCriticalDamagePowerBase	701	701												
42384		atVitalityBase	2102	2102												
42385		atDodge	631	631												
42386		atAllTypeCriticalStrike	1635	1635												
42387		atAllTypeCriticalStrike	954	954												
42388		atMagicOvercome	954	954												
42389		atMagicOvercome	627	627												
42390		atAllTypeCriticalStrike	627	627												
42391		atAllTypeCriticalDamagePowerBase	545	545												
42392		atPhysicsCriticalStrike	1635	1635												
42393		atPhysicsCriticalStrike	954	954												
42394		atPhysicsCriticalStrike	627	627												
42395		atPhysicsCriticalDamagePowerBase	545	545												
42396		atMagicCriticalStrike	545	545												
42397		atMagicCriticalDamagePowerBase	545	545												
42398		atMagicOvercome	2336	2336												
42399		atMagicOvercome	895	895												
42400		atAllTypeCriticalStrike	895	895												
42401		atPhysicsOvercomeBase	2336	2336												
42402		atTherapyPowerBase	1696	1696												
42403		atMagicCriticalStrike	1713	1713												
42404		atVitalityBase	2336	2336												
42405		atMagicShield	973	973												
42406		atStrainBase	1635	1635												
42407		atMagicAttackPowerBase	1448	1448												
42408		atMagicAttackPowerBase	1331	1331												
42409		atSurplusValueBase	875	875												
42410		atAllTypeCriticalStrike	1530	1530												
42411		atPhysicsAttackPowerBase	1207	1207												
42412		atPhysicsCriticalStrike	2186	2186												
42413		atPhysicsCriticalStrike	1530	1530												
42414		atMagicCriticalDamagePowerBase	729	729												
42415		atVitalityBase	2186	2186												
42416		atDodge	656	656												
42417		atActiveThreatCoefficient			799	799										
42418		atSurplusValueBase	1700	1700												
42419		atAllTypeCriticalDamagePowerBase	850	850												
42420		atAllTypeCriticalStrike	850	850												
42421		atAllTypeCriticalDamagePowerBase	567	567												
42422		atPhysicsCriticalDamagePowerBase	850	850												
42423		atPhysicsCriticalDamagePowerBase	567	567												
42424		atVitalityBase	1049	1049												
42425		atParryValueBase	4097	4097												
42426		atMagicAttackPowerBase	1609	1609												
42427		atStrainBase	2429	2429												
42428		atMagicAttackPowerBase	1392	1392												
42429		atMagicOvercome	1215	1215												
42430		atPhysicsAttackPowerBase	1341	1341												
42431		atPhysicsAttackPowerBase	1160	1160												
42432		atPhysicsOvercomeBase	1215	1215												
42433		atVitalityBase	1498	1498												
42434		atTherapyPowerBase	2469	2469												
42435		atVitalityBase	2429	2429												
42436		atDodge	729	729												
42437		atMagicOvercome	1700	1700												
42438		atSurplusValueBase	850	850												
42439		atStrainBase	850	850												
42440		atPhysicsOvercomeBase	1700	1700												
42441		atMagicCriticalDamagePowerBase	567	567												
42442		atMagicOvercome	2270	2270												
42443		atMagicAttackPowerBase	1301	1301												
42444		atAllTypeCriticalStrike	1514	1514												
42445		atAllTypeCriticalDamagePowerBase	1135	1135												
42446		atMagicAttackPowerBase	1382	1382												
42447		atSurplusValueBase	757	757												
42448		atPhysicsOvercomeBase	2270	2270												
42449		atPhysicsCriticalStrike	1514	1514												
42450		atPhysicsCriticalDamagePowerBase	1135	1135												
42451		atPhysicsAttackPowerBase	1152	1152												
42452		atVitalityBase	1400	1400												
42453		atMagicCriticalStrike	1514	1514												
42454		atVitalityBase	2270	2270												
42455		atActiveThreatCoefficient			830	830										
42456		atStrainBase	1766	1766												
42457		atSurplusValueBase	706	706												
42458		atMagicOvercome	1236	1236												
42459		atAllTypeCriticalDamagePowerBase	589	589												
42460		atPhysicsOvercomeBase	1236	1236												
42461		atPhysicsCriticalDamagePowerBase	589	589												
42462		atMagicCriticalStrike	1295	1295												
42463		atVitalityBase	1766	1766												
42464		atParryBase	530	530												
42465		atMagicAttackPowerBase	1671	1671												
42466		atAllTypeCriticalStrike	2523	2523												
42467		atMagicAttackPowerBase	1445	1445												
42468		atStrainBase	1682	1682												
42469		atMagicAttackPowerBase	1536	1536												
42470		atMagicOvercome	967	967												
42471		atAllTypeCriticalStrike	967	967												
42472		atPhysicsCriticalStrike	2523	2523												
42473		atTherapyPowerBase	1913	1913												
42474		atMagicCriticalDamagePowerBase	841	841												
42475		atVitalityBase	2523	2523												
42476		atPhysicsShieldBase	1472	1472												
42477		atSurplusValueBase	1766	1766												
42478		atTherapyPowerBase	1225	1225												
42479		atDodge	530	530												
42480		atSurplusValueBase	2354	2354												
42481		atAllTypeCriticalStrike	1570	1570												
42482		atStrainBase	1177	1177												
42483		atMagicOvercome	903	903												
42484		atAllTypeCriticalStrike	903	903												
42485		atPhysicsAttackPowerBase	1300	1300												
42486		atPhysicsCriticalStrike	1570	1570												
42487		atPhysicsOvercomeBase	903	903												
42488		atPhysicsCriticalStrike	903	903												
42489		atMagicCriticalStrike	1570	1570												
42490		atMagicCriticalDamagePowerBase	785	785												
42491		atVitalityBase	2354	2354												
42492		atDodge	706	706												
42493		atActiveThreatCoefficient			861	861										
42494		atAllTypeCriticalStrike	1831	1831												
42495		atAllTypeCriticalStrike	1068	1068												
42496		atMagicOvercome	1068	1068												
42497		atMagicOvercome	702	702												
42498		atAllTypeCriticalStrike	702	702												
42499		atAllTypeCriticalDamagePowerBase	610	610												
42500		atPhysicsCriticalStrike	1831	1831												
42501		atPhysicsCriticalStrike	1068	1068												
42502		atPhysicsOvercomeBase	1068	1068												
42503		atPhysicsCriticalStrike	702	702												
42504		atPhysicsCriticalDamagePowerBase	610	610												
42505		atMagicCriticalDamagePowerBase	610	610												
42506		atVitalityBase	1831	1831												
42507		atPhysicsShieldBase	1068	1068												
42508		atMagicAttackPowerBase	1733	1733												
42509		atMagicOvercome	2616	2616												
42510		atMagicAttackPowerBase	1593	1593												
42511		atMagicOvercome	1003	1003												
42512		atAllTypeCriticalStrike	1003	1003												
42513		atPhysicsOvercomeBase	2616	2616												
42514		atPhysicsAttackPowerBase	1327	1327												
42515		atPhysicsOvercomeBase	1003	1003												
42516		atPhysicsCriticalStrike	1003	1003												
42517		atMagicCriticalStrike	1918	1918												
42518		atVitalityBase	2616	2616												
42519		atStrainBase	1831	1831												
42520		atStrainBase	1221	1221												
42521		atVitalityBase	1129	1129												
42522		atMagicShield	549	549												
42523		atMagicAttackPowerBase	1616	1616												
42524		atAllTypeCriticalStrike	2439	2439												
42525		atMagicAttackPowerBase	1485	1485												
42526		atSurplusValueBase	975	975												
42527		atAllTypeCriticalStrike	1707	1707												
42528		atPhysicsAttackPowerBase	1346	1346												
42529		atPhysicsCriticalStrike	2439	2439												
42530		atPhysicsAttackPowerBase	1237	1237												
42531		atPhysicsCriticalStrike	1707	1707												
42532		atMagicCriticalDamagePowerBase	813	813												
42533		atVitalityBase	2439	2439												
42534		atDodge	732	732												
42535		atActiveThreatCoefficient			892	892										
42536		atSurplusValueBase	1897	1897												
42537		atAllTypeCriticalStrike	1264	1264												
42538		atAllTypeCriticalDamagePowerBase	948	948												
42539		atAllTypeCriticalStrike	948	948												
42540		atAllTypeCriticalDamagePowerBase	632	632												
42541		atPhysicsCriticalStrike	1264	1264												
42542		atPhysicsCriticalDamagePowerBase	948	948												
42543		atPhysicsCriticalStrike	948	948												
42544		atPhysicsCriticalDamagePowerBase	632	632												
42545		atTherapyPowerBase	1316	1316												
42546		atMagicCriticalStrike	1264	1264												
42547		atVitalityBase	1897	1897												
42548		atParryValueBase	4570	4570												
42549		atMagicAttackPowerBase	1795	1795												
42550		atStrainBase	2709	2709												
42551		atMagicAttackPowerBase	1553	1553												
42552		atAllTypeCriticalStrike	1806	1806												
42553		atMagicOvercome	1355	1355												
42554		atPhysicsCriticalStrike	1806	1806												
42555		atPhysicsOvercomeBase	1355	1355												
42556		atVitalityBase	1671	1671												
42557		atTherapyPowerBase	2754	2754												
42558		atVitalityBase	2709	2709												
42559		atDodge	813	813												
42560		atMagicOvercome	1897	1897												
42561		atSurplusValueBase	948	948												
42562		atStrainBase	948	948												
42563		atPhysicsOvercomeBase	1897	1897												
42564		atMagicCriticalDamagePowerBase	632	632												
42565		atMagicOvercome	2523	2523												
