ID	Name	Useage	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InParkour	InSlideSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	InBirdMove	CanTransfer	CostSingleStack	MorphInvalid	ValidByLevel	RLActions	Coexist
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		74	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	758		atSolarMagicResistPercent	758		atNeutralMagicResistPercent	758		atPoisonMagicResistPercent	758																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		75	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	768		atSolarMagicResistPercent	768		atNeutralMagicResistPercent	768		atPoisonMagicResistPercent	768																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		76	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	779		atSolarMagicResistPercent	779		atNeutralMagicResistPercent	779		atPoisonMagicResistPercent	779																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		77	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	789		atSolarMagicResistPercent	789		atNeutralMagicResistPercent	789		atPoisonMagicResistPercent	789																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		78	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	799		atSolarMagicResistPercent	799		atNeutralMagicResistPercent	799		atPoisonMagicResistPercent	799																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		79	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	809		atSolarMagicResistPercent	809		atNeutralMagicResistPercent	809		atPoisonMagicResistPercent	809																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		80	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	820		atSolarMagicResistPercent	820		atNeutralMagicResistPercent	820		atPoisonMagicResistPercent	820																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		81	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	830		atSolarMagicResistPercent	830		atNeutralMagicResistPercent	830		atPoisonMagicResistPercent	830																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		82	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	840		atSolarMagicResistPercent	840		atNeutralMagicResistPercent	840		atPoisonMagicResistPercent	840																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		83	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	850		atSolarMagicResistPercent	850		atNeutralMagicResistPercent	850		atPoisonMagicResistPercent	850																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		84	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	861		atSolarMagicResistPercent	861		atNeutralMagicResistPercent	861		atPoisonMagicResistPercent	861																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		85	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	871		atSolarMagicResistPercent	871		atNeutralMagicResistPercent	871		atPoisonMagicResistPercent	871																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		86	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	881		atSolarMagicResistPercent	881		atNeutralMagicResistPercent	881		atPoisonMagicResistPercent	881																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		87	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	891		atSolarMagicResistPercent	891		atNeutralMagicResistPercent	891		atPoisonMagicResistPercent	891																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		88	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	902		atSolarMagicResistPercent	902		atNeutralMagicResistPercent	902		atPoisonMagicResistPercent	902																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		89	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	912		atSolarMagicResistPercent	912		atNeutralMagicResistPercent	912		atPoisonMagicResistPercent	912																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		90	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	922		atSolarMagicResistPercent	922		atNeutralMagicResistPercent	922		atPoisonMagicResistPercent	922																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		91	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	932		atSolarMagicResistPercent	932		atNeutralMagicResistPercent	932		atPoisonMagicResistPercent	932																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		92	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	943		atSolarMagicResistPercent	943		atNeutralMagicResistPercent	943		atPoisonMagicResistPercent	943																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		93	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	953		atSolarMagicResistPercent	953		atNeutralMagicResistPercent	953		atPoisonMagicResistPercent	953																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		94	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	963		atSolarMagicResistPercent	963		atNeutralMagicResistPercent	963		atPoisonMagicResistPercent	963																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		95	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	973		atSolarMagicResistPercent	973		atNeutralMagicResistPercent	973		atPoisonMagicResistPercent	973																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		96	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	984		atSolarMagicResistPercent	984		atNeutralMagicResistPercent	984		atPoisonMagicResistPercent	984																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		97	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	994		atSolarMagicResistPercent	994		atNeutralMagicResistPercent	994		atPoisonMagicResistPercent	994																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		98	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	1004		atSolarMagicResistPercent	1004		atNeutralMagicResistPercent	1004		atPoisonMagicResistPercent	1004																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		99	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	1014		atSolarMagicResistPercent	1014		atNeutralMagicResistPercent	1014		atPoisonMagicResistPercent	1014																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70823	移动端_增益_受到的内功伤害降低_主角通用	407		Body	0	122	5		100	1	0	1	1	8	0	1	1							1	0	1	atLunarMagicResistPercent	1024		atSolarMagicResistPercent	1024		atNeutralMagicResistPercent	1024		atPoisonMagicResistPercent	1024																																																	3758030846	0		0	0						0		8		63	1	8	1	1	1				0	1		0
70824	移动端_惊羽_飞火流星_初次延时调爆炸	409		Body	0	70824	0		1	1	0	1	1	16	0	1	1						唐门/移动端_惊羽诀_子技能/移动端_惊羽诀_飞火流星_buff结束调用初次伤害.lua	1	0	1																																																												3758030846	0		0	0						0		16		63	1	16	1	0	1							
70825	移动端_惊羽_飞火连星_主目标防重复伤害	409		Body	0	70825	0		1	1	0	1	1	24	0	1	1							1	0	1																																																												3758030846	0		0	0						0		24		63	1	24	1	0	1							
70826	移动端_惊羽_飞火流星_二次延时调爆炸	409		Body	0	70826	0		1	1	0	1	1	16	0	1	1						唐门/移动端_惊羽诀_子技能/移动端_惊羽诀_飞火流星_buff结束调用二次伤害.lua	1	0	1																																																												3758030846	0		0	0						0		16		63	1	16	1	0	1							
70827	移动端_梦泉虎跑_动作替换	410		Trample	62020	70827	0		1	1	0	1	1	24	0	1	1							1	0	1																																																				atSetNextBuffCount	1		atCallBuff	70820	2			3619815454												24		63	1	24	1	0	1							
70828	移动端_惊羽_飞星绝影_机关每跳释放	409		Body	0	70828	0		1	1	0	1	1	4	0	1	1							1	0	1																																														atExecuteScript	skill_mobile/唐门/移动端_惊羽诀_子技能/移动端_惊羽诀_飞星绝影_机关每跳释放.lua													3758030846	0		0	0						0		4		63	1	4	1	0	1							
70829	移动端_惊羽_飞星绝影_二段需求buff	409		Body	0	70829	0		1	1	0	1	1	8	0	1	1							1	0	1	atNoLimitChangeSkillIcon	0	1																																																									3758030846	0		0	0						0		8		63	1	8	1	0	1							
70830	移动端_惊羽_飞星绝影_免控效果	409		Body	0	70830	0		1	1	0	1	1	16	0	1	1							1	0	1	atImmunity	2	0	atImmunity	4	0	atImmunity	7	0	atImmunity	8	0	atKnockedDownRate	-1024	0	atImmunity	3	0	atImmunity	11	0	atKnockedBackRate	-1024		atRepulsedRate	-1024		atImmuneSkillMove	1																															3758030846	0											16		63	1	16	1	0	1							
70831	移动端_惊涛_醉月标记	410		Body	0	70831	0		1	1	0	1	1	80	0	1	0							1	0	1	atNoLimitChangeSkillIcon	0	1																																																									4294967294	0		0	0						0		80		63	1	80	1	0	1				0			
70832	移动端_普渡四方_贰式_需求BUFF	401		Body	0	70832	0		1	1	0	1	1	64	0	1	1							1	0	0	atNoLimitChangeSkillIcon	101752	101793																																																									3758030846	0		0	0						0		64		63	1	64	1	0	1							
70834	移动端_擒龙	401		Body	0	70834	0		1	1	0	1	7	32	0	1	1							1	0	1																																														atCastSkill	101841	1												3758030846	0		0	0						0		32		63	1	32	1	0	1						19	
70837	移动端_锻骨	401		Body	0	70837	0		1	1	0	1	1	48	0	1	1							1	0	1	atImmunity	5		atSetNextBuffCount	6		atCallSubBuff	70716	1																																																			3758030846			1									48		63	1	48	1	0	1						21	
70838	移动端_惊羽_暴雨索魂针_释放计数	409		Body	0	70838	0		1	1	1	4	1	12	0	1	1							1	0	1																																																												3758030846	0		0	0						0		12		63	1	12	1	0	1							
70839	移动端_惊羽_雷震子_秘籍_眩晕+易伤	409	Stun	Body	0	8	0		1	96	0	1	1	16	0	1	1							1	0	1	atSetNextBuffCount	10		atCallSubBuff	70193	1	atSetNextBuffCount	10		atCallSubBuff	70188	10																																															0	3758030846	0		0	0						0		16		63	1	16	1	0	1							
70840	移动端_惊羽_雷震子_秘籍_强化普攻标记	409		Body	0	70840	0		1	1	0	1	1	64	0	1	1							1	0	1	atNoLimitChangeSkillIcon	0	1																																																									3758030846	0		0	0						0		64		63	1	64	1	0	1							
70841	移动端_惊羽_浮光飞影_秘籍_弩箭会心会效	409		Body	0	70841	0		1	1	0	1	1	16	0	1	1							1	0	1	atSetTalentRecipe	17153	1																																																									3758030846	0		0	0						0		16		63	1	16	1	0	1							
70842	移动端_惊羽_浮光飞影_秘籍_队友特殊隐身	409		Body	0	70819	0		1	1	0	1	1	16	0	1	1			NotHorse				1	0	1	atStealth			atImmunity	2		atAddTransparencyValue	-70		atExecuteScript	skill_mobile/唐门/移动端_惊羽诀_子技能/移动端_惊羽诀_浮光飞影_隐身结束处理.lua		atSkillEventHandler	9078																																														1343226622	0		0	0	NotInSprint				1	0		16		60	1	16	1	0	1							
70843	移动端_惊羽_惊鸿游龙_秘籍_心无旁骛	409		Trample		70843	1		1	1	0	1	1	16	0	1	1							1	0	1	atSetNextBuffCount	20		atCallBuff	70162	15	atSetNextBuffCount	20		atCallBuff	70163	30	atSetNextBuffCount	20		atCallBuff	70166	20																																										3758030846	0		0	0						0		16		63	1	16	1	1	1						7	
70844	移动端_惊羽_惊鸿游龙_秘籍_强化版闪避效果	409		Body		70844	0		1	1	0	1	1	16	0	1	1							1	0	1	atSetNextBuffCount	10		atCallBuff	70170	65	atSetNextBuffCount	10		atCallBuff	70823	45																																		atExecuteScript	skill_mobile/唐门/移动端_惊羽诀_秘籍/移动端_惊羽诀_惊鸿游龙_秘籍_每跳回血.lua													3758030846	0		0	0						0		16		63	1	16	1	1	1						6	
70845	移动端_惊羽_飞星绝影_秘籍_减伤和移速buff	409		Body	0	70845	0		1	1	0	1	1	8	0	1	1							1	0	1	atSetNextBuffCount	1		atCallBuff	70169	10	atSetNextBuffCount	1		atCallBuff	70134	10																																																3758030846	0		0	0						0		8		63	1	8	1	0	1							
70846	移动端_惊羽_奇穴1_1_无视防御实际效果	409		Body	0	70846	0		1	1	0	1	1	0	0	1	1							1	0	1	atSetNextBuffCount	2		atCallBuff	70848	20																																																						3758030846	0		0	0						0		0		63	1	0	1	0	1							
70847	移动端_惊羽_奇穴1_1_无视防御标记	409		Body	0	70847	0		1	1	0	1	1	16	0	1	1							1	0	1																																																												3758030846	0		0	0						0		16		63	1	16	1	0	1							
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		1	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-10		atLunarMagicShieldPercent	-10		atSolarMagicShieldPercent	-10		atNeutralMagicShieldPercent	-10		atPoisonMagicShieldPercent	-10																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		2	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-20		atLunarMagicShieldPercent	-20		atSolarMagicShieldPercent	-20		atNeutralMagicShieldPercent	-20		atPoisonMagicShieldPercent	-20																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		3	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-30		atLunarMagicShieldPercent	-30		atSolarMagicShieldPercent	-30		atNeutralMagicShieldPercent	-30		atPoisonMagicShieldPercent	-30																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		4	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-40		atLunarMagicShieldPercent	-40		atSolarMagicShieldPercent	-40		atNeutralMagicShieldPercent	-40		atPoisonMagicShieldPercent	-40																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		5	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-51		atLunarMagicShieldPercent	-51		atSolarMagicShieldPercent	-51		atNeutralMagicShieldPercent	-51		atPoisonMagicShieldPercent	-51																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		6	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-61		atLunarMagicShieldPercent	-61		atSolarMagicShieldPercent	-61		atNeutralMagicShieldPercent	-61		atPoisonMagicShieldPercent	-61																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		7	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-71		atLunarMagicShieldPercent	-71		atSolarMagicShieldPercent	-71		atNeutralMagicShieldPercent	-71		atPoisonMagicShieldPercent	-71																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		8	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-81		atLunarMagicShieldPercent	-81		atSolarMagicShieldPercent	-81		atNeutralMagicShieldPercent	-81		atPoisonMagicShieldPercent	-81																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		9	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-92		atLunarMagicShieldPercent	-92		atSolarMagicShieldPercent	-92		atNeutralMagicShieldPercent	-92		atPoisonMagicShieldPercent	-92																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		10	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-102		atLunarMagicShieldPercent	-102		atSolarMagicShieldPercent	-102		atNeutralMagicShieldPercent	-102		atPoisonMagicShieldPercent	-102																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		11	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-112		atLunarMagicShieldPercent	-112		atSolarMagicShieldPercent	-112		atNeutralMagicShieldPercent	-112		atPoisonMagicShieldPercent	-112																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		12	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-122		atLunarMagicShieldPercent	-122		atSolarMagicShieldPercent	-122		atNeutralMagicShieldPercent	-122		atPoisonMagicShieldPercent	-122																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		13	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-133		atLunarMagicShieldPercent	-133		atSolarMagicShieldPercent	-133		atNeutralMagicShieldPercent	-133		atPoisonMagicShieldPercent	-133																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		14	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-143		atLunarMagicShieldPercent	-143		atSolarMagicShieldPercent	-143		atNeutralMagicShieldPercent	-143		atPoisonMagicShieldPercent	-143																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		15	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-153		atLunarMagicShieldPercent	-153		atSolarMagicShieldPercent	-153		atNeutralMagicShieldPercent	-153		atPoisonMagicShieldPercent	-153																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		16	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-163		atLunarMagicShieldPercent	-163		atSolarMagicShieldPercent	-163		atNeutralMagicShieldPercent	-163		atPoisonMagicShieldPercent	-163																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		17	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-174		atLunarMagicShieldPercent	-174		atSolarMagicShieldPercent	-174		atNeutralMagicShieldPercent	-174		atPoisonMagicShieldPercent	-174																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		18	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-184		atLunarMagicShieldPercent	-184		atSolarMagicShieldPercent	-184		atNeutralMagicShieldPercent	-184		atPoisonMagicShieldPercent	-184																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		19	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-194		atLunarMagicShieldPercent	-194		atSolarMagicShieldPercent	-194		atNeutralMagicShieldPercent	-194		atPoisonMagicShieldPercent	-194																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		20	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-204		atLunarMagicShieldPercent	-204		atSolarMagicShieldPercent	-204		atNeutralMagicShieldPercent	-204		atPoisonMagicShieldPercent	-204																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		21	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-215		atLunarMagicShieldPercent	-215		atSolarMagicShieldPercent	-215		atNeutralMagicShieldPercent	-215		atPoisonMagicShieldPercent	-215																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		22	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-225		atLunarMagicShieldPercent	-225		atSolarMagicShieldPercent	-225		atNeutralMagicShieldPercent	-225		atPoisonMagicShieldPercent	-225																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		23	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-235		atLunarMagicShieldPercent	-235		atSolarMagicShieldPercent	-235		atNeutralMagicShieldPercent	-235		atPoisonMagicShieldPercent	-235																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		24	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-245		atLunarMagicShieldPercent	-245		atSolarMagicShieldPercent	-245		atNeutralMagicShieldPercent	-245		atPoisonMagicShieldPercent	-245																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		25	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-256		atLunarMagicShieldPercent	-256		atSolarMagicShieldPercent	-256		atNeutralMagicShieldPercent	-256		atPoisonMagicShieldPercent	-256																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		26	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-266		atLunarMagicShieldPercent	-266		atSolarMagicShieldPercent	-266		atNeutralMagicShieldPercent	-266		atPoisonMagicShieldPercent	-266																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		27	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-276		atLunarMagicShieldPercent	-276		atSolarMagicShieldPercent	-276		atNeutralMagicShieldPercent	-276		atPoisonMagicShieldPercent	-276																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		28	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-286		atLunarMagicShieldPercent	-286		atSolarMagicShieldPercent	-286		atNeutralMagicShieldPercent	-286		atPoisonMagicShieldPercent	-286																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		29	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-296		atLunarMagicShieldPercent	-296		atSolarMagicShieldPercent	-296		atNeutralMagicShieldPercent	-296		atPoisonMagicShieldPercent	-296																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		30	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-307		atLunarMagicShieldPercent	-307		atSolarMagicShieldPercent	-307		atNeutralMagicShieldPercent	-307		atPoisonMagicShieldPercent	-307																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		31	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-317		atLunarMagicShieldPercent	-317		atSolarMagicShieldPercent	-317		atNeutralMagicShieldPercent	-317		atPoisonMagicShieldPercent	-317																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		32	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-327		atLunarMagicShieldPercent	-327		atSolarMagicShieldPercent	-327		atNeutralMagicShieldPercent	-327		atPoisonMagicShieldPercent	-327																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		33	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-337		atLunarMagicShieldPercent	-337		atSolarMagicShieldPercent	-337		atNeutralMagicShieldPercent	-337		atPoisonMagicShieldPercent	-337																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
70848	移动端_减益_防御力降低_主角通用	407		Body	0	70848	6		34	1	0	1	1	8	0	1	1							1	0	0	atPhysicsShieldPercent	-348		atLunarMagicShieldPercent	-348		atSolarMagicShieldPercent	-348		atNeutralMagicShieldPercent	-348		atPoisonMagicShieldPercent	-348																																														3758030846	0		0	0						0		8		63	1	8	1	0	1							1
