ID	Name	UiID	RepresentDec	RepresentID	ColorID	ColorID1	ColorID2	Genre	SubType	DetailType	Price	Level	BindType	MaxDurability	AbradeRate	MaxExistTime	MaxExistAmount	CanTrade	CanDestroy	SetID	ScriptName	Quality	Base1Type	Base1Min	Base1Max	Base2Type	Base2Min	Base2Max	Base3Type	Base3Min	Base3Max	Base4Type	Base4Min	Base4Max	Base5Type	Base5Min	Base5Max	Base6Type	Base6Min	Base6Max	Require1Type	Require1Value	Require2Type	Require2Value	Require3Type	Require3Value	Require4Type	Require4Value	Require5Type	Require5Value	Require6Type	Require6Value	Magic1Type	Magic2Type	Magic3Type	Magic4Type	Magic5Type	Magic6Type	Magic7Type	Magic8Type	Magic9Type	Magic10Type	Magic11Type	Magic12Type	Magic13Type	Magic14Type	Magic15Type	Magic16Type	SkillID	SkillLevel	BelongSchool	MagicKind	MagicType	GetType	_CATEGORY	CoolDownID	IconTag1	IconTag2	IsSpecialIcon	IsSpecialRepresent	CanSetColor	AucGenre	AucSubType	RequireCamp	RequireProfessionID	RequireProfessionLevel	RequireProfessionBranch	PackageGenerType	PackageSubType	TargetType	EnchantRepresentID1	EnchantRepresentID2	EnchantRepresentID3	EnchantRepresentID4	ExistType	DiamondTypeMask1	DiamondAttributeID1	DiamondTypeMask2	DiamondAttributeID2	DiamondTypeMask3	DiamondAttributeID3	EquipCoolDownID	RecommendID	MaxStrengthLevel	CanApart	MapBanUseItemMask	IgnoreBindMask	CanExterior	BelongForceMask	Represent1	SpecialRepair	CanChangeMagic	GrowthTabIndex	NeedGrowthExp	CanShared	MapBanTradeItemMask	MapCanExistItemMask	MapBanEquipItemMask	EquipUsage	BelongMap	_IsSpecialMagicType	RepairPriceRebate	AucMountRecommendMask	BelongSchoolMask
32223	秋陆重剑	188120		695					0	9	0	7500	3	4800	742		0	1				4	atMeleeWeaponDamageBase	2325	2325	atMeleeWeaponDamageRand	1550	1550	atMeleeWeaponAttackSpeedBase	32	32										5	100											77434	27656	65007	67389	67377	0	0	0	0	0	0	0							藏剑	外功	会心全能(PVX)	任务								1	7	7												0	0	0	0	0	0	735	22	6	0		0	5	256		0	1			0				2	120级低保装备1套	0	1		192
32224	川岳短棒	188121		1567					0	13	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1977	1977	atMeleeWeaponDamageRand	1318	1318	atMeleeWeaponAttackSpeedBase	27	27										5	100											77434	27650	65007	67389	67377	0	0	0	0	0	0	0							丐帮	外功	会心全能(PVX)	任务								1	11	7												0	0	0	0	0	0	735	27	6	0		0	9	512		0	1			0				2	120级低保装备1套	0	1		2048
32225	雪缕双刀	188122		1182					0	12	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1163	1163	atMeleeWeaponDamageRand	775	775	atMeleeWeaponAttackSpeedBase	16	16										5	100											77434	27636	68737	81696	67377	0	0	0	0	0	0	0							明教	内功	会心全能(PVX)	任务								1	10	7												0	0	0	0	0	0	735	25	6	0		0	10	1024		0	1			0				2	120级低保装备1套	0	1		1024
32226	风训双刀	188123		1182					0	12	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1163	1163	atMeleeWeaponDamageRand	775	775	atMeleeWeaponAttackSpeedBase	16	16										5	100											87664	90569	90570	76094	90565	90566	0	0	0	0	0	0							明教	防御	闪避御劲	任务								1	10	7												0	0	0	0	0	0	735	26	6	0		0	10	1024		0	1			0				1	120级低保装备1套	0	1		1024
32227	燕见刀盾	188124		1755					0	14	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1744	1744	atMeleeWeaponDamageRand	1163	1163	atMeleeWeaponAttackSpeedBase	24	24										5	100											77434	27656	65007	67389	67377	0	0	0	0	0	0	0							苍云	外功	会心全能(PVX)	任务								1	12	7												0	0	0	0	0	0	735	30	6	0		0	13	2097152		0	1			0				2	120级低保装备1套	0	1		4096
32228	长永刀盾	188125		1755					0	14	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1744	1744	atMeleeWeaponDamageRand	1163	1163	atMeleeWeaponAttackSpeedBase	24	24										5	100											87664	90569	90570	90571	90565	90566	0	0	0	0	0	0							苍云	防御	招架御劲	任务								1	12	7												0	0	0	0	0	0	735	31	6	0		0	13	2097152		0	1			0				1	120级低保装备1套	0	1		4096
32229	小仪琴	188126		1867					0	15	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	581	581	atMeleeWeaponDamageRand	388	388	atMeleeWeaponAttackSpeedBase	16	16										5	100											77434	13883	68734	81694	67377	0	0	0	0	0	0	0							长歌	内功	会心全能(PVX)	任务								1	13	7												0	0	0	0	0	0	735	32	6	0		0	14	4194304		0	1			0				2	120级低保装备1套	0	1		8192
32230	游文琴	188127		1867					0	15	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	581	581	atMeleeWeaponDamageRand	388	388	atMeleeWeaponAttackSpeedBase	16	16										5	100											77434	13883	90567	67384	0	0	0	0	0	0	0	0							长歌	治疗	治疗量(PVX)	任务								1	13	7												0	0	0	0	0	0	735	33	6	0		0	14	4194304		0	1			0				2	120级低保装备1套	0	1		8192
32231	上甲刀	188128		2025					0	16	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1744	1744	atMeleeWeaponDamageRand	1163	1163	atMeleeWeaponAttackSpeedBase	24	24										5	100											77434	27650	65007	67389	67377	0	0	0	0	0	0	0							霸刀	外功	会心全能(PVX)	任务								1	14	7												0	0	0	0	0	0	735	34	6	0		0	15	8388608		0	1			0				2	120级低保装备1套	0	1		16384
32232	玉灵伞	188129		2302					0	17	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1744	1744	atMeleeWeaponDamageRand	1163	1163	atMeleeWeaponAttackSpeedBase	24	24										5	100											77434	27656	65007	67389	67377	0	0	0	0	0	0	0							蓬莱	外功	会心全能(PVX)	任务								1	15	7												0	0	0	0	0	0	735	35	6	0		0	16	16777216		0	1			0				2	120级低保装备1套	0	1		32768
32233	鸿云链刃	188130		2802					0	18	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1744	1744	atMeleeWeaponDamageRand	1163	1163	atMeleeWeaponAttackSpeedBase	24	24										5	100											77434	27656	65007	67389	67377	0	0	0	0	0	0	0							凌雪	外功	会心全能(PVX)	任务								1	16	7												0	0	0	0	0	0	735	38	6	0		0	17	33554432		0	1			0				2	120级低保装备1套	0	1		65536
32234	千和灯	188131		3001					0	19	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1163	1163	atMeleeWeaponDamageRand	775	775	atMeleeWeaponAttackSpeedBase	16	16										5	100											77434	27636	68729	81689	67377	0	0	0	0	0	0	0							衍天	内功	会心全能(PVX)	任务								1	17	7												0	0	0	0	0	0	735	39	6	0		0	18	2048		0	1			0				2	120级低保装备1套	0	1		131072
32235	月韵卷	188132		3407					0	20	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1163	1163	atMeleeWeaponDamageRand	775	775	atMeleeWeaponAttackSpeedBase	16	16										5	100											77434	13883	68736	81695	67377	0	0	0	0	0	0	0							药宗	内功	会心全能(PVX)	任务								1	18	7												0	0	0	0	0	0	735	40	6	0		0	19	4096		0	1			0				2	120级低保装备1套	0	1		262144
32236	素采卷	188133		3407					0	20	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1163	1163	atMeleeWeaponDamageRand	775	775	atMeleeWeaponAttackSpeedBase	16	16										5	100											77434	13883	90567	67384	0	0	0	0	0	0	0	0							药宗	治疗	治疗量(PVX)	任务								1	18	7												0	0	0	0	0	0	735	41	6	0		0	19	4096		0	1			0				2	120级低保装备1套	0	1		262144
32237	九更刀	188134		3501					0	21	0	7500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1744	1744	atMeleeWeaponDamageRand	1163	1163	atMeleeWeaponAttackSpeedBase	24	24										5	100											77434	27650	65007	67389	67377	0	0	0	0	0	0	0							刀宗	外功	会心全能(PVX)	任务								1	19	7												0	0	0	0	0	0	735	42	6	0		0	20	8192		0	1			0				2	120级低保装备1套	0	1		524288
32238	凭心囊	188189							1	6	848	10500	3	3360	716		0	1				4	atRangeWeaponDamageBase	1954	1954	atRangeWeaponDamageRand	1302	1302	atRangeWeaponAttackSpeedBase	24	24										5	100											80443	11824	21122	67352	89157	0	0	0	0	0	0	0							通用	根骨	会心全能(PVX)	任务								2	1	7												17	31042	0	0	0	0	735	6	6	1		0	0	4198512		0	1			0				2	120级任务装备1套	0	512		4464932
32239	无竟囊	188190							1	6	848	10500	3	3360	716		0	1				4	atRangeWeaponDamageBase	1954	1954	atRangeWeaponDamageRand	1302	1302	atRangeWeaponAttackSpeedBase	24	24										5	100											80443	19471	21122	67354	89157	0	0	0	0	0	0	0							通用	元气	会心全能(PVX)	任务								2	1	7												17	31043	0	0	0	0	735	7	6	1		0	0	35974		0	1			0				2	120级任务装备1套	0	512		2229784
32240	崇月囊	188191							1	6	848	10500	3	3360	716		0	1				4	atRangeWeaponDamageBase	1954	1954	atRangeWeaponDamageRand	1302	1302	atRangeWeaponAttackSpeedBase	24	24										5	100											80443	19472	14618	45511	89157	0	0	0	0	0	0	0							通用	力道	会心全能(PVX)	任务								2	1	7												17	30959	0	0	0	0	735	4	6	1		0	0	8397448		0	1			0				2	120级任务装备1套	0	512		543234
32241	连野囊	188192							1	6	848	10500	3	3360	716		0	1				4	atRangeWeaponDamageBase	1954	1954	atRangeWeaponDamageRand	1302	1302	atRangeWeaponAttackSpeedBase	24	24										5	100											80443	19473	14618	45511	89157	0	0	0	0	0	0	0							通用	身法	会心全能(PVX)	任务								2	1	7												17	30959	0	0	0	0	735	5	6	1		0	0	52445456		0	1			0				2	120级任务装备1套	0	512		1151172
32242	驻春囊	188193							1	6	848	10500	3	3360	716		0	1				4	atRangeWeaponDamageBase	1954	1954	atRangeWeaponDamageRand	1302	1302	atRangeWeaponAttackSpeedBase	24	24										5	100											80443	11824	13793	77150	90572	0	0	0	0	0	0	0							通用	治疗	治疗会心(PVX)	任务								2	1	7												17	31042	0	0	0	0	735	9	6	1		0	0	4198500		0	1			0				2	120级任务装备1套	0	512		270640
32243	广扬囊	188194							1	6	848	10500	3	3360	716		0	1				4	atRangeWeaponDamageBase	1954	1954	atRangeWeaponDamageRand	1302	1302	atRangeWeaponAttackSpeedBase	24	24										5	100											63703	76228	79979	49459	25054	49930	0	0	0	0	0	0							通用	防御	闪避命中	任务								2	1	7												17	16435	0	0	0	0	735	8	6	1		0	0	2098186		0	1			0				1	120级任务装备1套	0	512		5130
32244	风喻棍	188195		1242					0	0	1832	10500	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2768	2768	atMeleeWeaponDamageRand	1845	1845	atMeleeWeaponAttackSpeedBase	27	27										5	100											69366	47306	68755	74347	67419	0	0	0	0	0	0	0							少林	内功	会心全能(PVX)	任务								1	1	7												17	291	17	30957	17	72451	735	12	6	1		0	11	2		0	1			0				2	120级任务装备1套	0	512		8
32245	狮威棍	188196		1242					0	0	1832	10500	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2768	2768	atMeleeWeaponDamageRand	1845	1845	atMeleeWeaponAttackSpeedBase	27	27										5	100											71467	90573	89159	89160	0	0	0	0	0	0	0	0							少林	防御	内防命中	任务								1	1	7												17	5438	17	20103	17	2045	735	13	6	1		0	11	2		0	1			0				1	120级任务装备1套	0	512		8
32246	花庭笔	188197		1341					0	5	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	814	814	atMeleeWeaponDamageRand	543	543	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47306	68761	68765	67419	0	0	0	0	0	0	0							万花	内功	会心全能(PVX)	任务								1	6	7												17	291	17	5084	17	72451	735	14	6	1		0	4	4		0	1			0				2	120级任务装备1套	0	512		16
32247	妙适笔	188198		1341					0	5	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	814	814	atMeleeWeaponDamageRand	543	543	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	56774	78319	67425	0	0	0	0	0	0	0							万花	治疗	治疗会心(PVX)	任务								1	6	7												17	72449	17	144	17	72451	735	15	6	1		0	4	4		0	1			0				2	120级任务装备1套	0	512		16
32248	顾望枪	188199		1443					0	1	1832	10500	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2768	2768	atMeleeWeaponDamageRand	1845	1845	atMeleeWeaponAttackSpeedBase	27	27										5	100											69366	47312	68768	69559	67419	0	0	0	0	0	0	0							天策	外功	会心全能(PVX)	任务								1	2	7												17	729	17	30959	17	72451	735	10	6	1		0	3	8		0	1			0				2	120级任务装备1套	0	512		2
32249	饮马枪	188200		1443					0	1	1832	10500	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2768	2768	atMeleeWeaponDamageRand	1845	1845	atMeleeWeaponAttackSpeedBase	27	27										5	100											71467	89158	89159	89160	0	0	0	0	0	0	0	0							天策	防御	外防命中	任务								1	2	7												17	5438	17	2045	17	9770	735	11	6	1		0	3	8		0	1			0				1	120级任务装备1套	0	512		2
32250	时年剑	188201		1636					0	2	1560	10500	3	4800	607		0	1				4	atMeleeWeaponDamageBase	1058	1058	atMeleeWeaponDamageRand	705	705	atMeleeWeaponAttackSpeedBase	21	21										5	100											69366	47310	68761	68765	67419	0	0	0	0	0	0	0							纯阳	内功	会心全能(PVX)	任务								1	3	7												17	144	17	5084	17	72451	735	19	6	1		0	12	16		0	1			0				2	120级任务装备1套	0	512		4
32251	天钟剑	188202		1636					0	2	1560	10500	3	4800	607		0	1				4	atMeleeWeaponDamageBase	2116	2116	atMeleeWeaponDamageRand	1411	1411	atMeleeWeaponAttackSpeedBase	21	21										5	100	6	4									69366	47313	68768	69559	67419	0	0	0	0	0	0	0							纯阳	外功	会心全能(PVX)	任务								1	3	7												17	433	17	30959	17	72451	735	18	6	1		0	12	16		0	1			0				2	120级任务装备1套	0	512		4
32252	容可双剑	188203		966					0	4	1560	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1058	1058	atMeleeWeaponDamageRand	705	705	atMeleeWeaponAttackSpeedBase	21	21										5	100											69366	47310	68773	68775	67419	0	0	0	0	0	0	0							七秀	内功	会心全能(PVX)	任务								1	5	7												17	144	17	30960	17	72451	735	20	6	1		0	2	32		0	1			0				2	120级任务装备1套	0	512		32
32253	悦心双剑	188204		966					0	4	1560	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1058	1058	atMeleeWeaponDamageRand	705	705	atMeleeWeaponAttackSpeedBase	21	21										5	100											69366	47310	56774	78321	67425	0	0	0	0	0	0	0							七秀	治疗	治疗会心(PVX)	任务								1	5	7												17	72449	17	144	17	72451	735	21	6	1		0	2	32		0	1			0				2	120级任务装备1套	0	512		32
32254	玄杳虫笛	188205		1902					0	10	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	814	814	atMeleeWeaponDamageRand	543	543	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	68776	68778	67419	0	0	0	0	0	0	0							五毒	内功	会心全能(PVX)	任务								1	8	7												17	144	17	11923	17	72451	735	16	6	1		0	6	64		0	1			0				2	120级任务装备1套	0	512		256
32255	幽逸虫笛	188206		1902					0	10	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	814	814	atMeleeWeaponDamageRand	543	543	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	56774	78323	67425	0	0	0	0	0	0	0							五毒	治疗	治疗会心(PVX)	任务								1	8	7												17	72449	17	144	17	72451	735	17	6	1		0	6	64		0	1			0				2	120级任务装备1套	0	512		256
32256	邪魂弩	188207		1076					0	11	1357	10500	3	4800	539		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47306	68776	69559	67419	0	0	0	0	0	0	0							唐门	内功	会心全能(PVX)	任务								1	9	7												17	291	17	30959	17	72451	735	24	6	1		0	7	128		0	1			0				2	120级任务装备1套	0	512		512
32257	四凶弩	188208		1076					0	11	1357	10500	3	4800	539		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47312	68768	69559	67419	0	0	0	0	0	0	0							唐门	外功	会心全能(PVX)	任务								1	9	7												17	729	17	30959	17	72451	735	23	6	1		0	7	128		0	1			0				2	120级任务装备1套	0	512		512
32258	伏泉剑	188209		1635					0	2	780	10500	3	4800	607		0	1				4	atMeleeWeaponDamageBase	2116	2116	atMeleeWeaponDamageRand	1411	1411	atMeleeWeaponAttackSpeedBase	21	21										5	100	6	8									69366	47313	68768	69559	67419	0	0	0	0	0	0	0							藏剑	外功	会心全能(PVX)	任务								1	3	7												17	433	17	30959	17	72451	735	22	6	1		0	12	256		0	1			0				2	120级任务装备1套	0	512		192
32259	火风重剑	188210		691					0	9	1018	10500	3	4800	742		0	1				4	atMeleeWeaponDamageBase	3256	3256	atMeleeWeaponDamageRand	2171	2171	atMeleeWeaponAttackSpeedBase	32	32										5	100											69366	47313	68768	69559	67419	0	0	0	0	0	0	0							藏剑	外功	会心全能(PVX)	任务								1	7	7												17	433	17	30959	17	72451	735	22	6	1		0	5	256		0	1			0				2	120级任务装备1套	0	512		192
32260	盈饶短棒	188211		1563					0	13	1832	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2768	2768	atMeleeWeaponDamageRand	1845	1845	atMeleeWeaponAttackSpeedBase	27	27										5	100											69366	47312	68768	69559	67419	0	0	0	0	0	0	0							丐帮	外功	会心全能(PVX)	任务								1	11	7												17	729	17	30959	17	72451	735	27	6	1		0	9	512		0	1			0				2	120级任务装备1套	0	512		2048
32261	沙雁双刀	188212		1177					0	12	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47306	68779	69568	67419	0	0	0	0	0	0	0							明教	内功	会心全能(PVX)	任务								1	10	7												17	291	17	30961	17	72451	735	25	6	1		0	10	1024		0	1			0				2	120级任务装备1套	0	512		1024
32262	崖口双刀	188213		1177					0	12	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											71467	90574	90575	90576	89159	89160	0	0	0	0	0	0							明教	防御	闪避命中	任务								1	10	7												17	5438	17	16435	17	2045	735	26	6	1		0	10	1024		0	1			0				1	120级任务装备1套	0	512		1024
32263	烈业刀盾	188214		1750					0	14	1696	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2442	2442	atMeleeWeaponDamageRand	1628	1628	atMeleeWeaponAttackSpeedBase	24	24										5	100											69366	47313	68768	69559	67419	0	0	0	0	0	0	0							苍云	外功	会心全能(PVX)	任务								1	12	7												17	433	17	30959	17	72451	735	30	6	1		0	13	2097152		0	1			0				2	120级任务装备1套	0	512		4096
32264	红阳刀盾	188215		1750					0	14	1696	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2442	2442	atMeleeWeaponDamageRand	1628	1628	atMeleeWeaponAttackSpeedBase	24	24										5	100											71467	90574	90575	90576	89159	89160	0	0	0	0	0	0							苍云	防御	招架命中	任务								1	12	7												17	5438	17	29551	17	2045	735	31	6	1		0	13	2097152		0	1			0				1	120级任务装备1套	0	512		4096
32265	大章琴	188216		1843					0	15	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	814	814	atMeleeWeaponDamageRand	543	543	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	68773	68775	67419	0	0	0	0	0	0	0							长歌	内功	会心全能(PVX)	任务								1	13	7												17	144	17	30960	17	72451	735	32	6	1		0	14	4194304		0	1			0				2	120级任务装备1套	0	512		8192
32266	肃让琴	188217		1843					0	15	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	814	814	atMeleeWeaponDamageRand	543	543	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	56774	78321	67425	0	0	0	0	0	0	0							长歌	治疗	治疗会心(PVX)	任务								1	13	7												17	72449	17	144	17	72451	735	33	6	1		0	14	4194304		0	1			0				2	120级任务装备1套	0	512		8192
32267	泠然刀	188218		2002					0	16	1696	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2442	2442	atMeleeWeaponDamageRand	1628	1628	atMeleeWeaponAttackSpeedBase	24	24										5	100											69366	47312	68768	69559	67419	0	0	0	0	0	0	0							霸刀	外功	会心全能(PVX)	任务								1	14	7												17	729	17	30959	17	72451	735	34	6	1		0	15	8388608		0	1			0				2	120级任务装备1套	0	512		16384
32268	石黛伞	188219		2301					0	17	1696	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2442	2442	atMeleeWeaponDamageRand	1628	1628	atMeleeWeaponAttackSpeedBase	24	24										5	100											69366	47313	68768	69559	67419	0	0	0	0	0	0	0							蓬莱	外功	会心全能(PVX)	任务								1	15	7												17	433	17	30959	17	72451	735	35	6	1		0	16	16777216		0	1			0				2	120级任务装备1套	0	512		32768
32269	云仍链刃	188220		2801					0	18	1696	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2442	2442	atMeleeWeaponDamageRand	1628	1628	atMeleeWeaponAttackSpeedBase	24	24										5	100											69366	47313	68768	69559	67419	0	0	0	0	0	0	0							凌雪	外功	会心全能(PVX)	任务								1	16	7												17	433	17	30959	17	72451	735	38	6	1		0	17	33554432		0	1			0				2	120级任务装备1套	0	512		65536
32270	几微灯	188221		3008					0	19	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47306	68761	68765	67419	0	0	0	0	0	0	0							衍天	内功	会心全能(PVX)	任务								1	17	7												17	291	17	5084	17	72451	735	39	6	1		0	18	2048		0	1			0				2	120级任务装备1套	0	512		131072
32271	春枯卷	188222		3401					0	20	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	68776	68778	67419	0	0	0	0	0	0	0							药宗	内功	会心全能(PVX)	任务								1	18	7												17	144	17	11923	17	72451	735	40	6	1		0	19	4096		0	1			0				2	120级任务装备1套	0	512		262144
32272	莳萝卷	188223		3401					0	20	1357	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	1628	1628	atMeleeWeaponDamageRand	1085	1085	atMeleeWeaponAttackSpeedBase	16	16										5	100											69366	47310	56774	78323	67425	0	0	0	0	0	0	0							药宗	治疗	治疗会心(PVX)	任务								1	18	7												17	72449	17	144	17	72451	735	41	6	1		0	19	4096		0	1			0				2	120级任务装备1套	0	512		262144
32273	游踪刀	188224		3501					0	21	1696	10500	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	2442	2442	atMeleeWeaponDamageRand	1628	1628	atMeleeWeaponAttackSpeedBase	24	24										5	100											69366	47312	68768	69559	67419	0	0	0	0	0	0	0							刀宗	外功	会心全能(PVX)	任务								1	19	7												17	729	17	30959	17	72451	735	42	6	1		0	20	8192		0	1			0				2	120级任务装备1套	0	512		524288
32274	白辰囊	188279							1	6	844	7600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1414	1414	atRangeWeaponDamageRand	943	943	atRangeWeaponAttackSpeedBase	24	24										5	100											90577	4678	22822	90578	64673	0	0	0	0	0	0	0							通用	根骨	破防	任务								2	1	7												17	144	0	0	0	0	735	6	6	1		0	0	4198512		0	1			0				1	120级任务高级装备1套		1		4464932
32275	若兰囊	188280							1	6	844	7600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1414	1414	atRangeWeaponDamageRand	943	943	atRangeWeaponAttackSpeedBase	24	24										5	100											90577	13101	22822	90578	64673	0	0	0	0	0	0	0							通用	元气	破防	任务								2	1	7												17	291	0	0	0	0	735	7	6	1		0	0	35974		0	1			0				1	120级任务高级装备1套		1		2229784
32276	良匠囊	188281							1	6	844	7600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1414	1414	atRangeWeaponDamageRand	943	943	atRangeWeaponAttackSpeedBase	24	24										5	100											90577	16936	13432	90579	64673	0	0	0	0	0	0	0							通用	力道	破防	任务								2	1	7												17	729	0	0	0	0	735	4	6	1		0	0	8397448		0	1			0				1	120级任务高级装备1套		1		543234
32277	离折囊	188282							1	6	844	7600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1414	1414	atRangeWeaponDamageRand	943	943	atRangeWeaponAttackSpeedBase	24	24										5	100											90577	25361	13432	90579	64673	0	0	0	0	0	0	0							通用	身法	破防	任务								2	1	7												17	433	0	0	0	0	735	5	6	1		0	0	52445456		0	1			0				1	120级任务高级装备1套		1		1151172
32278	契友囊	188283							1	6	844	7600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1414	1414	atRangeWeaponDamageRand	943	943	atRangeWeaponAttackSpeedBase	24	24										5	100											90577	11063	40971	84442	0	0	0	0	0	0	0	0							通用	治疗	治疗急速	任务								2	1	7												17	31042	0	0	0	0	735	9	6	1		0	0	4198500		0	1			0				1	120级任务高级装备1套		1		270640
32279	黄杉囊	188284							1	6	844	7600	3	3360	716		0	1				4	atRangeWeaponDamageBase	1414	1414	atRangeWeaponDamageRand	943	943	atRangeWeaponAttackSpeedBase	24	24										5	100											55614	90580	90581	38707	42210	64673	0	0	0	0	0	0							通用	防御	招架命中	任务								2	1	7												17	9770	0	0	0	0	735	8	6	1		0	0	2098186		0	1			0				1	120级任务高级装备1套		1		5130
32280	斯文	188285		1252					0	0	1824	7600	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2003	2003	atMeleeWeaponDamageRand	1335	1335	atMeleeWeaponAttackSpeedBase	27	27										5	100											90582	53403	90583	90584	90585	0	0	0	0	0	0	0							少林	内功	会心	任务								1	1	7												17	1106	17	30957	17	291	735	12	6	1		0	11	2		0	1			0				1	120级任务高级装备1套		1		8
32281	如鱼	188286		1252					0	0	1824	7600	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2003	2003	atMeleeWeaponDamageRand	1335	1335	atMeleeWeaponAttackSpeedBase	27	27										5	100											90586	90587	90588	90589	0	0	0	0	0	0	0	0							少林	防御	内防御劲	任务								1	1	7												17	5438	17	2045	17	20103	735	13	6	1		0	11	2		0	1			0				1	120级任务高级装备1套		1		8
32282	仙踪	188287		1351					0	5	1351	7600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	589	589	atMeleeWeaponDamageRand	393	393	atMeleeWeaponAttackSpeedBase	16	16										5	100											90582	53403	90590	90591	90585	0	0	0	0	0	0	0							万花	内功	会心	任务								1	6	7												17	4999	17	5084	17	291	735	14	6	1		0	4	4		0	1			0				1	120级任务高级装备1套		1		16
32283	从戎	188288		1351					0	5	1351	7600	3	4800	1024		0	1				4	atMeleeWeaponDamageBase	589	589	atMeleeWeaponDamageRand	393	393	atMeleeWeaponAttackSpeedBase	16	16										5	100											90582	46979	90592	90593	0	0	0	0	0	0	0	0							万花	治疗	治疗会心	任务								1	6	7												17	5084	17	144	17	1433	735	15	6	1		0	4	4		0	1			0				1	120级任务高级装备1套		1		16
32284	麒麟枪	188289		1452					0	1	1824	7600	3	4800	674		0	1				4	atMeleeWeaponDamageBase	2003	2003	atMeleeWeaponDamageRand	1335	1335	atMeleeWeaponAttackSpeedBase	27	27										5	100											90582	53411	53799	88830	90585	0	0	0	0	0	0	0							天策	外功	会心	任务								1	2	7												17	4979	17	30959	17	729	735	10	6	1		0	3	8		0	1			0				1	120级任务高级装备1套		1		2
