ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
5490	彩·大化·琉璃·界影(伍)	35015		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atSolarAndLunarAttackPowerBase	262	262	5	3	14	75	atSolarAndLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	25336			
5491	彩·大化·琉璃·界影(陆)	35016		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atSolarAndLunarAttackPowerBase	314	314	5	3	16	90	atSolarAndLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
5492	彩·大化·焚虚·琉璃(壹)	35017		atDecriticalDamagePowerBase	24	24	0	5	3	5	10	atSolarAndLunarOvercomeBase	98	98	5	3	6	45	atSolarAndLunarAttackPowerBase	105	105	5	3	8	57									5	25338			
5493	彩·大化·焚虚·琉璃(贰)	35018		atDecriticalDamagePowerBase	49	49	0	5	3	7	20	atSolarAndLunarOvercomeBase	195	195	5	3	8	50	atSolarAndLunarAttackPowerBase	210	210	5	3	10	62									5	25339			
5494	彩·大化·焚虚·琉璃(叁)	35019		atDecriticalDamagePowerBase	73	73	0	5	3	9	30	atSolarAndLunarOvercomeBase	293	293	5	3	10	55	atSolarAndLunarAttackPowerBase	314	314	5	3	12	67									5	25340			
5495	彩·大化·焚虚·琉璃(肆)	35020		atDecriticalDamagePowerBase	98	98	0	5	3	11	40	atSolarAndLunarOvercomeBase	390	390	5	3	12	60	atSolarAndLunarAttackPowerBase	419	419	5	3	14	72									5	25341			
5496	彩·大化·焚虚·琉璃(伍)	35021		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atSolarAndLunarOvercomeBase	488	488	5	3	14	75	atSolarAndLunarAttackPowerBase	524	524	5	3	16	90									5	25342			
5497	彩·大化·焚虚·琉璃(陆)	35022		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atSolarAndLunarOvercomeBase	585	585	5	3	16	90	atSolarAndLunarAttackPowerBase	629	629	5	3	18	108									5	0			
5498	彩·大化·焚虚·界影(壹)	35023		atDecriticalDamagePowerBase	24	24	0	5	3	5	10	atSolarAndLunarOvercomeBase	98	98	5	3	6	45	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	25344			
5499	彩·大化·焚虚·界影(贰)	35024		atDecriticalDamagePowerBase	49	49	0	5	3	7	20	atSolarAndLunarOvercomeBase	195	195	5	3	8	50	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	25345			
5500	彩·大化·焚虚·界影(叁)	35025		atDecriticalDamagePowerBase	73	73	0	5	3	9	30	atSolarAndLunarOvercomeBase	293	293	5	3	10	55	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	25346			
5501	彩·大化·焚虚·界影(肆)	35026		atDecriticalDamagePowerBase	98	98	0	5	3	11	40	atSolarAndLunarOvercomeBase	390	390	5	3	12	60	atSolarAndLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	25347			
5502	彩·大化·焚虚·界影(伍)	35027		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atSolarAndLunarOvercomeBase	488	488	5	3	14	75	atSolarAndLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	25348			
5503	彩·大化·焚虚·界影(陆)	35028		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atSolarAndLunarOvercomeBase	585	585	5	3	16	90	atSolarAndLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
5504	彩·大化·界影·琉璃(壹)	35029		atDecriticalDamagePowerBase	24	24	0	5	3	5	10	atSolarAndLunarCriticalDamagePowerBase	98	98	5	3	6	45	atSolarAndLunarAttackPowerBase	105	105	5	3	8	57									5	25350			
5505	彩·大化·界影·琉璃(贰)	35030		atDecriticalDamagePowerBase	49	49	0	5	3	7	20	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	50	atSolarAndLunarAttackPowerBase	210	210	5	3	10	62									5	25351			
5506	彩·大化·界影·琉璃(叁)	35031		atDecriticalDamagePowerBase	73	73	0	5	3	9	30	atSolarAndLunarCriticalDamagePowerBase	293	293	5	3	10	55	atSolarAndLunarAttackPowerBase	314	314	5	3	12	67									5	25352			
5507	彩·大化·界影·琉璃(肆)	35032		atDecriticalDamagePowerBase	98	98	0	5	3	11	40	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	12	60	atSolarAndLunarAttackPowerBase	419	419	5	3	14	72									5	25353			
5508	彩·大化·界影·琉璃(伍)	35033		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atSolarAndLunarCriticalDamagePowerBase	488	488	5	3	14	75	atSolarAndLunarAttackPowerBase	524	524	5	3	16	90									5	25354			
5509	彩·大化·界影·琉璃(陆)	35034		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	16	90	atSolarAndLunarAttackPowerBase	629	629	5	3	18	108									5	0			
5510	彩·大化·界影·焚虚(壹)	35035		atDecriticalDamagePowerBase	24	24	0	5	3	5	10	atSolarAndLunarCriticalDamagePowerBase	98	98	5	3	6	45	atSolarAndLunarOvercomeBase	195	195	5	3	8	57									5	25356			
5511	彩·大化·界影·焚虚(贰)	35036		atDecriticalDamagePowerBase	49	49	0	5	3	7	20	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	50	atSolarAndLunarOvercomeBase	390	390	5	3	10	62									5	25357			
5512	彩·大化·界影·焚虚(叁)	35037		atDecriticalDamagePowerBase	73	73	0	5	3	9	30	atSolarAndLunarCriticalDamagePowerBase	293	293	5	3	10	55	atSolarAndLunarOvercomeBase	585	585	5	3	12	67									5	25358			
5513	彩·大化·界影·焚虚(肆)	35038		atDecriticalDamagePowerBase	98	98	0	5	3	11	40	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	12	60	atSolarAndLunarOvercomeBase	780	780	5	3	14	72									5	25359			
5514	彩·大化·界影·焚虚(伍)	35039		atDecriticalDamagePowerBase	122	122	0	5	3	13	45	atSolarAndLunarCriticalDamagePowerBase	488	488	5	3	14	75	atSolarAndLunarOvercomeBase	975	975	5	3	16	90									5	25360			
5515	彩·大化·界影·焚虚(陆)	35040		atDecriticalDamagePowerBase	146	146	0	5	3	14	50	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	16	90	atSolarAndLunarOvercomeBase	1170	1170	5	3	18	108									5	0			
5516	彩·大御·琉璃·界影(壹)	35041		atToughnessBase	24	24	0	5	3	5	10	atSolarAndLunarAttackPowerBase	52	52	5	3	6	45	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	25362			
5517	彩·大御·琉璃·界影(贰)	35042		atToughnessBase	49	49	0	5	3	7	20	atSolarAndLunarAttackPowerBase	105	105	5	3	8	50	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	25363			
5518	彩·大御·琉璃·界影(叁)	35043		atToughnessBase	73	73	0	5	3	9	30	atSolarAndLunarAttackPowerBase	157	157	5	3	10	55	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	25364			
5519	彩·大御·琉璃·界影(肆)	35044		atToughnessBase	98	98	0	5	3	11	40	atSolarAndLunarAttackPowerBase	210	210	5	3	12	60	atSolarAndLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	25365			
5520	彩·大御·琉璃·界影(伍)	35045		atToughnessBase	122	122	0	5	3	13	45	atSolarAndLunarAttackPowerBase	262	262	5	3	14	75	atSolarAndLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	25366			
5521	彩·大御·琉璃·界影(陆)	35046		atToughnessBase	146	146	0	5	3	14	50	atSolarAndLunarAttackPowerBase	314	314	5	3	16	90	atSolarAndLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
5522	彩·大御·琉璃·焚虚(壹)	35047		atToughnessBase	24	24	0	5	3	5	10	atSolarAndLunarAttackPowerBase	52	52	5	3	6	45	atSolarAndLunarOvercomeBase	195	195	5	3	8	57									5	25368			
5523	彩·大御·琉璃·焚虚(贰)	35048		atToughnessBase	49	49	0	5	3	7	20	atSolarAndLunarAttackPowerBase	105	105	5	3	8	50	atSolarAndLunarOvercomeBase	390	390	5	3	10	62									5	25369			
5524	彩·大御·琉璃·焚虚(叁)	35049		atToughnessBase	73	73	0	5	3	9	30	atSolarAndLunarAttackPowerBase	157	157	5	3	10	55	atSolarAndLunarOvercomeBase	585	585	5	3	12	67									5	25370			
5525	彩·大御·琉璃·焚虚(肆)	35050		atToughnessBase	98	98	0	5	3	11	40	atSolarAndLunarAttackPowerBase	210	210	5	3	12	60	atSolarAndLunarOvercomeBase	780	780	5	3	14	72									5	25371			
5526	彩·大御·琉璃·焚虚(伍)	35051		atToughnessBase	122	122	0	5	3	13	45	atSolarAndLunarAttackPowerBase	262	262	5	3	14	75	atSolarAndLunarOvercomeBase	975	975	5	3	16	90									5	25372			
5527	彩·大御·琉璃·焚虚(陆)	35052		atToughnessBase	146	146	0	5	3	14	50	atSolarAndLunarAttackPowerBase	314	314	5	3	16	90	atSolarAndLunarOvercomeBase	1170	1170	5	3	18	108									5	0			
5528	彩·大御·焚虚·琉璃(壹)	35053		atToughnessBase	24	24	0	5	3	5	10	atSolarAndLunarOvercomeBase	98	98	5	3	6	45	atSolarAndLunarAttackPowerBase	105	105	5	3	8	57									5	25374			
5529	彩·大御·焚虚·琉璃(贰)	35054		atToughnessBase	49	49	0	5	3	7	20	atSolarAndLunarOvercomeBase	195	195	5	3	8	50	atSolarAndLunarAttackPowerBase	210	210	5	3	10	62									5	25375			
5530	彩·大御·焚虚·琉璃(叁)	35055		atToughnessBase	73	73	0	5	3	9	30	atSolarAndLunarOvercomeBase	293	293	5	3	10	55	atSolarAndLunarAttackPowerBase	314	314	5	3	12	67									5	25376			
5531	彩·大御·焚虚·琉璃(肆)	35056		atToughnessBase	98	98	0	5	3	11	40	atSolarAndLunarOvercomeBase	390	390	5	3	12	60	atSolarAndLunarAttackPowerBase	419	419	5	3	14	72									5	25377			
5532	彩·大御·焚虚·琉璃(伍)	35057		atToughnessBase	122	122	0	5	3	13	45	atSolarAndLunarOvercomeBase	488	488	5	3	14	75	atSolarAndLunarAttackPowerBase	524	524	5	3	16	90									5	25378			
5533	彩·大御·焚虚·琉璃(陆)	35058		atToughnessBase	146	146	0	5	3	14	50	atSolarAndLunarOvercomeBase	585	585	5	3	16	90	atSolarAndLunarAttackPowerBase	629	629	5	3	18	108									5	0			
5534	彩·大御·焚虚·界影(壹)	35059		atToughnessBase	24	24	0	5	3	5	10	atSolarAndLunarOvercomeBase	98	98	5	3	6	45	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	25380			
5535	彩·大御·焚虚·界影(贰)	35060		atToughnessBase	49	49	0	5	3	7	20	atSolarAndLunarOvercomeBase	195	195	5	3	8	50	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	25381			
5536	彩·大御·焚虚·界影(叁)	35061		atToughnessBase	73	73	0	5	3	9	30	atSolarAndLunarOvercomeBase	293	293	5	3	10	55	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	25382			
5537	彩·大御·焚虚·界影(肆)	35062		atToughnessBase	98	98	0	5	3	11	40	atSolarAndLunarOvercomeBase	390	390	5	3	12	60	atSolarAndLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	25383			
5538	彩·大御·焚虚·界影(伍)	35063		atToughnessBase	122	122	0	5	3	13	45	atSolarAndLunarOvercomeBase	488	488	5	3	14	75	atSolarAndLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	25384			
5539	彩·大御·焚虚·界影(陆)	35064		atToughnessBase	146	146	0	5	3	14	50	atSolarAndLunarOvercomeBase	585	585	5	3	16	90	atSolarAndLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
5540	彩·大御·界影·琉璃(壹)	35065		atToughnessBase	24	24	0	5	3	5	10	atSolarAndLunarCriticalDamagePowerBase	98	98	5	3	6	45	atSolarAndLunarAttackPowerBase	105	105	5	3	8	57									5	25386			
5541	彩·大御·界影·琉璃(贰)	35066		atToughnessBase	49	49	0	5	3	7	20	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	50	atSolarAndLunarAttackPowerBase	210	210	5	3	10	62									5	25387			
5542	彩·大御·界影·琉璃(叁)	35067		atToughnessBase	73	73	0	5	3	9	30	atSolarAndLunarCriticalDamagePowerBase	293	293	5	3	10	55	atSolarAndLunarAttackPowerBase	314	314	5	3	12	67									5	25388			
5543	彩·大御·界影·琉璃(肆)	35068		atToughnessBase	98	98	0	5	3	11	40	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	12	60	atSolarAndLunarAttackPowerBase	419	419	5	3	14	72									5	25389			
5544	彩·大御·界影·琉璃(伍)	35069		atToughnessBase	122	122	0	5	3	13	45	atSolarAndLunarCriticalDamagePowerBase	488	488	5	3	14	75	atSolarAndLunarAttackPowerBase	524	524	5	3	16	90									5	25390			
5545	彩·大御·界影·琉璃(陆)	35070		atToughnessBase	146	146	0	5	3	14	50	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	16	90	atSolarAndLunarAttackPowerBase	629	629	5	3	18	108									5	0			
5546	彩·大御·界影·焚虚(壹)	35071		atToughnessBase	24	24	0	5	3	5	10	atSolarAndLunarCriticalDamagePowerBase	98	98	5	3	6	45	atSolarAndLunarOvercomeBase	195	195	5	3	8	57									5	25392			
5547	彩·大御·界影·焚虚(贰)	35072		atToughnessBase	49	49	0	5	3	7	20	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	50	atSolarAndLunarOvercomeBase	390	390	5	3	10	62									5	25393			
5548	彩·大御·界影·焚虚(叁)	35073		atToughnessBase	73	73	0	5	3	9	30	atSolarAndLunarCriticalDamagePowerBase	293	293	5	3	10	55	atSolarAndLunarOvercomeBase	585	585	5	3	12	67									5	25394			
5549	彩·大御·界影·焚虚(肆)	35074		atToughnessBase	98	98	0	5	3	11	40	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	12	60	atSolarAndLunarOvercomeBase	780	780	5	3	14	72									5	25395			
5550	彩·大御·界影·焚虚(伍)	35075		atToughnessBase	122	122	0	5	3	13	45	atSolarAndLunarCriticalDamagePowerBase	488	488	5	3	14	75	atSolarAndLunarOvercomeBase	975	975	5	3	16	90									5	25396			
5551	彩·大御·界影·焚虚(陆)	35076		atToughnessBase	146	146	0	5	3	14	50	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	16	90	atSolarAndLunarOvercomeBase	1170	1170	5	3	18	108									5	0			
5552	彩·大御·大化·琉璃(壹)	35077		atToughnessBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarAndLunarAttackPowerBase	105	105	5	3	8	57									5	25398			
5553	彩·大御·大化·琉璃(贰)	35078		atToughnessBase	49	49	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarAndLunarAttackPowerBase	210	210	5	3	10	62									5	25399			
5554	彩·大御·大化·琉璃(叁)	35079		atToughnessBase	73	73	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarAndLunarAttackPowerBase	314	314	5	3	12	67									5	25400			
5555	彩·大御·大化·琉璃(肆)	35080		atToughnessBase	98	98	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarAndLunarAttackPowerBase	419	419	5	3	14	72									5	25401			
5556	彩·大御·大化·琉璃(伍)	35081		atToughnessBase	122	122	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarAndLunarAttackPowerBase	524	524	5	3	16	90									5	25402			
5557	彩·大御·大化·琉璃(陆)	35082		atToughnessBase	146	146	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarAndLunarAttackPowerBase	629	629	5	3	18	108									5	0			
5558	彩·大御·大化·焚虚(壹)	35083		atToughnessBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarAndLunarOvercomeBase	195	195	5	3	8	57									5	25404			
5559	彩·大御·大化·焚虚(贰)	35084		atToughnessBase	49	49	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarAndLunarOvercomeBase	390	390	5	3	10	62									5	25405			
5560	彩·大御·大化·焚虚(叁)	35085		atToughnessBase	73	73	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarAndLunarOvercomeBase	585	585	5	3	12	67									5	25406			
5561	彩·大御·大化·焚虚(肆)	35086		atToughnessBase	98	98	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarAndLunarOvercomeBase	780	780	5	3	14	72									5	25407			
5562	彩·大御·大化·焚虚(伍)	35087		atToughnessBase	122	122	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarAndLunarOvercomeBase	975	975	5	3	16	90									5	25408			
5563	彩·大御·大化·焚虚(陆)	35088		atToughnessBase	146	146	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarAndLunarOvercomeBase	1170	1170	5	3	18	108									5	0			
5564	彩·大御·大化·界影(壹)	35089		atToughnessBase	24	24	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atSolarAndLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	25410			
5565	彩·大御·大化·界影(贰)	35090		atToughnessBase	49	49	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atSolarAndLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	25411			
5566	彩·大御·大化·界影(叁)	35091		atToughnessBase	73	73	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atSolarAndLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	25412			
5567	彩·大御·大化·界影(肆)	35092		atToughnessBase	98	98	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atSolarAndLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	25413			
5568	彩·大御·大化·界影(伍)	35093		atToughnessBase	122	122	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atSolarAndLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	25414			
5569	彩·大御·大化·界影(陆)	35094		atToughnessBase	146	146	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atSolarAndLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
5570	明朗·绣（气血）	上装	气血永久提升105点	atMaxLifeBase	105	105	18																										2				0	0
5571	明朗·绣（内力）	上装	内力永久提升118点	atMaxManaBase	118	118	18																										2				0	0
5572	明朗·绣（气回）	上装	回复气血永久提升7点每秒	atLifeReplenishExt	7	7	1																										2				0	0
5573	明朗·绣（内回）	上装	回复内力永久提升6点每秒	atManaReplenishExt	6	6	1																										2				0	0
5574	明朗·绣（拆值）	上装	拆招值永久提升131点	atParryValueBase	131	131	232																										2				0	0
5575	明朗·纹（气血）	腰带	气血永久提升105点	atMaxLifeBase	105	105	18																										6				0	0
5576	明朗·纹（内力）	腰带	内力永久提升118点	atMaxManaBase	118	118	18																										6				0	0
5577	明朗·纹（气回）	腰带	回复气血永久提升7点每秒	atLifeReplenishExt	7	7	1																										6				0	0
5578	明朗·纹（内回）	腰带	回复内力永久提升6点每秒	atManaReplenishExt	6	6	1																										6				0	0
5579	明朗·纹（拆值）	腰带	拆招值永久提升131点	atParryValueBase	131	131	232																										6				0	0
5580	明朗·印（疗伤）	下装	治疗量永久提升16点	atTherapyPowerBase	16	16	29																										8				0	0
5581	明朗·染（疗伤）	护手	治疗量永久提升16点	atTherapyPowerBase	16	16	29																										10				0	0
5582	明朗·锻（外功破防）	头部	外功破防永久提升20点	atPhysicsOvercomeBase	20	20	17																										3				0	0
5583	明朗·锻（内功破防）	头部	内功破防永久提升20点	atMagicOvercome	20	20	17																										3				0	0
5584	明朗·锻（仇恨）	头部	仇恨百分比永久提升4%	atActiveThreatCoefficient	0	41	47																										3				0	0
5585	明朗·铸（外功破防）	鞋子	外功破防永久提升20点	atPhysicsOvercomeBase	20	20	17																										9				0	0
5586	明朗·铸（内功破防）	鞋子	内功破防永久提升20点	atMagicOvercome	20	20	17																										9				0	0
5587	明朗·铸（仇恨）	鞋子	仇恨百分比永久提升4%	atActiveThreatCoefficient	0	41	47																										9				0	0
5588	明朗·熔锭（疗伤）		疗伤量永久提升16点	atTherapyPowerBase	16	16	29																									1800	0				3	0
5589	彩·征服·固本·吸星(肆)	35357		atBasePotentialAdd	55	55	0	5	3	12	60	atManaReplenishExt	151	151	5	3	14	72				0	0	0	0									5	25434			
5590	彩·征服·固本·吸星(伍)	35358		atBasePotentialAdd	69	69	0	5	3	14	75	atManaReplenishExt	188	188	5	3	16	90				0	0	0	0									5	0			
5591	彩·征服·固本·嗜血(肆)	35097		atBasePotentialAdd	55	55	0	5	3	12	60	atDamageToLifeForSelf	51	51	5	3	14	72				0	0	0	0									5	25436			
5592	彩·征服·固本·嗜血(伍)	35098		atBasePotentialAdd	69	69	0	5	3	14	75	atDamageToLifeForSelf	61	61	5	3	16	90				0	0	0	0									5	0			
5593	彩·征服·固本·迅疾(伍)	35099		atBasePotentialAdd	69	69	0	5	3	14	75	atMoveSpeedPercent	81	81	5	3	16	90				0	0	0	0									5	0			
5594	彩·守护·固本·忘我(肆)	35100		atBasePotentialAdd	55	55	0	5	3	12	60	atActiveThreatCoefficient	597	597	5	3	14	72				0	0	0	0									5	25439			
5595	彩·守护·固本·忘我(伍)	35101		atBasePotentialAdd	69	69	0	5	3	14	75	atActiveThreatCoefficient	746	746	5	3	16	90				0	0	0	0									5	25440			
5596	彩·守护·固本·忘我(陆)	35102		atBasePotentialAdd	82	82	0	5	3	16	90	atActiveThreatCoefficient	895	895	5	3	18	108				0	0	0	0									5	0			
5597	彩·守护·固本·健体(肆)	35103		atBasePotentialAdd	55	55	0	5	3	12	60	atVitalityBasePercentAdd	61	61	5	3	14	72				0	0	0	0									5	25442			
5598	彩·守护·固本·健体(伍)	35104		atBasePotentialAdd	69	69	0	5	3	14	75	atVitalityBasePercentAdd	71	71	5	3	16	90				0	0	0	0									5	25443			
5599	彩·守护·固本·健体(陆)	35105		atBasePotentialAdd	82	82	0	5	3	16	90	atVitalityBasePercentAdd	81	81	5	3	18	108				0	0	0	0									5	0			
5600	彩·守护·霸体·清源(伍)	35106		atVitalityBase	244	244	0	5	3	14	75	atBeTherapyCoefficient	81	81	5	3	16	90				0	0	0	0									5	25445			
5601	彩·守护·霸体·清源(陆)	35107		atVitalityBase	293	293	0	5	3	16	90	atBeTherapyCoefficient	102	102	5	3	18	108				0	0	0	0									5	0			
5602	彩·守护·霸体·铁壁(伍)	35108		atVitalityBase	244	244	0	5	3	14	75	atGlobalResistPercent	40	40	5	3	16	90				0	0	0	0									5	25447			
5603	彩·守护·霸体·铁壁(陆)	35109		atVitalityBase	293	293	0	5	3	16	90	atGlobalResistPercent	51	51	5	3	18	108				0	0	0	0									5	0			
5604	彩·守护·固本·清源(伍)	35110		atBasePotentialAdd	69	69	0	5	3	14	75	atBeTherapyCoefficient	81	81	5	3	16	90				0	0	0	0									5	25449			
5605	彩·守护·固本·清源(陆)	35111		atBasePotentialAdd	82	82	0	5	3	16	90	atBeTherapyCoefficient	102	102	5	3	18	108				0	0	0	0									5	0			
5606	彩·守护·固本·铁壁(伍)	35112		atBasePotentialAdd	69	69	0	5	3	14	75	atGlobalResistPercent	40	40	5	3	16	90				0	0	0	0									5	25451			
5607	彩·守护·固本·铁壁(陆)	35113		atBasePotentialAdd	82	82	0	5	3	16	90	atGlobalResistPercent	51	51	5	3	18	108				0	0	0	0									5	0			
5608	彩·击破·强击·聚力(肆)	35114		atAllTypeCriticalStrike	390	390	0	5	3	12	60	atStrengthBasePercentAdd	61	61	5	3	14	72				0	0	0	0									5	25453			
5609	彩·击破·强击·聚力(伍)	35115		atAllTypeCriticalStrike	488	488	0	5	3	14	75	atStrengthBasePercentAdd	71	71	5	3	16	90				0	0	0	0									5	25454			
5610	彩·击破·强击·聚力(陆)	35116		atAllTypeCriticalStrike	585	585	0	5	3	16	90	atStrengthBasePercentAdd	81	81	5	3	18	108				0	0	0	0									5	0			
5611	彩·击破·强击·强身(肆)	35117		atAllTypeCriticalStrike	390	390	0	5	3	12	60	atAgilityBasePercentAdd	61	61	5	3	14	72				0	0	0	0									5	25456			
5612	彩·击破·强击·强身(伍)	35118		atAllTypeCriticalStrike	488	488	0	5	3	14	75	atAgilityBasePercentAdd	71	71	5	3	16	90				0	0	0	0									5	25457			
5613	彩·击破·强击·强身(陆)	35119		atAllTypeCriticalStrike	585	585	0	5	3	16	90	atAgilityBasePercentAdd	81	81	5	3	18	108				0	0	0	0									5	0			
5614	彩·击破·强击·聚魂(肆)	35120		atAllTypeCriticalStrike	390	390	0	5	3	12	60	atSpunkBasePercentAdd	61	61	5	3	14	72				0	0	0	0									5	25459			
5615	彩·击破·强击·聚魂(伍)	35121		atAllTypeCriticalStrike	488	488	0	5	3	14	75	atSpunkBasePercentAdd	71	71	5	3	16	90				0	0	0	0									5	25460			
5616	彩·击破·强击·聚魂(陆)	35122		atAllTypeCriticalStrike	585	585	0	5	3	16	90	atSpunkBasePercentAdd	81	81	5	3	18	108				0	0	0	0									5	0			
5617	彩·击破·强击·固筋(肆)	35123		atAllTypeCriticalStrike	390	390	0	5	3	12	60	atSpiritBasePercentAdd	61	61	5	3	14	72				0	0	0	0									5	25462			
5618	彩·击破·强击·固筋(伍)	35124		atAllTypeCriticalStrike	488	488	0	5	3	14	75	atSpiritBasePercentAdd	71	71	5	3	16	90				0	0	0	0									5	25463			
5619	彩·击破·强击·固筋(陆)	35125		atAllTypeCriticalStrike	585	585	0	5	3	16	90	atSpiritBasePercentAdd	81	81	5	3	18	108				0	0	0	0									5	0			
5620	彩·击破·固本·刚烈(肆)	35126		atBasePotentialAdd	55	55	0	5	3	12	60	atAllTypeCriticalDamagePowerBase	780	780	5	3	14	72				0	0	0	0									5	25465			
5621	彩·击破·固本·刚烈(伍)	35127		atBasePotentialAdd	69	69	0	5	3	14	75	atAllTypeCriticalDamagePowerBase	975	975	5	3	16	90				0	0	0	0									5	25466			
5622	彩·击破·固本·刚烈(陆)	35128		atBasePotentialAdd	82	82	0	5	3	16	90	atAllTypeCriticalDamagePowerBase	1170	1170	5	3	18	108				0	0	0	0									5	0			
5623	彩·济世·灵根·妙手(肆)	35129		atSpiritBase	87	87	0	5	3	12	60	atTherapyCoefficient	61	61	5	3	14	72				0	0	0	0									5	25468			
5624	彩·济世·灵根·妙手(伍)	35130		atSpiritBase	109	109	0	5	3	14	75	atTherapyCoefficient	81	81	5	3	16	90				0	0	0	0									5	25469			
5625	彩·济世·灵根·妙手(陆)	35131		atSpiritBase	131	131	0	5	3	16	90	atTherapyCoefficient	102	102	5	3	18	108				0	0	0	0									5	0			
5626	彩·济世·固本·延绵(肆)	35132		atBasePotentialAdd	55	55	0	5	3	12	60	atModifyCostManaPercent	-61	-61	5	3	14	72				0	0	0	0									5	25471			
5627	彩·济世·固本·延绵(伍)	35133		atBasePotentialAdd	69	69	0	5	3	14	75	atModifyCostManaPercent	-81	-81	5	3	16	90				0	0	0	0									5	25472			
