ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
46602		atMagicCriticalDamagePowerBase	797	797												
46603		atVitalityBase	2192	2192												
46604		atMagicAttackPowerBase	2080	2080												
46605		atMagicOvercome	3928	3928												
46606		atMagicAttackPowerBase	1774	1774												
46607		atSurplusValueBase	1253	1253												
46608		atStrainBase	3302	3302												
46609		atStrainBase	1139	1139												
46610		atPhysicsAttackPowerBase	1733	1733												
46611		atPhysicsOvercomeBase	3928	3928												
46612		atPhysicsCriticalStrike	1822	1822												
46613		atMagicCriticalStrike	2961	2961												
46614		atVitalityBase	3131	3131												
46615		atMagicShield	1423	1423												
46616		atStrainBase	1936	1936												
46617		atStrainBase	2750	2750												
46618		atStrainBase	1594	1594												
46619		atMagicShield	996	996												
46620		atMagicAttackPowerBase	1971	1971												
46621		atAllTypeCriticalStrike	3723	3723												
46622		atMagicAttackPowerBase	1681	1681												
46623		atSurplusValueBase	2158	2158												
46624		atAllTypeCriticalStrike	2158	2158												
46625		atMagicOvercome	1511	1511												
46626		atAllTypeCriticalStrike	1727	1727												
46627		atPhysicsAttackPowerBase	1642	1642												
46628		atPhysicsCriticalStrike	3723	3723												
46629		atPhysicsAttackPowerBase	1401	1401												
46630		atPhysicsCriticalStrike	2158	2158												
46631		atPhysicsOvercomeBase	1511	1511												
46632		atPhysicsCriticalStrike	1727	1727												
46633		atMagicCriticalStrike	2806	2806												
46634		atMagicCriticalDamagePowerBase	1079	1079												
46635		atVitalityBase	2968	2968												
46636		atDodge	1349	1349												
46637		atActiveThreatCoefficient			1184	1184										
46638		atMagicAttackPowerBase	1533	1533												
46639		atMagicAttackPowerBase	1308	1308												
46640		atAllTypeCriticalStrike	2014	2014												
46641		atAllTypeCriticalDamagePowerBase	1259	1259												
46642		atAllTypeCriticalStrike	1595	1595												
46643		atPhysicsAttackPowerBase	1277	1277												
46644		atPhysicsAttackPowerBase	1090	1090												
46645		atPhysicsCriticalStrike	2014	2014												
46646		atPhysicsCriticalDamagePowerBase	1259	1259												
46647		atPhysicsCriticalStrike	1595	1595												
46648		atPhysicsCriticalDamagePowerBase	839	839												
46649		atMagicCriticalStrike	2014	2014												
46650		atVitalityBase	2308	2308												
46651		atParryValueBase	6066	6066												
46652		atSurplusValueBase	1427	1427												
46653		atMagicAttackPowerBase	2190	2190												
46654		atStrainBase	4137	4137												
46655		atMagicAttackPowerBase	1868	1868												
46656		atAllTypeCriticalStrike	2398	2398												
46657		atStrainBase	2398	2398												
46658		atSurplusValueBase	1559	1559												
46659		atMagicOvercome	2038	2038												
46660		atStrainBase	1199	1199												
46661		atPhysicsAttackPowerBase	1825	1825												
46662		atPhysicsAttackPowerBase	1557	1557												
46663		atPhysicsCriticalStrike	2398	2398												
46664		atPhysicsOvercomeBase	2038	2038												
46665		atVitalityBase	2218	2218												
46666		atTherapyPowerBase	4062	4062												
46667		atVitalityBase	3297	3297												
46668		atDodge	1499	1499												
46669		atStrainBase	2038	2038												
46670		atStrainBase	2434	2434												
46671		atMagicCriticalDamagePowerBase	839	839												
46672		atMagicShield	1049	1049												
46673		atStrainBase	1427	1427												
46674		atVitalityBase	1598	1598												
46675		atMagicCriticalStrike	1555	1555												
46676		atAllTypeCriticalStrike	1555	1555												
46677		atPhysicsCriticalStrike	1555	1555												
46678		atTherapyPowerBase	1965	1965												
46679		atVitalityBase	2160	2160												
46680		atMagicShield	1296	1296												
46681		atActiveThreatCoefficient			1218	1218										
46682		atMagicOvercome	1555	1555												
46683		atPhysicsOvercomeBase	1555	1555												
46684		atHasteBase	1555	1555												
46685		atDodge	1080	1080												
46686		atSurplusValueBase	950	950												
46687		atVitalityBase	2283	2283												
46688		atHasteBase	2221	2221												
46689		atStrainBase	1974	1974												
46690		atTherapyPowerBase	1732	1732												
46691		atMagicCriticalStrike	2221	2221												
46692		atVitalityBase	3085	3085												
46693		atPhysicsShieldBase	1543	1543												
46694		atToughnessBase	617	617												
46695		atStrainBase	1481	1481												
46696		atVitalityBase	2055	2055												
46697		atMagicCriticalStrike	1999	1999												
46698		atStrainBase	1777	1777												
46699		atAllTypeCriticalStrike	1999	1999												
46700		atVitalityBase	2777	2777												
46701		atPhysicsShieldBase	1944	1944												
46702		atMagicOvercome	2221	2221												
46703		atSurplusValueBase	1974	1974												
46704		atPhysicsOvercomeBase	2221	2221												
46705		atTherapyPowerBase	2807	2807												
46706		atPhysicsShieldBase	2160	2160												
46707		atHasteBase	987	987												
46708		atStrainBase	605	605												
46709		atMagicShield	1080	1080												
46710		atStrainBase	1296	1296												
46711		atSurplusValueBase	2221	2221												
46712		atSurplusValueBase	1234	1234												
46713		atHasteBase	1999	1999												
46714		atSurplusValueBase	1777	1777												
46715		atParryBase	1388	1388												
46716		atParryValueBase	8028	8028												
46717		atHasteBase	889	889												
46718		atStrainBase	777	777												
46719		atAllTypeCriticalStrike	2221	2221												
46720		atPhysicsCriticalStrike	2221	2221												
46721		atMagicAttackPowerBase	1578	1578												
46722		atAllTypeCriticalStrike	2980	2980												
46723		atMagicAttackPowerBase	1346	1346												
46724		atSurplusValueBase	1641	1641												
46725		atMagicOvercome	1814	1814												
46726		atSurplusValueBase	864	864												
46727		atAllTypeCriticalStrike	1641	1641												
46728		atStrainBase	950	950												
46729		atPhysicsAttackPowerBase	1315	1315												
46730		atPhysicsCriticalStrike	2980	2980												
46731		atPhysicsOvercomeBase	1814	1814												
46732		atPhysicsCriticalStrike	1641	1641												
46733		atStrainBase	2980	2980												
46734		atStrainBase	1728	1728												
46735		atAllTypeCriticalStrike	1296	1296												
46736		atAllTypeCriticalDamagePowerBase	864	864												
46737		atPhysicsCriticalDamagePowerBase	864	864												
46738		atMagicOvercome	1123	1123												
46739		atAllTypeCriticalStrike	1123	1123												
46740		atPhysicsCriticalStrike	1123	1123												
46741		atMagicAttackPowerBase	2254	2254												
46742		atMagicOvercome	4257	4257												
46743		atMagicAttackPowerBase	1922	1922												
46744		atSurplusValueBase	2468	2468												
46745		atAllTypeCriticalStrike	2468	2468												
46746		atSurplusValueBase	1604	1604												
46747		atMagicOvercome	2098	2098												
46748		atStrainBase	1234	1234												
46749		atPhysicsAttackPowerBase	1878	1878												
46750		atPhysicsOvercomeBase	4257	4257												
46751		atPhysicsCriticalStrike	2468	2468												
46752		atPhysicsOvercomeBase	2098	2098												
46753		atAllTypeCriticalStrike	1974	1974												
46754		atPhysicsCriticalStrike	1974	1974												
46755		atMagicCriticalStrike	1987	1987												
46756		atAllTypeCriticalStrike	1987	1987												
46757		atPhysicsCriticalStrike	1987	1987												
46758		atHasteBase	1987	1987												
46759		atMagicOvercome	2838	2838												
46760		atSpunkBase	553	553												
46761		atStrengthBase	553	553												
46762		atPhysicsOvercomeBase	2838	2838												
46763		atAgilityBase	553	553												
46764		atPhysicsShieldBase	1512	1512												
46765		atMagicShield	1666	1666												
46766		atSurplusValueBase	1111	1111												
46767		atParryBase	1543	1543												
46768		atParryValueBase	8920	8920												
46769		atDodge	1388	1388												
46770		atMagicShield	1543	1543												
46771		atStrainBase	1851	1851												
46772		atDecriticalDamagePowerBase	691	691												
46773		atTherapyPowerBase	1672	1672												
46774		atDecriticalDamagePowerBase	987	987												
46775		atHasteBase	1851	1851												
46776		atVitalityBase	2332	2332												
46777		atMagicAttackPowerBase	1014	1014												
46778		atDecriticalDamagePowerBase	889	889												
46779		atVitalityBase	2592	2592												
46780		atToughnessBase	555	555												
46781		atSurplusValueBase	1402	1402												
46782		atSurplusValueBase	1314	1314												
46783		atActiveThreatCoefficient			1236	1236										
46784		atVitalityBase	2315	2315												
46785		atSpiritBase	449	449												
46786		atMagicCriticalStrike	2253	2253												
46787		atStrainBase	2003	2003												
46788		atSpunkBase	449	449												
46789		atAllTypeCriticalStrike	2253	2253												
46790		atStrengthBase	449	449												
46791		atPhysicsCriticalStrike	2253	2253												
46792		atAgilityBase	449	449												
46793		atTherapyPowerBase	2847	2847												
46794		atVitalityBase	3129	3129												
46795		atParryBase	1564	1564												
46796		atParryValueBase	9046	9046												
46797		atVitalityBase	2084	2084												
46798		atMagicCriticalStrike	2028	2028												
46799		atSurplusValueBase	1802	1802												
46800		atAllTypeCriticalStrike	2028	2028												
46801		atPhysicsCriticalStrike	2028	2028												
46802		atVitalityBase	2816	2816												
46803		atHasteBase	901	901												
46804		atSurplusValueBase	451	451												
46805		atMagicOvercome	2253	2253												
46806		atPhysicsOvercomeBase	2253	2253												
46807		atHasteBase	2253	2253												
46808		atMagicShield	1564	1564												
46809		atToughnessBase	626	626												
46810		atSurplusValueBase	1877	1877												
46811		atSolarAttackPowerBase	800	800												
46812		atToughnessBase	394	394												
46813		atLunarAttackPowerBase	800	800												
46814		atSolarAndLunarAttackPowerBase	800	800												
46815		atNeutralAttackPowerBase	889	889												
46816		atLunarAttackPowerBase	889	889												
46817		atPoisonAttackPowerBase	889	889												
46818		atSolarAndLunarAttackPowerBase	889	889												
46819		atMagicOvercome	1962	1962												
46820		atDodge	1226	1226												
46821		atMagicCriticalStrike	1145	1145												
46822		atVitalityBase	2289	2289												
46823		atMagicCriticalStrike	1635	1635												
46824		atVitalityBase	1788	1788												
46825		atSolarAttackPowerBase	778	778												
46826		atSolarAndLunarAttackPowerBase	778	778												
46827		atNeutralCriticalStrike	1277	1277												
46828		atLunarCriticalStrike	1277	1277												
46829		atPoisonCriticalStrike	1277	1277												
46830		atSolarOvercomeBase	2190	2190												
46831		atDecriticalDamagePowerBase	973	973												
46832		atNeutralOvercomeBase	2190	2190												
46833		atTherapyPowerBase	2355	2355												
46834		atPhysicsOvercomeBase	2190	2190												
46835		atLunarOvercomeBase	2190	2190												
46836		atPoisonOvercomeBase	2190	2190												
46837		atSolarAndLunarOvercomeBase	2190	2190												
46838		atTherapyPowerBase	2120	2120												
46839		atHasteBase	1825	1825												
46840		atNeutralCriticalStrike	1825	1825												
46841		atLunarCriticalStrike	2190	2190												
46842		atLunarCriticalStrike	1825	1825												
46843		atPoisonCriticalStrike	2190	2190												
46844		atPoisonCriticalStrike	1825	1825												
46845		atSolarCriticalStrike	1971	1971												
46846		atHasteBase	1971	1971												
46847		atHasteBase	1642	1642												
46848		atPhysicsCriticalStrike	1971	1971												
46849		atNeutralCriticalStrike	1971	1971												
46850		atSolarAndLunarCriticalStrike	1971	1971												
46851		atMagicCriticalStrike	1314	1314												
46852		atVitalityBase	1840	1840												
46853		atDecriticalDamagePowerBase	1001	1001												
46854		atHasteBase	1877	1877												
46855		atMagicOvercome	2028	2028												
46856		atDecriticalDamagePowerBase	901	901												
46857		atPhysicsOvercomeBase	2028	2028												
46858		atMagicCriticalStrike	1877	1877												
46859		atMagicOvercome	788	788												
46860		atDodge	547	547												
46861		atParryBase	547	547												
46862		atMagicCriticalStrike	876	876												
46863		atMagicShield	730	730												
46864		atDodge	608	608												
46865		atSurplusValueBase	535	535												
46866		atParryBase	608	608												
46867		atParryValueBase	3517	3517												
46868		atMagicOvercome	928	928												
46869		atStrainBase	825	825												
46870		atHasteBase	928	928												
46871		atVitalityBase	1290	1290												
46872		atDodge	645	645												
46873		atMagicShield	774	774												
46874		atSurplusValueBase	516	516												
46875		atMagicOvercome	1964	1964												
46876		atSurplusValueBase	1139	1139												
46877		atMagicOvercome	968	968												
46878		atPhysicsOvercomeBase	1964	1964												
46879		atVitalityBase	1566	1566												
46880		atSurplusValueBase	968	968												
46881		atStrainBase	1964	1964												
46882		atSurplusValueBase	1082	1082												
46883		atMagicOvercome	1196	1196												
46884		atAllTypeCriticalStrike	1082	1082												
46885		atAllTypeCriticalDamagePowerBase	569	569												
46886		atPhysicsOvercomeBase	1196	1196												
46887		atPhysicsCriticalDamagePowerBase	569	569												
46888		atStrainBase	2068	2068												
46889		atMagicOvercome	1199	1199												
46890		atSurplusValueBase	600	600												
46891		atMagicCriticalStrike	1559	1559												
46892		atVitalityBase	1649	1649												
46893		atPhysicsShieldBase	1049	1049												
46894		atAllTypeCriticalStrike	2068	2068												
46895		atAllTypeCriticalStrike	1199	1199												
46896		atAllTypeCriticalStrike	899	899												
46897		atAllTypeCriticalDamagePowerBase	600	600												
46898		atPhysicsCriticalStrike	1199	1199												
46899		atPhysicsCriticalStrike	899	899												
46900		atSurplusValueBase	1019	1019												
46901		atMagicOvercome	1111	1111												
46902		atPhysicsOvercomeBase	1111	1111												
46903		atMagicCriticalStrike	1111	1111												
46904		atVitalityBase	1543	1543												
46905		atMagicShield	771	771												
46906		atStrainBase	926	926												
46907		atAllTypeCriticalStrike	1111	1111												
46908		atPhysicsCriticalStrike	1111	1111												
46909		atHasteBase	1111	1111												
46910		atParryValueBase	4460	4460												
46911		atStrainBase	2129	2129												
46912		atAllTypeCriticalStrike	1234	1234												
46913		atMagicOvercome	1234	1234												
46914		atAllTypeCriticalStrike	1172	1172												
46915		atAllTypeCriticalDamagePowerBase	617	617												
46916		atPhysicsCriticalStrike	1234	1234												
46917		atPhysicsOvercomeBase	1234	1234												
46918		atPhysicsCriticalStrike	1172	1172												
46919		atPhysicsCriticalDamagePowerBase	617	617												
46920		atMagicCriticalStrike	1419	1419												
46921		atAllTypeCriticalStrike	1419	1419												
46922		atPhysicsCriticalStrike	1419	1419												
46923		atDodge	771	771												
46924		atMagicOvercome	983	983												
46925		atSurplusValueBase	874	874												
46926		atPhysicsOvercomeBase	983	983												
46927		atVitalityBase	1365	1365												
46928		atMagicShield	819	819												
46929		atMagicCriticalStrike	983	983												
46930		atAllTypeCriticalStrike	983	983												
46931		atPhysicsCriticalStrike	983	983												
46932		atMagicOvercome	1126	1126												
46933		atVitalityBase	1564	1564												
46934		atMagicShield	939	939												
46935		atMagicCriticalStrike	1126	1126												
46936		atAllTypeCriticalStrike	1126	1126												
46937		atSolarCriticalStrike	1095	1095												
46938		atDecriticalDamagePowerBase	487	487												
46939		atNeutralCriticalStrike	1095	1095												
46940		atPoisonCriticalStrike	1095	1095												
46941		atSolarAndLunarCriticalStrike	1095	1095												
46942		atNeutralCriticalStrike	912	912												
46943		atPoisonCriticalStrike	912	912												
46944		atHasteBase	1095	1095												
46945		atHasteBase	912	912												
46946		atSolarOvercomeBase	1095	1095												
46947		atNeutralOvercomeBase	1095	1095												
46948		atLunarOvercomeBase	1095	1095												
46949		atPoisonOvercomeBase	1095	1095												
46950		atSolarAndLunarOvercomeBase	1095	1095												
46951		atDecriticalDamagePowerBase	494	494												
46952		atHasteBase	926	926												
46953		atDecriticalDamagePowerBase	501	501												
46954		atMagicCriticalStrike	939	939												
46955		atStrainBase	1907	1907												
46956		atParryBase	730	730												
46957		atParryValueBase	4221	4221												
46958		atPhysicsShieldBase	2781	2781												
46959		atTherapyPowerBase	3676	3676												
46960		atHasteBase	1271	1271												
46961		atStrainBase	876	876												
46962		atMagicOvercome	980	980												
46963		atMagicCriticalStrike	1038	1038												
46964		atVitalityBase	1442	1442												
46965		atParryBase	721	721												
46966		atParryValueBase	4170	4170												
46967		atVitalityBase	1524	1524												
46968		atParryValueBase	4406	4406												
46969		atVitalityBase	2333	2333												
46970		atSpunkBase	452	452												
46971		atSolarAttackPowerBase	2103	2103												
46972		atSolarOvercomeBase	2270	2270												
46973		atSurplusValueBase	2018	2018												
46974		atVitalityBase	3153	3153												
46975		atToughnessBase	858	858												
46976		atStrainBase	2574	2574												
46977		atNeutralAttackPowerBase	2103	2103												
46978		atNeutralOvercomeBase	2270	2270												
46979		atSpiritBase	452	452												
46980		atTherapyPowerBase	2871	2871												
46981		atHasteBase	2270	2270												
46982		atStrengthBase	452	452												
46983		atPhysicsAttackPowerBase	1752	1752												
46984		atPhysicsShieldBase	2145	2145												
46985		atStrainBase	2059	2059												
46986		atAgilityBase	452	452												
46987		atLunarAttackPowerBase	2103	2103												
46988		atLunarOvercomeBase	2270	2270												
46989		atPoisonAttackPowerBase	2103	2103												
46990		atPoisonOvercomeBase	2270	2270												
46991		atSolarAndLunarAttackPowerBase	2103	2103												
46992		atSolarAndLunarOvercomeBase	2270	2270												
46993		atDodge	1287	1287												
46994		atParryBase	1287	1287												
46995		atParryValueBase	12405	12405												
46996		atMagicCriticalStrike	1114	1114												
46997		atSurplusValueBase	990	990												
46998		atVitalityBase	1547	1547												
46999		atDodge	774	774												
47000		atVitalityBase	2290	2290												
47001		atSpunkBase	444	444												
47002		atSolarAttackPowerBase	2064	2064												
47003		atSolarCriticalStrike	2228	2228												
47004		atStrainBase	1981	1981												
47005		atVitalityBase	3095	3095												
47006		atMagicShield	2106	2106												
47007		atToughnessBase	842	842												
47008		atSurplusValueBase	2527	2527												
47009		atNeutralAttackPowerBase	2064	2064												
47010		atNeutralCriticalStrike	2228	2228												
47011		atTherapyPowerBase	2818	2818												
47012		atMagicCriticalStrike	2228	2228												
47013		atStrengthBase	444	444												
47014		atPhysicsAttackPowerBase	1720	1720												
47015		atPhysicsCriticalStrike	2228	2228												
47016		atPhysicsShieldBase	2106	2106												
47017		atSurplusValueBase	2021	2021												
47018		atAgilityBase	444	444												
47019		atLunarAttackPowerBase	2064	2064												
47020		atLunarCriticalStrike	2228	2228												
47021		atPoisonAttackPowerBase	2064	2064												
47022		atPoisonCriticalStrike	2228	2228												
47023		atSolarAndLunarAttackPowerBase	2064	2064												
47024		atSolarAndLunarCriticalStrike	2228	2228												
47025		atDodge	1263	1263												
47026		atParryBase	1263	1263												
47027		atParryValueBase	12175	12175												
47028		atSolarCriticalStrike	2354	2354												
47029		atSurplusValueBase	2511	2511												
47030		atVitalityBase	3270	3270												
47031		atMagicShield	2670	2670												
47032		atSurplusValueBase	1780	1780												
47033		atNeutralCriticalStrike	2354	2354												
47034		atTherapyPowerBase	2978	2978												
47035		atMagicCriticalStrike	2354	2354												
47036		atPhysicsCriticalStrike	2354	2354												
47037		atParryBase	1335	1335												
47038		atParryValueBase	12864	12864												
47039		atToughnessBase	890	890												
47040		atStrainBase	2670	2670												
47041		atLunarCriticalStrike	2354	2354												
47042		atPoisonCriticalStrike	2354	2354												
47043		atSolarAndLunarCriticalStrike	2354	2354												
47044		atParryBase	2225	2225												
47045		atStrainBase	1424	1424												
47046		atMagicOvercome	2357	2357												
47047		atAllTypeCriticalStrike	1640	1640												
47048		atAllTypeCriticalDamagePowerBase	1025	1025												
47049		atAllTypeCriticalStrike	1298	1298												
47050		atAllTypeCriticalDamagePowerBase	683	683												
47051		atPhysicsOvercomeBase	2357	2357												
47052		atPhysicsCriticalStrike	1640	1640												
47053		atPhysicsCriticalDamagePowerBase	1025	1025												
47054		atPhysicsCriticalStrike	1298	1298												
47055		atPhysicsCriticalDamagePowerBase	683	683												
47056		atMagicCriticalDamagePowerBase	683	683												
47057		atVitalityBase	1879	1879												
47058		atDodge	854	854												
47059		atMagicAttackPowerBase	1314	1314												
47060		atAllTypeCriticalStrike	2482	2482												
47061		atMagicAttackPowerBase	1121	1121												
47062		atSurplusValueBase	791	791												
47063		atPhysicsCriticalStrike	2482	2482												
47064		atPhysicsAttackPowerBase	934	934												
47065		atMagicCriticalStrike	1727	1727												
47066		atMagicCriticalDamagePowerBase	719	719												
47067		atVitalityBase	1978	1978												
47068		atParryBase	899	899												
47069		atParryValueBase	5200	5200												
47070		atStrainBase	1223	1223												
47071		atVitalityBase	1370	1370												
47072		atHasteBase	1333	1333												
47073		atSurplusValueBase	1185	1185												
47074		atMagicCriticalStrike	1333	1333												
47075		atStrainBase	1185	1185												
47076		atAllTypeCriticalStrike	1333	1333												
47077		atPhysicsCriticalStrike	1333	1333												
47078		atVitalityBase	2740	2740												
47079		atSpunkBase	531	531												
47080		atSolarAttackPowerBase	2469	2469												
47081		atSolarCriticalStrike	2666	2666												
47082		atStrainBase	2843	2843												
47083		atVitalityBase	3702	3702												
47084		atMagicShield	3022	3022												
47085		atSurplusValueBase	2015	2015												
47086		atNeutralAttackPowerBase	2469	2469												
47087		atNeutralCriticalStrike	2666	2666												
47088		atSpiritBase	531	531												
47089		atTherapyPowerBase	4661	4661												
47090		atStrengthBase	531	531												
47091		atPhysicsCriticalStrike	2666	2666												
47092		atPhysicsShieldBase	3526	3526												
47093		atSurplusValueBase	1612	1612												
47094		atAgilityBase	531	531												
47095		atLunarAttackPowerBase	2469	2469												
47096		atLunarCriticalStrike	2666	2666												
47097		atPoisonAttackPowerBase	2469	2469												
47098		atPoisonCriticalStrike	2666	2666												
47099		atSolarAndLunarAttackPowerBase	2469	2469												
47100		atSolarAndLunarCriticalStrike	2666	2666												
47101		atDodge	2519	2519												
47102		atSurplusValueBase	2216	2216												
47103		atParryBase	2519	2519												
47104		atParryValueBase	14564	14564												
47105		atSurplusValueBase	1410	1410												
47106		atStrainBase	1612	1612												
47107		atMagicOvercome	1333	1333												
47108		atPhysicsOvercomeBase	1333	1333												
47109		atTherapyPowerBase	1684	1684												
47110		atSolarOvercomeBase	2666	2666												
47111		atMagicShield	2519	2519												
47112		atToughnessBase	1007	1007												
47113		atStrainBase	3022	3022												
47114		atNeutralOvercomeBase	2666	2666												
47115		atTherapyPowerBase	3371	3371												
47116		atMagicCriticalStrike	2666	2666												
47117		atPhysicsOvercomeBase	2666	2666												
47118		atPhysicsShieldBase	2519	2519												
47119		atStrainBase	2418	2418												
47120		atLunarOvercomeBase	2666	2666												
47121		atPoisonOvercomeBase	2666	2666												
47122		atSolarAndLunarOvercomeBase	2666	2666												
47123		atDodge	1511	1511												
47124		atParryBase	1511	1511												
47125		atStrainBase	518	518												
47126		atSurplusValueBase	2843	2843												
47127		atHasteBase	2666	2666												
47128		atDecriticalDamagePowerBase	1185	1185												
47129		atTherapyPowerBase	3084	3084												
47130		atNeutralCriticalStrike	2221	2221												
47131		atLunarCriticalStrike	2221	2221												
47132		atPoisonCriticalStrike	2221	2221												
47133		atVitalityBase	2778	2778												
47134		atSpunkBase	539	539												
47135		atSolarAttackPowerBase	2504	2504												
47136		atSolarCriticalStrike	2703	2703												
47137		atSurplusValueBase	2884	2884												
47138		atVitalityBase	3755	3755												
47139		atDodge	2554	2554												
47140		atNeutralAttackPowerBase	2504	2504												
47141		atNeutralCriticalStrike	2703	2703												
47142		atTherapyPowerBase	3419	3419												
47143		atMagicCriticalStrike	2703	2703												
47144		atStrengthBase	539	539												
47145		atPhysicsAttackPowerBase	2086	2086												
47146		atPhysicsCriticalStrike	2703	2703												
47147		atDodge	1533	1533												
47148		atToughnessBase	1022	1022												
47149		atStrainBase	2452	2452												
47150		atAgilityBase	539	539												
47151		atLunarAttackPowerBase	2504	2504												
47152		atLunarCriticalStrike	2703	2703												
47153		atPoisonAttackPowerBase	2504	2504												
47154		atPoisonCriticalStrike	2703	2703												
47155		atSolarAndLunarAttackPowerBase	2504	2504												
47156		atSolarAndLunarCriticalStrike	2703	2703												
47157		atSurplusValueBase	2248	2248												
47158		atParryBase	2554	2554												
47159		atParryValueBase	14771	14771												
47160		atVitalityBase	2953	2953												
47161		atSpunkBase	573	573												
47162		atSolarAttackPowerBase	2747	2747												
47163		atSolarCriticalStrike	2075	2075												
47164		atSolarOvercomeBase	2394	2394												
47165		atVitalityBase	3990	3990												
47166		atMagicShield	4343	4343												
47167		atHasteBase	2172	2172												
47168		atSurplusValueBase	2172	2172												
47169		atStrainBase	2172	2172												
47170		atNeutralAttackPowerBase	2661	2661												
47171		atNeutralCriticalStrike	2075	2075												
47172		atNeutralOvercomeBase	2394	2394												
47173		atHasteBase	958	958												
47174		atSpiritBase	573	573												
47175		atTherapyPowerBase	3247	3247												
47176		atHasteBase	1596	1596												
47177		atStrengthBase	573	573												
47178		atPhysicsAttackPowerBase	2146	2146												
47179		atPhysicsCriticalStrike	2314	2314												
47180		atPhysicsOvercomeBase	2474	2474												
47181		atPhysicsShieldBase	3258	3258												
47182		atMagicShield	2172	2172												
47183		atParryValueBase	12558	12558												
47184		atNeutralAttackPowerBase	2575	2575												
47185		atNeutralCriticalStrike	2474	2474												
47186		atNeutralOvercomeBase	2314	2314												
47187		atAgilityBase	573	573												
47188		atPhysicsAttackPowerBase	2110	2110												
47189		atPhysicsCriticalStrike	2474	2474												
47190		atPhysicsOvercomeBase	2394	2394												
47191		atLunarAttackPowerBase	2661	2661												
47192		atLunarCriticalStrike	2155	2155												
47193		atLunarOvercomeBase	2394	2394												
47194		atTherapyPowerBase	3363	3363												
47195		atLunarCriticalStrike	1836	1836												
47196		atPoisonAttackPowerBase	2618	2618												
47197		atPoisonCriticalStrike	2155	2155												
47198		atPoisonOvercomeBase	2554	2554												
47199		atTherapyPowerBase	3402	3402												
47200		atPoisonCriticalStrike	1756	1756												
47201		atPoisonAttackPowerBase	2575	2575												
47202		atPhysicsCriticalStrike	2155	2155												
47203		atPoisonOvercomeBase	2634	2634												
47204		atPhysicsAttackPowerBase	2074	2074												
47205		atPhysicsOvercomeBase	2634	2634												
47206		atPhysicsCriticalStrike	2554	2554												
47207		atPhysicsOvercomeBase	2235	2235												
47208		atPhysicsAttackPowerBase	2217	2217												
47209		atPhysicsOvercomeBase	2873	2873												
47210		atSolarAndLunarAttackPowerBase	2575	2575												
47211		atSolarAndLunarCriticalStrike	2155	2155												
47212		atSolarAndLunarOvercomeBase	2554	2554												
47213		atDodge	2172	2172												
47214		atPhysicsAttackPowerBase	2289	2289												
47215		atPhysicsOvercomeBase	2314	2314												
47216		atParryBase	2172	2172												
47217		atLunarAttackPowerBase	2575	2575												
47218		atLunarCriticalStrike	2235	2235												
47219		atLunarOvercomeBase	2474	2474												
47220		atTherapyPowerBase	3286	3286												
47221		atLunarCriticalStrike	1995	1995												
47222		atPhysicsCriticalStrike	2235	2235												
47223		atPhysicsOvercomeBase	2554	2554												
47224		atPhysicsCriticalStrike	2394	2394												
47225		atVitalityBase	3091	3091												
47226		atSpunkBase	599	599												
47227		atSolarAttackPowerBase	2875	2875												
47228		atSolarCriticalStrike	2172	2172												
47229		atSolarOvercomeBase	2506	2506												
47230		atVitalityBase	4177	4177												
47231		atPhysicsShieldBase	2842	2842												
47232		atMagicShield	4547	4547												
47233		atHasteBase	2273	2273												
47234		atSurplusValueBase	2273	2273												
47235		atStrainBase	2273	2273												
47236		atNeutralAttackPowerBase	2785	2785												
47237		atNeutralCriticalStrike	2172	2172												
47238		atNeutralOvercomeBase	2506	2506												
47239		atSpiritBase	599	599												
47240		atTherapyPowerBase	3399	3399												
47241		atHasteBase	1671	1671												
47242		atStrengthBase	599	599												
47243		atPhysicsAttackPowerBase	2246	2246												
47244		atPhysicsCriticalStrike	2423	2423												
47245		atPhysicsOvercomeBase	2590	2590												
47246		atPhysicsShieldBase	3410	3410												
47247		atMagicShield	2273	2273												
47248		atParryBase	1705	1705												
47249		atParryValueBase	13145	13145												
47250		atNeutralAttackPowerBase	2695	2695												
47251		atNeutralCriticalStrike	2590	2590												
47252		atNeutralOvercomeBase	2423	2423												
47253		atAgilityBase	599	599												
47254		atPhysicsAttackPowerBase	2209	2209												
47255		atPhysicsCriticalStrike	2590	2590												
47256		atPhysicsOvercomeBase	2506	2506												
47257		atLunarAttackPowerBase	2785	2785												
47258		atLunarCriticalStrike	2255	2255												
47259		atLunarOvercomeBase	2506	2506												
47260		atHasteBase	919	919												
47261		atTherapyPowerBase	3520	3520												
47262		atLunarCriticalStrike	1921	1921												
47263		atPoisonAttackPowerBase	2740	2740												
47264		atPoisonCriticalStrike	2255	2255												
47265		atPoisonOvercomeBase	2673	2673												
47266		atTherapyPowerBase	3561	3561												
47267		atPoisonCriticalStrike	1838	1838												
47268		atPoisonAttackPowerBase	2695	2695												
47269		atPhysicsCriticalStrike	2255	2255												
47270		atPoisonOvercomeBase	2757	2757												
47271		atPhysicsAttackPowerBase	2171	2171												
47272		atPhysicsOvercomeBase	2757	2757												
47273		atPhysicsCriticalStrike	2673	2673												
47274		atPhysicsOvercomeBase	2339	2339												
